Topic 0
Topic coherence: -2810.65523792
AVG: -2.29441243911
SD:  0.762874307648
period pretax  0.00113734909143     -3.19669618116/-2810.65523792
feb include  0.00113584532911     -3.19246962371/-2810.65523792
feb profit  0.00113308040421     -3.18469837307/-2810.65523792
discontinue mln  0.00113226182042     -3.18239761627/-2810.65523792
excludes feb  0.00113071634951     -3.17805383035/-2810.65523792
feb nil  0.00113071634951     -3.17805383035/-2810.65523792
end exclude  0.00112909120968     -3.17348612257/-2810.65523792
corp jan  0.00112788136301     -3.1700856607/-2810.65523792
extraordinary lt  0.00112773901897     -3.16968558068/-2810.65523792
earnings shr  0.00112292285172     -3.15614899496/-2810.65523792
feb tax  0.00112180357028     -3.15300308072/-2810.65523792
income qtr  0.00111994181688     -3.14777033376/-2810.65523792
pretax shr  0.00111938263422     -3.14619866411/-2810.65523792
asset discontinue  0.00111557411013     -3.13549421593/-2810.65523792
full pretax  0.00111402382915     -3.13113691056/-2810.65523792
discontinue year  0.00111266176981     -3.12730863134/-2810.65523792
income stock  0.00110888195817     -3.11668488397/-2810.65523792
income shrs  0.0011088068893     -3.11647389125/-2810.65523792
full shrs  0.0011088068893     -3.11647389125/-2810.65523792
excludes jan  0.00110821903843     -3.11482164512/-2810.65523792
corp income  0.00110811022552     -3.11451580954/-2810.65523792
nil qtr  0.00110801481438     -3.11424764172/-2810.65523792
exclude feb  0.00110616945007     -3.10906095886/-2810.65523792
feb lt  0.00110477692805     -3.10514705954/-2810.65523792
billion exclude  0.001103778922     -3.10234200861/-2810.65523792
discontinue share  0.00110114216263     -3.0949309871/-2810.65523792
current dividend  0.00109860162724     -3.08779041797/-2810.65523792
charge end  0.00109720819625     -3.08387396388/-2810.65523792
dlrs extraordinary  0.00109713789637     -3.08367637514/-2810.65523792
mths nil  0.00109680604329     -3.08274365054/-2810.65523792
net nil  0.00109498454664     -3.07762405144/-2810.65523792
oper pretax  0.00109432666794     -3.07577498123/-2810.65523792
feb loss  0.00109309102034     -3.07230200183/-2810.65523792
discontinue sale  0.00109307144622     -3.07224698574/-2810.65523792
charge corp  0.0010924341692     -3.07045581975/-2810.65523792
exclude mln  0.00109213043304     -3.06960212212/-2810.65523792
discontinue dlrs  0.00109162167854     -3.06817218861/-2810.65523792
dlr extraordinary  0.00109079036019     -3.06583563932/-2810.65523792
pretax result  0.00108955090599     -3.0623519609/-2810.65523792
pretax sale  0.00108881045011     -3.06027079469/-2810.65523792
nil note  0.00108868550228     -3.05991960944/-2810.65523792
full prior  0.00108815582449     -3.05843086777/-2810.65523792
earnings jan  0.00108788270793     -3.05766323128/-2810.65523792
jan pretax  0.00108788270793     -3.05766323128/-2810.65523792
oper share  0.00108784009287     -3.05754345503/-2810.65523792
charge lt  0.0010869199729     -3.05495731502/-2810.65523792
discontinue period  0.00108414735684     -3.04716444719/-2810.65523792
loss pretax  0.00108320735914     -3.04452243772/-2810.65523792
exclude result  0.00108173105444     -3.04037305418/-2810.65523792
note pretax  0.00108077875638     -3.03769647265/-2810.65523792
ct excludes  0.00107839932756     -3.03100871856/-2810.65523792
end feb  0.00107743705876     -3.02830411272/-2810.65523792
dlrs prior  0.0010773166795     -3.02796576813/-2810.65523792
billion extraordinary  0.00107674397799     -3.02635610163/-2810.65523792
extraordinary mln  0.00107514812864     -3.0218707193/-2810.65523792
mln prior  0.00107364373349     -3.01764238319/-2810.65523792
income lt  0.00107349238225     -3.01721698703/-2810.65523792
feb sale  0.00107225914385     -3.01375077906/-2810.65523792
full sale  0.00107225914385     -3.01375077906/-2810.65523792
avg full  0.00107225914385     -3.01375077906/-2810.65523792
include pretax  0.00107187693198     -3.01267651327/-2810.65523792
dlrs full  0.00106865958761     -3.00363366747/-2810.65523792
ct extraordinary  0.00106665605288     -2.99800242209/-2810.65523792
full nil  0.0010642980782     -2.99137496819/-2810.65523792
credit nil  0.00106346849129     -2.9890432854/-2810.65523792
feb mln  0.00106183222813     -2.98444431378/-2810.65523792
discontinue feb  0.00106163779024     -2.98389781591/-2810.65523792
asset avg  0.00106163779024     -2.98389781591/-2810.65523792
lt oper  0.0010605531773     -2.98084934286/-2810.65523792
asset ct  0.00105979174499     -2.97870921915/-2810.65523792
asset month  0.00105943757451     -2.97771376805/-2810.65523792
exclude nil  0.0010586604597     -2.97552956624/-2810.65523792
exclude pretax  0.0010586604597     -2.97552956624/-2810.65523792
industry prior  0.00105807124247     -2.97387347974/-2810.65523792
ct current  0.00105753276011     -2.97235999148/-2810.65523792
dlrs exclude  0.00105688299261     -2.97053371904/-2810.65523792
asset excludes  0.00105684056355     -2.97041446557/-2810.65523792
excludes profit  0.00105654615813     -2.96958699345/-2810.65523792
full lt  0.00105368886941     -2.96155613993/-2810.65523792
exclude share  0.00105363317227     -2.96139959447/-2810.65523792
exclude year  0.00105151935198     -2.95545837442/-2810.65523792
jan nil  0.00105039660354     -2.95230271563/-2810.65523792
month oper  0.00104979500811     -2.95061183827/-2810.65523792
exclude sale  0.00104879202952     -2.94779281126/-2810.65523792
ct income  0.00104863757373     -2.94735868927/-2810.65523792
nil rev  0.00104858297556     -2.94720523266/-2810.65523792
dividend dlrs  0.00104548374545     -2.9384943653/-2810.65523792
asset shrs  0.00104393889897     -2.93415233446/-2810.65523792
charge company  0.00104256987079     -2.93030446823/-2810.65523792
nil tax  0.00104241156648     -2.9298595294/-2810.65523792
credit share  0.00104196691652     -2.92860977165/-2810.65523792
dividend end  0.00104091384785     -2.92564995866/-2810.65523792
excludes net  0.00104052180548     -2.92454806274/-2810.65523792
prior year  0.00104045766549     -2.92436778735/-2810.65523792
ct exclude  0.00103995936489     -2.92296723615/-2810.65523792
industry rev  0.00103934118523     -2.92122974626/-2810.65523792
prior share  0.0010391091588     -2.92057759995/-2810.65523792
earnings mths  0.00103737005042     -2.91568956588/-2810.65523792
current mths  0.00103737005042     -2.91568956588/-2810.65523792
include oper  0.00103349123438     -2.90478755126/-2810.65523792
extraordinary jan  0.00103303760358     -2.90351255146/-2810.65523792
income nil  0.00103263348163     -2.90237670399/-2810.65523792
charge mln  0.00103257282373     -2.90220621554/-2810.65523792
industry shr  0.00102957655263     -2.89378473049/-2810.65523792
nil shr  0.00102957655263     -2.89378473049/-2810.65523792
exclude include  0.00102947097779     -2.89348799601/-2810.65523792
full oper  0.00102945867761     -2.89345342443/-2810.65523792
nil oper  0.00102945867761     -2.89345342443/-2810.65523792
charge ct  0.0010294010553     -2.893291468/-2810.65523792
full mln  0.00102858262576     -2.89099114472/-2810.65523792
industry mths  0.00102836225479     -2.8903717579/-2810.65523792
extraordinary year  0.00102797256261     -2.88927646753/-2810.65523792
extraordinary sale  0.00102677744628     -2.88591740755/-2810.65523792
prior sale  0.00102677744628     -2.88591740755/-2810.65523792
jan lt  0.00102643290416     -2.88494901846/-2810.65523792
jan mln  0.00102463668229     -2.87990045803/-2810.65523792
mln oper  0.00102463668229     -2.87990045803/-2810.65523792
billion charge  0.0010243869182     -2.8791984573/-2810.65523792
oper sale  0.00102323722878     -2.87596707669/-2810.65523792
avg extraordinary  0.00102206494132     -2.8726721808/-2810.65523792
feb result  0.00102206494132     -2.8726721808/-2810.65523792
current qtr  0.00102165392553     -2.87151695713/-2810.65523792
credit lt  0.00102122360286     -2.87030746846/-2810.65523792
end jan  0.00101985510304     -2.86646108727/-2810.65523792
extraordinary qtr  0.00101859992461     -2.86293321344/-2810.65523792
charge share  0.00101703765388     -2.85854220903/-2810.65523792
company credit  0.00101299850765     -2.84718956152/-2810.65523792
avg industry  0.00101282315098     -2.84669669439/-2810.65523792
avg nil  0.00101282315098     -2.84669669439/-2810.65523792
excludes qtr  0.00101256945951     -2.84598365513/-2810.65523792
discontinue earnings  0.00101040977859     -2.83991353663/-2810.65523792
oper stock  0.00101022215918     -2.83938620316/-2810.65523792
current full  0.00100918673747     -2.83647598969/-2810.65523792
asset current  0.00100918673747     -2.83647598969/-2810.65523792
credit discontinue  0.00100862338694     -2.83489260558/-2810.65523792
dlr full  0.00100802592429     -2.83321334406/-2810.65523792
charge year  0.00100753887572     -2.83184441845/-2810.65523792
ct full  0.00100722006002     -2.83094833743/-2810.65523792
current lt  0.00100703070987     -2.83041613944/-2810.65523792
charge dlrs  0.00100607963683     -2.82774300101/-2810.65523792
corp period  0.0010057561308     -2.82683373709/-2810.65523792
ct industry  0.0010052705268     -2.82546887166/-2810.65523792
month prior  0.0010046024993     -2.82359127669/-2810.65523792
industry qtr  0.00100371118643     -2.82108610351/-2810.65523792
credit mths  0.0010026313645     -2.81805109632/-2810.65523792
exclude mths  0.0010026313645     -2.81805109632/-2810.65523792
include jan  0.00100253355028     -2.81777617427/-2810.65523792
corp credit  0.00100098036885     -2.81341071676/-2810.65523792
dividend sale  0.000999395560337     -2.80895636641/-2810.65523792
income mln  0.000999392840561     -2.80894872206/-2810.65523792
extraordinary quarter  0.000999302116102     -2.80869372688/-2810.65523792
extraordinary share  0.000998788067913     -2.80724891465/-2810.65523792
industry shrs  0.00099766743654     -2.80409920621/-2810.65523792
dividend period  0.0009969355015     -2.80204198915/-2810.65523792
end prior  0.000996127050735     -2.79976971278/-2810.65523792
current shr  0.00099566624641     -2.79847455069/-2810.65523792
extraordinary mths  0.000994451948566     -2.79506157809/-2810.65523792
asset exclude  0.000993792469373     -2.79320800944/-2810.65523792
extraordinary operation  0.000991623017998     -2.78711042957/-2810.65523792
corp current  0.000991616962068     -2.78709340844/-2810.65523792
earnings qtr  0.000989420553708     -2.78092006178/-2810.65523792
month shrs  0.000989093794617     -2.78000165463/-2810.65523792
prior profit  0.000988820410083     -2.77923326496/-2810.65523792
dlr prior  0.000988436265465     -2.77815356687/-2810.65523792
dlr income  0.000988436265465     -2.77815356687/-2810.65523792
dividend rev  0.000988427490195     -2.77812890262/-2810.65523792
avg earnings  0.000986456355386     -2.77258872224/-2810.65523792
avg dividend  0.000986456355386     -2.77258872224/-2810.65523792
avg month  0.000986456355386     -2.77258872224/-2810.65523792
ct discontinue  0.000986341120106     -2.7722648356/-2810.65523792
pretax quarter  0.000985616239475     -2.77022744605/-2810.65523792
dividend industry  0.000983544015062     -2.76440313765/-2810.65523792
feb gain  0.000982880557217     -2.76253838639/-2810.65523792
asset period  0.000981793262123     -2.75948237473/-2810.65523792
full share  0.00098142906795     -2.75845875048/-2810.65523792
full include  0.000980963981373     -2.75715155245/-2810.65523792
earnings shrs  0.000980721904286     -2.75647115722/-2810.65523792
dlrs oper  0.000979815329757     -2.75392308877/-2810.65523792
credit dividend  0.000979363982536     -2.75265450734/-2810.65523792
credit ct  0.000979042629862     -2.75175129576/-2810.65523792
mths share  0.00097901693042     -2.75167906349/-2810.65523792
oper year  0.000978933294947     -2.75144399301/-2810.65523792
charge mths  0.000978636503836     -2.75060981552/-2810.65523792
dividend mths  0.000978636503836     -2.75060981552/-2810.65523792
excludes mths  0.000978636503836     -2.75060981552/-2810.65523792
asset year  0.000975892345469     -2.74289693243/-2810.65523792
dividend oper  0.000974613573253     -2.73930274461/-2810.65523792
asset shr  0.000973950352635     -2.7374386601/-2810.65523792
full year  0.000972877167059     -2.73442230544/-2810.65523792
dividend year  0.000972877167059     -2.73442230544/-2810.65523792
nil shrs  0.000972542488356     -2.73348163899/-2810.65523792
charge shr  0.000971617302157     -2.73088125956/-2810.65523792
lt period  0.000971138287528     -2.72953491458/-2810.65523792
feb note  0.000970689815229     -2.72827441356/-2810.65523792
dlr feb  0.000969905049126     -2.7260687066/-2810.65523792
earnings feb  0.000969905049126     -2.7260687066/-2810.65523792
dividend feb  0.000969905049126     -2.7260687066/-2810.65523792
excludes shr  0.000969299450813     -2.72436657853/-2810.65523792
current rev  0.00096919097177     -2.72406168135/-2810.65523792
dividend mln  0.000967927828658     -2.72051142154/-2810.65523792
full qtr  0.000965060469143     -2.7124522625/-2810.65523792
corp tax  0.000964920274075     -2.7120582225/-2810.65523792
ct month  0.000964880006904     -2.71194504536/-2810.65523792
dividend shrs  0.000964546895176     -2.71100878314/-2810.65523792
charge net  0.000964357979973     -2.71047780764/-2810.65523792
exclude net  0.000964357979973     -2.71047780764/-2810.65523792
loss nil  0.000964191206744     -2.71000906559/-2810.65523792
dividend dlr  0.000963889366024     -2.70916069539/-2810.65523792
dlr mths  0.000963494264459     -2.7080502011/-2810.65523792
rev sale  0.000961778434429     -2.70322759444/-2810.65523792
asset dividend  0.000961065661698     -2.70122423603/-2810.65523792
full rev  0.000958129285281     -2.69297109428/-2810.65523792
income oper  0.000958062266993     -2.69278272897/-2810.65523792
month shr  0.000957931425529     -2.69241497873/-2810.65523792
dividend include  0.00095734846708     -2.69077648351/-2810.65523792
dividend jan  0.000957050304453     -2.68993845116/-2810.65523792
extraordinary shrs  0.000956727043626     -2.68902987642/-2810.65523792
dlrs income  0.000956603474746     -2.6886825669/-2810.65523792
end income  0.000956352906798     -2.68797830679/-2810.65523792
exclude full  0.000956306364981     -2.68784749378/-2810.65523792
full operation  0.000955654139458     -2.6860143127/-2810.65523792
asset qtr  0.000954747024619     -2.68346472563/-2810.65523792
company income  0.000954739789534     -2.6834443903/-2810.65523792
earnings prior  0.00095411543018     -2.68168953141/-2810.65523792
avg current  0.000954089604395     -2.68161694403/-2810.65523792
exclude qtr  0.000952214708427     -2.67634725786/-2810.65523792
full shr  0.000951280971657     -2.67372284572/-2810.65523792
charge excludes  0.000949957183452     -2.67000213346/-2810.65523792
credit end  0.000949575770025     -2.66893011182/-2810.65523792
discontinue tax  0.000949065267398     -2.66749526494/-2810.65523792
mths result  0.000948970250994     -2.66722820658/-2810.65523792
full gain  0.000948970250994     -2.66722820658/-2810.65523792
gain pretax  0.000948970250994     -2.66722820658/-2810.65523792
discontinue pretax  0.000948352025082     -2.66549058668/-2810.65523792
charge qtr  0.000944724138643     -2.65529384866/-2810.65523792
month qtr  0.000944724138643     -2.65529384866/-2810.65523792
charge sale  0.000944550455983     -2.65480568658/-2810.65523792
billion full  0.000944246672443     -2.65395185579/-2810.65523792
current prior  0.000943895830365     -2.65296575966/-2810.65523792
company period  0.000943791574238     -2.65267273163/-2810.65523792
exclude jan  0.000943622713807     -2.65219812318/-2810.65523792
industry jan  0.000943622713807     -2.65219812318/-2810.65523792
jan tax  0.000942288130625     -2.64844706997/-2810.65523792
charge rev  0.000940424691389     -2.64320958472/-2810.65523792
discontinue net  0.000939317272093     -2.64009701087/-2810.65523792
industry net  0.000939317272093     -2.64009701087/-2810.65523792
result shr  0.000938341766705     -2.63735520154/-2810.65523792
net prior  0.000937594319947     -2.6352543864/-2810.65523792
asset industry  0.000936567497128     -2.63236834146/-2810.65523792
jan sale  0.000936178565652     -2.63127518917/-2810.65523792
credit full  0.000935383506275     -2.62904055137/-2810.65523792
current shrs  0.000934248690263     -2.6258509748/-2810.65523792
dividend loss  0.000934106624727     -2.62545167756/-2810.65523792
prior rev  0.000933582385841     -2.62397822279/-2810.65523792
feb jan  0.000930683508855     -2.61583047901/-2810.65523792
jan month  0.000930683508855     -2.61583047901/-2810.65523792
asset end  0.000929986111201     -2.61387033463/-2810.65523792
dlr oper  0.000929979059801     -2.61385051558/-2810.65523792
asset quarter  0.000929813425463     -2.61338497456/-2810.65523792
include prior  0.000929121333006     -2.61143974127/-2810.65523792
extraordinary net  0.000929102534442     -2.61138690499/-2810.65523792
credit prior  0.000927204090346     -2.60605103315/-2810.65523792
full period  0.000926948157768     -2.60533169491/-2810.65523792
discontinue full  0.000926782456179     -2.60486596487/-2810.65523792
dividend month  0.000926495876282     -2.60406048758/-2810.65523792
discontinue include  0.000926118877019     -2.60300087263/-2810.65523792
exclude shr  0.000925856663823     -2.60226388173/-2810.65523792
ct feb  0.000925489894975     -2.60123302095/-2810.65523792
income sale  0.000925313937558     -2.60073846531/-2810.65523792
feb operation  0.000924423351554     -2.5982353351/-2810.65523792
ct earnings  0.00092393961399     -2.59687571558/-2810.65523792
income prior  0.000923559499865     -2.59580734582/-2810.65523792
month rev  0.000923559499865     -2.59580734582/-2810.65523792
prior result  0.000922328820938     -2.59234833165/-2810.65523792
current income  0.00092197488212     -2.59135353166/-2810.65523792
month mths  0.000921588365056     -2.59026716545/-2810.65523792
loss prior  0.00092151101123     -2.59004975051/-2810.65523792
income year  0.000921263591941     -2.58935434019/-2810.65523792
include income  0.000920188924366     -2.58633382014/-2810.65523792
income note  0.000919967455997     -2.58571134891/-2810.65523792
nil pretax  0.000918840946593     -2.58254511935/-2810.65523792
jan result  0.000918198405973     -2.58073915919/-2810.65523792
dividend shr  0.000917770203851     -2.57953563066/-2810.65523792
period share  0.000917368771323     -2.57840734222/-2810.65523792
asset tax  0.000916401158327     -2.57568771568/-2810.65523792
income pretax  0.000915137147532     -2.57213501712/-2810.65523792
asset mths  0.000915059944771     -2.57191802678/-2810.65523792
current net  0.000914310102313     -2.56981047815/-2810.65523792
dlr exclude  0.000914163615071     -2.56939875301/-2810.65523792
result rev  0.000913811248347     -2.56840837163/-2810.65523792
rev stock  0.000913811248347     -2.56840837163/-2810.65523792
excludes nil  0.000912580569421     -2.56494935746/-2810.65523792
excludes loss  0.000912348558377     -2.56429725441/-2810.65523792
avg corp  0.000911302029292     -2.56135582195/-2810.65523792
company full  0.00091119052036     -2.56104240879/-2810.65523792
full net  0.000911104775021     -2.5608014082/-2810.65523792
exclude profit  0.00090848089861     -2.55342659622/-2810.65523792
nil profit  0.00090848089861     -2.55342659622/-2810.65523792
exclude quarter  0.000907569374987     -2.55086461758/-2810.65523792
excludes rev  0.000907457705885     -2.55055075423/-2810.65523792
discontinue jan  0.000906136609415     -2.54683760752/-2810.65523792
corp shrs  0.000905814173607     -2.54593135163/-2810.65523792
lt month  0.000905671829567     -2.5455312716/-2810.65523792
ct dlr  0.000904377579602     -2.54189358116/-2810.65523792
prior tax  0.000904131358884     -2.54120153961/-2810.65523792
shr stock  0.000904046615747     -2.54096335587/-2810.65523792
credit pretax  0.000903736976023     -2.54009306536/-2810.65523792
credit qtr  0.00090281823924     -2.53751081301/-2810.65523792
charge period  0.000902401258328     -2.53633882342/-2810.65523792
exclude period  0.000902401258328     -2.53633882342/-2810.65523792
billion ct  0.000901461260627     -2.53369681396/-2810.65523792
gain jan  0.000900653566924     -2.53142666542/-2810.65523792
dividend gain  0.000900653566924     -2.53142666542/-2810.65523792
credit mln  0.000900097998763     -2.52986515486/-2810.65523792
end full  0.000899558269221     -2.5283481612/-2810.65523792
billion dividend  0.000899363442503     -2.52780057046/-2810.65523792
earnings oper  0.000898626274129     -2.52572864431/-2810.65523792
dividend qtr  0.000898452676212     -2.52524072041/-2810.65523792
asset loss  0.000897583413813     -2.5227975235/-2810.65523792
jan profit  0.000897303363988     -2.52201039999/-2810.65523792
charge exclude  0.000897150989681     -2.52158212835/-2810.65523792
charge dividend  0.000897150989681     -2.52158212835/-2810.65523792
avg company  0.000897041465615     -2.52127429396/-2810.65523792
credit feb  0.000897041465615     -2.52127429396/-2810.65523792
feb industry  0.000897041465615     -2.52127429396/-2810.65523792
credit earnings  0.000896246406239     -2.51903965616/-2810.65523792
extraordinary rev  0.000895081191108     -2.51576463815/-2810.65523792
extraordinary include  0.000894663237725     -2.51458991528/-2810.65523792
income share  0.000893901656999     -2.51244937443/-2810.65523792
end mths  0.000893772956013     -2.51208764032/-2810.65523792
excludes note  0.0008936006604     -2.51160337676/-2810.65523792
lt tax  0.000893186726685     -2.51043995179/-2810.65523792
dividend operation  0.000893074188673     -2.51012364624/-2810.65523792
prior shr  0.000892690686163     -2.5090457529/-2810.65523792
corp prior  0.000891580718691     -2.50592601701/-2810.65523792
avg stock  0.000890513045331     -2.50292515529/-2810.65523792
full mths  0.000890082047188     -2.5017137681/-2810.65523792
ct period  0.000890029307768     -2.50156553577/-2810.65523792
discontinue qtr  0.000889879034289     -2.50114316884/-2810.65523792
credit rev  0.000889050726011     -2.49881507983/-2810.65523792
full loss  0.00088900977189     -2.49869997192/-2810.65523792
corp industry  0.000888109579714     -2.49616984207/-2810.65523792
company shrs  0.000886739699895     -2.49231958218/-2810.65523792
charge shrs  0.000886739699895     -2.49231958218/-2810.65523792
discontinue shrs  0.000886739699895     -2.49231958218/-2810.65523792
shrs stock  0.000886739699895     -2.49231958218/-2810.65523792
jan note  0.000886736352506     -2.49231017382/-2810.65523792
earnings note  0.000886736352506     -2.49231017382/-2810.65523792
exclude rev  0.000886073395473     -2.49044683016/-2810.65523792
full result  0.000884842716546     -2.48698781599/-2810.65523792
current share  0.000884562828913     -2.48620114835/-2810.65523792
