Topic 0
Topic coherence: -1611.60088048
AVG: -2.06615497498
SD:  0.683408656564
feb lt  0.00192674693663     -3.10514705954/-1611.60088048
billion exclude  0.00192500639965     -3.10234200861/-1611.60088048
discontinue share  0.0019204078532     -3.0949309871/-1611.60088048
charge end  0.00191354695894     -3.08387396388/-1611.60088048
dlrs extraordinary  0.00191342435493     -3.08367637514/-1611.60088048
feb loss  0.00190636654462     -3.07230200183/-1611.60088048
discontinue sale  0.00190633240708     -3.07224698574/-1611.60088048
charge corp  0.00190522098674     -3.07045581975/-1611.60088048
exclude mln  0.00190469126649     -3.06960212212/-1611.60088048
discontinue dlrs  0.00190380399128     -3.06817218861/-1611.60088048
dlr extraordinary  0.00190235416005     -3.06583563932/-1611.60088048
earnings jan  0.00189728317247     -3.05766323128/-1611.60088048
oper share  0.00189720885118     -3.05754345503/-1611.60088048
charge lt  0.00189560414865     -3.05495731502/-1611.60088048
discontinue period  0.00189076866617     -3.04716444719/-1611.60088048
exclude result  0.00188655459984     -3.04037305418/-1611.60088048
end feb  0.00187906580928     -3.02830411272/-1611.60088048
dlrs prior  0.00187885586611     -3.02796576813/-1611.60088048
billion extraordinary  0.0018778570664     -3.02635610163/-1611.60088048
extraordinary mln  0.00187507388206     -3.0218707193/-1611.60088048
mln prior  0.00187245019517     -3.01764238319/-1611.60088048
feb sale  0.00187003545081     -3.01375077906/-1611.60088048
ct extraordinary  0.00186026357915     -2.99800242209/-1611.60088048
feb mln  0.00185185075903     -2.98444431378/-1611.60088048
discontinue feb  0.00185151165654     -2.98389781591/-1611.60088048
lt oper  0.00184962007589     -2.98084934286/-1611.60088048
ct current  0.00184435242464     -2.97235999148/-1611.60088048
dlrs exclude  0.00184321922073     -2.97053371904/-1611.60088048
exclude share  0.00183755148706     -2.96139959447/-1611.60088048
exclude year  0.00183386495392     -2.95545837442/-1611.60088048
exclude sale  0.00182910846411     -2.94779281126/-1611.60088048
charge company  0.00181825692932     -2.93030446823/-1611.60088048
credit share  0.00181720536835     -2.92860977165/-1611.60088048
prior year  0.00181457321274     -2.92436778735/-1611.60088048
ct exclude  0.00181370416928     -2.92296723615/-1611.60088048
prior share  0.00181222139757     -2.92057759995/-1611.60088048
earnings mths  0.00180918836741     -2.91568956588/-1611.60088048
current mths  0.00180918836741     -2.91568956588/-1611.60088048
include oper  0.00180242365615     -2.90478755126/-1611.60088048
extraordinary jan  0.00180163251747     -2.90351255146/-1611.60088048
charge mln  0.00180082193469     -2.90220621554/-1611.60088048
exclude include  0.00179541227052     -2.89348799601/-1611.60088048
charge ct  0.00179529032469     -2.893291468/-1611.60088048
extraordinary year  0.00179279901279     -2.88927646753/-1611.60088048
extraordinary sale  0.00179071471262     -2.88591740755/-1611.60088048
prior sale  0.00179071471262     -2.88591740755/-1611.60088048
jan lt  0.00179011382619     -2.88494901846/-1611.60088048
jan mln  0.00178698118927     -2.87990045803/-1611.60088048
mln oper  0.00178698118927     -2.87990045803/-1611.60088048
billion charge  0.00178654559709     -2.8791984573/-1611.60088048
oper sale  0.00178454052211     -2.87596707669/-1611.60088048
avg extraordinary  0.00178249603583     -2.8726721808/-1611.60088048
feb result  0.00178249603583     -2.8726721808/-1611.60088048
current qtr  0.00178177921836     -2.87151695713/-1611.60088048
credit lt  0.0017810287294     -2.87030746846/-1611.60088048
end jan  0.00177864204592     -2.86646108727/-1611.60088048
extraordinary qtr  0.00177645299659     -2.86293321344/-1611.60088048
charge share  0.00177372837385     -2.85854220903/-1611.60088048
company credit  0.00176668404442     -2.84718956152/-1611.60088048
discontinue earnings  0.00176216926351     -2.83991353663/-1611.60088048
credit discontinue  0.00175905377064     -2.83489260558/-1611.60088048
charge year  0.0017571623674     -2.83184441845/-1611.60088048
current lt  0.0017562761188     -2.83041613944/-1611.60088048
charge dlrs  0.00175461743367     -2.82774300101/-1611.60088048
corp period  0.00175405323447     -2.82683373709/-1611.60088048
credit mths  0.00174860359686     -2.81805109632/-1611.60088048
exclude mths  0.00174860359686     -2.81805109632/-1611.60088048
include jan  0.00174843300745     -2.81777617427/-1611.60088048
corp credit  0.00174572423658     -2.81341071676/-1611.60088048
extraordinary quarter  0.00174279733953     -2.80869372688/-1611.60088048
extraordinary share  0.00174190083205     -2.80724891465/-1611.60088048
end prior  0.00173725997962     -2.79976971278/-1611.60088048
current shr  0.00173645633021     -2.79847455069/-1611.60088048
extraordinary mths  0.00173433857721     -2.79506157809/-1611.60088048
extraordinary operation  0.0017294048814     -2.78711042957/-1611.60088048
corp current  0.00172939431977     -2.78709340844/-1611.60088048
earnings qtr  0.00172556375183     -2.78092006178/-1611.60088048
prior profit  0.00172451709267     -2.77923326496/-1611.60088048
dlr prior  0.0017238471389     -2.77815356687/-1611.60088048
avg earnings  0.0017203941471     -2.77258872224/-1611.60088048
ct discontinue  0.0017201931751     -2.7722648356/-1611.60088048
feb gain  0.00171415790339     -2.76253838639/-1611.60088048
earnings shrs  0.00171039318146     -2.75647115722/-1611.60088048
dlrs oper  0.00170881210238     -2.75392308877/-1611.60088048
credit ct  0.00170746450259     -2.75175129576/-1611.60088048
mths share  0.00170741968239     -2.75167906349/-1611.60088048
oper year  0.00170727382091     -2.75144399301/-1611.60088048
charge mths  0.00170675621293     -2.75060981552/-1611.60088048
charge shr  0.00169451462371     -2.73088125956/-1611.60088048
lt period  0.00169367921527     -2.72953491458/-1611.60088048
feb note  0.00169289707309     -2.72827441356/-1611.60088048
dlr feb  0.00169152842966     -2.7260687066/-1611.60088048
earnings feb  0.00169152842966     -2.7260687066/-1611.60088048
current rev  0.00169028306843     -2.72406168135/-1611.60088048
corp tax  0.0016828349099     -2.7120582225/-1611.60088048
charge net  0.00168185426085     -2.71047780764/-1611.60088048
exclude net  0.00168185426085     -2.71047780764/-1611.60088048
dlr mths  0.00168034792851     -2.7080502011/-1611.60088048
rev sale  0.00167735549613     -2.70322759444/-1611.60088048
extraordinary shrs  0.00166854579753     -2.68902987642/-1611.60088048
earnings prior  0.00166399110592     -2.68168953141/-1611.60088048
avg current  0.00166394606538     -2.68161694403/-1611.60088048
exclude qtr  0.0016606762197     -2.67634725786/-1611.60088048
credit end  0.00165607387297     -2.66893011182/-1611.60088048
discontinue tax  0.001655183549     -2.66749526494/-1611.60088048
mths result  0.00165501783902     -2.66722820658/-1611.60088048
charge qtr  0.00164761255769     -2.65529384866/-1611.60088048
charge sale  0.00164730965262     -2.65480568658/-1611.60088048
current prior  0.00164616797607     -2.65296575966/-1611.60088048
company period  0.00164598615188     -2.65267273163/-1611.60088048
exclude jan  0.00164569165685     -2.65219812318/-1611.60088048
jan tax  0.00164336412448     -2.64844706997/-1611.60088048
charge rev  0.00164011425951     -2.64320958472/-1611.60088048
discontinue net  0.00163818290425     -2.64009701087/-1611.60088048
result shr  0.00163648160874     -2.63735520154/-1611.60088048
net prior  0.00163517805079     -2.6352543864/-1611.60088048
jan sale  0.00163270895483     -2.63127518917/-1611.60088048
current shrs  0.00162934322424     -2.6258509748/-1611.60088048
prior rev  0.0016281811797     -2.62397822279/-1611.60088048
feb jan  0.00162312549632     -2.61583047901/-1611.60088048
dlr oper  0.00162189692699     -2.61385051558/-1611.60088048
include prior  0.00162040103905     -2.61143974127/-1611.60088048
extraordinary net  0.00162036825409     -2.61138690499/-1611.60088048
credit prior  0.00161705734013     -2.60605103315/-1611.60088048
discontinue include  0.0016151647124     -2.60300087263/-1611.60088048
exclude shr  0.00161470740879     -2.60226388173/-1611.60088048
ct feb  0.00161406775862     -2.60123302095/-1611.60088048
feb operation  0.00161220769147     -2.5982353351/-1611.60088048
ct earnings  0.00161136404617     -2.59687571558/-1611.60088048
prior result  0.00160855479979     -2.59234833165/-1611.60088048
loss prior  0.00160712852784     -2.59004975051/-1611.60088048
jan result  0.00160135129637     -2.58073915919/-1611.60088048
period share  0.00159990440154     -2.57840734222/-1611.60088048
current net  0.00159457003857     -2.56981047815/-1611.60088048
dlr exclude  0.0015943145627     -2.56939875301/-1611.60088048
result rev  0.00159370003004     -2.56840837163/-1611.60088048
avg corp  0.00158932391572     -2.56135582195/-1611.60088048
exclude profit  0.00158440382302     -2.55342659622/-1611.60088048
exclude quarter  0.00158281411265     -2.55086461758/-1611.60088048
discontinue jan  0.00158031534877     -2.54683760752/-1611.60088048
corp shrs  0.00157975301606     -2.54593135163/-1611.60088048
ct dlr  0.00157724757534     -2.54189358116/-1611.60088048
prior tax  0.00157681816285     -2.54120153961/-1611.60088048
credit qtr  0.00157452806321     -2.53751081301/-1611.60088048
charge period  0.00157380084246     -2.53633882342/-1611.60088048
exclude period  0.00157380084246     -2.53633882342/-1611.60088048
billion ct  0.00157216147288     -2.53369681396/-1611.60088048
gain jan  0.00157075284339     -2.53142666542/-1611.60088048
credit mln  0.00156978392448     -2.52986515486/-1611.60088048
earnings oper  0.00156721721544     -2.52572864431/-1611.60088048
jan profit  0.00156491004102     -2.52201039999/-1611.60088048
charge exclude  0.00156464429803     -2.52158212835/-1611.60088048
avg company  0.00156445328648     -2.52127429396/-1611.60088048
credit feb  0.00156445328648     -2.52127429396/-1611.60088048
credit earnings  0.00156306669143     -2.51903965616/-1611.60088048
extraordinary rev  0.00156103453939     -2.51576463815/-1611.60088048
extraordinary include  0.00156030562265     -2.51458991528/-1611.60088048
end mths  0.00155875295847     -2.51208764032/-1611.60088048
lt tax  0.00155773056605     -2.51043995179/-1611.60088048
prior shr  0.0015568654642     -2.5090457529/-1611.60088048
corp prior  0.00155492966488     -2.50592601701/-1611.60088048
ct period  0.0015522239818     -2.50156553577/-1611.60088048
discontinue qtr  0.00155196190268     -2.50114316884/-1611.60088048
credit rev  0.00155051732107     -2.49881507983/-1611.60088048
company shrs  0.00154648685811     -2.49231958218/-1611.60088048
charge shrs  0.00154648685811     -2.49231958218/-1611.60088048
discontinue shrs  0.00154648685811     -2.49231958218/-1611.60088048
jan note  0.00154648102021     -2.49231017382/-1611.60088048
earnings note  0.00154648102021     -2.49231017382/-1611.60088048
exclude rev  0.00154532481356     -2.49044683016/-1611.60088048
current share  0.00154269036364     -2.48620114835/-1611.60088048
feb oper  0.00154188712595     -2.48490664979/-1611.60088048
extraordinary shr  0.00154083095374     -2.48320452172/-1611.60088048
charge jan  0.00154026913018     -2.48229908638/-1611.60088048
billion rev  0.0015401753979     -2.48214802735/-1611.60088048
feb net  0.00153568527189     -2.47491173632/-1611.60088048
discontinue mths  0.00153163067713     -2.46837734784/-1611.60088048
discontinue shr  0.00153140544046     -2.46801435622/-1611.60088048
avg charge  0.0015309045202     -2.46720707269/-1611.60088048
charge note  0.00153087010814     -2.46715161419/-1611.60088048
earnings lt  0.00153064090188     -2.46678222517/-1611.60088048
shrs year  0.00152810138305     -2.4626895344/-1611.60088048
avg year  0.00152610940373     -2.45947925877/-1611.60088048
result shrs  0.00152471265816     -2.45722826237/-1611.60088048
prior shrs  0.00152471265816     -2.45722826237/-1611.60088048
billion oper  0.00152123314268     -2.45162067215/-1611.60088048
avg discontinue  0.001520112926     -2.44981532998/-1611.60088048
avg prior  0.001520112926     -2.44981532998/-1611.60088048
qtr result  0.00151958058929     -2.44895741567/-1611.60088048
credit dlrs  0.00151822262108     -2.44676891291/-1611.60088048
ct result  0.00151648467905     -2.44396804399/-1611.60088048
discontinue profit  0.0015157357246     -2.44276102834/-1611.60088048
credit extraordinary  0.00151340010918     -2.43899694848/-1611.60088048
company current  0.00151129740365     -2.4356082264/-1611.60088048
avg result  0.00150950581256     -2.43272089662/-1611.60088048
share tax  0.0015082961128     -2.43077134341/-1611.60088048
corp mths  0.00150807715107     -2.4304184645/-1611.60088048
avg dlrs  0.0015080502453     -2.43037510313/-1611.60088048
dlr qtr  0.00150571406752     -2.42661011697/-1611.60088048
credit shr  0.00150395866036     -2.42378110125/-1611.60088048
charge prior  0.00150356213184     -2.42314205553/-1611.60088048
prior quarter  0.00150349337445     -2.42303124607/-1611.60088048
dlrs shrs  0.00150302591804     -2.4222778929/-1611.60088048
current feb  0.0014990769784     -2.4159137783/-1611.60088048
corp earnings  0.00149689664992     -2.412399959/-1611.60088048
dlr shr  0.00149213923584     -2.40473290628/-1611.60088048
quarter rev  0.00148618474919     -2.39513665036/-1611.60088048
current jan  0.00148466469376     -2.39268692769/-1611.60088048
earnings exclude  0.00148171203044     -2.38792841288/-1611.60088048
mln period  0.00148013295425     -2.3853835723/-1611.60088048
dlrs period  0.00147529852605     -2.37759240355/-1611.60088048
earnings mln  0.00147459272971     -2.37645494156/-1611.60088048
company rev  0.00147224031908     -2.37266379451/-1611.60088048
period prior  0.00146934860689     -2.3680035086/-1611.60088048
credit exclude  0.00146741603642     -2.36488897633/-1611.60088048
current mln  0.00146637405292     -2.36320971481/-1611.60088048
period shr  0.00146634102032     -2.36315647943/-1611.60088048
credit net  0.00146572959966     -2.36217111337/-1611.60088048
discontinue quarter  0.00146344715587     -2.35849272493/-1611.60088048
jan loss  0.00146329538846     -2.35824813645/-1611.60088048
ct operation  0.00146326627814     -2.35820122223/-1611.60088048
credit year  0.00146013674671     -2.35315766663/-1611.60088048
corp gain  0.00145927900988     -2.35177533718/-1611.60088048
feb prior  0.00145903075981     -2.35137525716/-1611.60088048
mths prior  0.0014551646973     -2.34514470741/-1611.60088048
exclude loss  0.00145479524148     -2.34454929209/-1611.60088048
charge gain  0.00145434771097     -2.34382805153/-1611.60088048
dlr rev  0.00145412221363     -2.34346463981/-1611.60088048
period rev  0.00145412221363     -2.34346463981/-1611.60088048
exclude shrs  0.00145401012831     -2.34328400302/-1611.60088048
charge dlr  0.00145048142332     -2.33759713895/-1611.60088048
discontinue rev  0.00144967415855     -2.33629615034/-1611.60088048
ct jan  0.00144856675085     -2.33451145111/-1611.60088048
charge discontinue  0.00144795769542     -2.33352989684/-1611.60088048
charge profit  0.00144330819262     -2.32603675403/-1611.60088048
earnings include  0.0014432100333     -2.32587856039/-1611.60088048
mln tax  0.00144235165839     -2.32449520263/-1611.60088048
avg exclude  0.00143993691403     -2.3206035985/-1611.60088048
operation prior  0.00143941961427     -2.31976991775/-1611.60088048
ct tax  0.0014382762824     -2.3179273231/-1611.60088048
extraordinary prior  0.00143561284757     -2.31363492918/-1611.60088048
current extraordinary  0.00143561284757     -2.31363492918/-1611.60088048
exclude note  0.00143466911959     -2.31211401634/-1611.60088048
ct oper  0.00143420740863     -2.31136992255/-1611.60088048
jan oper  0.00143363586942     -2.31044882945/-1611.60088048
credit operation  0.00143120093748     -2.306524691/-1611.60088048
feb shr  0.00143087416588     -2.30599806559/-1611.60088048
dlrs mths  0.0014306832061     -2.30569031465/-1611.60088048
gain prior  0.00143032531644     -2.30511353935/-1611.60088048
lt operation  0.00142865418024     -2.30242033478/-1611.60088048
discontinue note  0.00142484567918     -2.29628255112/-1611.60088048
oper profit  0.00142262290963     -2.29270033376/-1611.60088048
earnings net  0.00141958260159     -2.28780057065/-1611.60088048
billion credit  0.00141820527636     -2.28558087209/-1611.60088048
dlr jan  0.00141751805346     -2.28447334305/-1611.60088048
extraordinary note  0.0014151753376     -2.28069782011/-1611.60088048
quarter shr  0.00141516444005     -2.28068025761/-1611.60088048
corp quarter  0.00141404028378     -2.27886856638/-1611.60088048
operation shr  0.00141258439048     -2.27652224746/-1611.60088048
dlr lt  0.00141151496317     -2.27479875747/-1611.60088048
charge quarter  0.00141139860898     -2.27461124095/-1611.60088048
extraordinary loss  0.00141001836954     -2.27238684584/-1611.60088048
gain lt  0.00140853893336     -2.2700025852/-1611.60088048
company shr  0.00140490799122     -2.26415095565/-1611.60088048
period qtr  0.00140469951956     -2.26381498253/-1611.60088048
feb period  0.00140342632339     -2.26176309847/-1611.60088048
lt quarter  0.00140262935511     -2.26047870369/-1611.60088048
mths sale  0.00140231927399     -2.25997897668/-1611.60088048
current loss  0.00140221322227     -2.25980806364/-1611.60088048
credit jan  0.00140180832762     -2.25915553507/-1611.60088048
current dlrs  0.00140026749887     -2.2566723341/-1611.60088048
prior qtr  0.00139602104206     -2.24982874055/-1611.60088048
charge tax  0.00139568745481     -2.24929113105/-1611.60088048
charge loss  0.00139450503587     -2.24738554364/-1611.60088048
feb qtr  0.00139315498142     -2.2452097947/-1611.60088048
end tax  0.00139288386962     -2.2447728707/-1611.60088048
dlr net  0.00139264510518     -2.24438807771/-1611.60088048
net oper  0.00139264510518     -2.24438807771/-1611.60088048
operation shrs  0.00139054599748     -2.2410051539/-1611.60088048
dlr shrs  0.00139054599748     -2.2410051539/-1611.60088048
exclude tax  0.00138788230754     -2.23671234884/-1611.60088048
mths quarter  0.00138709640658     -2.23544579016/-1611.60088048
feb rev  0.00138651789229     -2.23451345603/-1611.60088048
jan quarter  0.00138648653617     -2.23446292248/-1611.60088048
charge credit  0.00138455967028     -2.23135758371/-1611.60088048
dlrs tax  0.00138353387285     -2.22970440767/-1611.60088048
lt prior  0.00138237810699     -2.22784177438/-1611.60088048
operation qtr  0.00138182131425     -2.22694444672/-1611.60088048
net period  0.00138059616298     -2.22496999185/-1611.60088048
avg lt  0.00137859455242     -2.22174419451/-1611.60088048
lt result  0.00137765225759     -2.22022559133/-1611.60088048
avg dlr  0.00137738749479     -2.21979889937/-1611.60088048
lt shrs  0.00137296212924     -2.21266697636/-1611.60088048
corp operation  0.00136961634851     -2.20727491319/-1611.60088048
charge operation  0.00136909904875     -2.20644123244/-1611.60088048
current profit  0.00136905624525     -2.20637225027/-1611.60088048
avg operation  0.00136894517373     -2.20619324732/-1611.60088048
dlrs earnings  0.00136858131737     -2.20560685609/-1611.60088048
mln operation  0.00136723416084     -2.20343577743/-1611.60088048
oper result  0.00136529228205     -2.20030624387/-1611.60088048
jan net  0.00136488643715     -2.19965218387/-1611.60088048
jan prior  0.00135693328291     -2.18683487349/-1611.60088048
mths tax  0.0013556719184     -2.18480205734/-1611.60088048
company mths  0.0013556719184     -2.18480205734/-1611.60088048
mths operation  0.0013556719184     -2.18480205734/-1611.60088048
avg sale  0.00135444198534     -2.18281989613/-1611.60088048
credit sale  0.00135137777651     -2.17788161449/-1611.60088048
earnings loss  0.00135016467539     -2.17592657966/-1611.60088048
discontinue extraordinary  0.00134989042079     -2.1754845907/-1611.60088048
corp result  0.00134527985576     -2.16805420004/-1611.60088048
mln quarter  0.00134446092505     -2.16673441058/-1611.60088048
current earnings  0.00134099895309     -2.16115509352/-1611.60088048
current operation  0.00134023333132     -2.15992121681/-1611.60088048
lt mths  0.00133666517298     -2.15417076968/-1611.60088048
extraordinary tax  0.00133583376066     -2.15283086486/-1611.60088048
mths period  0.00133310575787     -2.14843441317/-1611.60088048
billion earnings  0.00133085576223     -2.1448083182/-1611.60088048
period sale  0.00133034182891     -2.14398006282/-1611.60088048
extraordinary period  0.00133019032091     -2.14373589239/-1611.60088048
net operation  0.00132909648923     -2.14197307228/-1611.60088048
company jan  0.00132872383314     -2.14137249941/-1611.60088048
jan operation  0.00132872383314     -2.14137249941/-1611.60088048
sale shrs  0.00132739407503     -2.13922946006/-1611.60088048
avg mln  0.00132357406467     -2.13307312801/-1611.60088048
corp end  0.00132186194352     -2.13031387205/-1611.60088048
dlr end  0.00132065112686     -2.12836251885/-1611.60088048
gain mln  0.00131712165617     -2.12267442078/-1611.60088048
dlrs operation  0.0013158230445     -2.12058157707/-1611.60088048
include mths  0.00131511108147     -2.11943417683/-1611.60088048
mln shrs  0.00131498567807     -2.11923207659/-1611.60088048
operation rev  0.00131476924553     -2.11888327373/-1611.60088048
operation year  0.00131421064555     -2.1179830335/-1611.60088048
operation share  0.00131402233709     -2.11767955543/-1611.60088048
end operation  0.00131386962738     -2.11743344832/-1611.60088048
billion qtr  0.00131280569354     -2.11571881161/-1611.60088048
include shrs  0.00131190435069     -2.11426620667/-1611.60088048
mths oper  0.00131133155792     -2.11334309336/-1611.60088048
charge extraordinary  0.00131109647513     -2.11296423372/-1611.60088048
period profit  0.00130695435652     -2.10628879172/-1611.60088048
current discontinue  0.00130669747346     -2.10587479875/-1611.60088048
oper quarter  0.00130664508619     -2.10579037138/-1611.60088048
corp dlr  0.00130536925099     -2.10373423425/-1611.60088048
current sale  0.00130430300031     -2.10201586372/-1611.60088048
company qtr  0.0013028375912     -2.09965420911/-1611.60088048
credit loss  0.00130214617121     -2.09853991604/-1611.60088048
billion jan  0.00130174127656     -2.09788738747/-1611.60088048
jan period  0.00130174127656     -2.09788738747/-1611.60088048
period year  0.00130161830982     -2.09768921416/-1611.60088048
oper qtr  0.00130037038705     -2.09567806073/-1611.60088048
earnings year  0.0013002348064     -2.09545955883/-1611.60088048
extraordinary profit  0.00129856907991     -2.09277507255/-1611.60088048
qtr tax  0.00129791295403     -2.09171765951/-1611.60088048
avg feb  0.00129772684916     -2.09141773273/-1611.60088048
loss period  0.00129557996151     -2.08795780671/-1611.60088048
operation tax  0.00129445169435     -2.08613949036/-1611.60088048
earnings tax  0.00129445169435     -2.08613949036/-1611.60088048
avg include  0.00129300438119     -2.08380699919/-1611.60088048
dlr mln  0.00129299093394     -2.0837853276/-1611.60088048
exclude operation  0.00129274013493     -2.08338113968/-1611.60088048
mln mths  0.00129093629291     -2.08047406629/-1611.60088048
earnings period  0.00128866056056     -2.07680649404/-1611.60088048
note prior  0.00128833716253     -2.0762853055/-1611.60088048
dlr earnings  0.00128823300114     -2.0761174389/-1611.60088048
feb shrs  0.00128755204936     -2.07502001642/-1611.60088048
charge include  0.00128683019068     -2.07385666834/-1611.60088048
operation period  0.00128624268261     -2.07290983982/-1611.60088048
charge oper  0.00128459418253     -2.07025311563/-1611.60088048
sale tax  0.00127931300457     -2.06174196458/-1611.60088048
earnings sale  0.00127931300457     -2.06174196458/-1611.60088048
net result  0.0012781640085     -2.05989024149/-1611.60088048
credit gain  0.00127788517611     -2.05944087497/-1611.60088048
avg credit  0.00127569491254     -2.05591104427/-1611.60088048
note period  0.00127543646862     -2.05549453583/-1611.60088048
billion period  0.00127399905288     -2.05317799536/-1611.60088048
current note  0.00127288820621     -2.05138775388/-1611.60088048
include period  0.00127165826061     -2.04940557247/-1611.60088048
credit profit  0.00127008206314     -2.04686537125/-1611.60088048
discontinue loss  0.00126998866342     -2.04671484818/-1611.60088048
gain share  0.00126899214773     -2.0451088626/-1611.60088048
tax year  0.00126792376626     -2.04338705808/-1611.60088048
billion shr  0.00126644718867     -2.04100740434/-1611.60088048
credit shrs  0.00126602962504     -2.04033445843/-1611.60088048
company operation  0.00126477123065     -2.03830642893/-1611.60088048
mln result  0.00126384463725     -2.03681313018/-1611.60088048
ct quarter  0.00126181374754     -2.03354014654/-1611.60088048
jan shr  0.00126037372067     -2.03121939797/-1611.60088048
period shrs  0.00125901823941     -2.02903490318/-1611.60088048
billion corp  0.0012583687963     -2.02798826009/-1611.60088048
billion lt  0.00125579511806     -2.02384051797/-1611.60088048
company earnings  0.00125468156077     -2.02204590805/-1611.60088048
gain year  0.00125365874661     -2.02039753986/-1611.60088048
exclude prior  0.00125342331695     -2.02001812121/-1611.60088048
dlr note  0.0012528703081     -2.01912689166/-1611.60088048
billion feb  0.00124748546277     -2.01044867019/-1611.60088048
avg period  0.00124748546277     -2.01044867019/-1611.60088048
ct end  0.00124664181747     -2.00908905068/-1611.60088048
dlr year  0.0012447488352     -2.00603831878/-1611.60088048
credit note  0.00123826961031     -1.99559639425/-1611.60088048
oper shr  0.0012366574189     -1.99299818515/-1611.60088048
current gain  0.00123630496162     -1.99243016469/-1611.60088048
company dlr  0.00123015263475     -1.9825150693/-1611.60088048
dlr sale  0.00122964642233     -1.98169925691/-1611.60088048
dlrs result  0.00122851091333     -1.9798692696/-1611.60088048
rev tax  0.00122835698986     -1.9796212064/-1611.60088048
end shr  0.00122323028854     -1.97135901005/-1611.60088048
jan rev  0.00121911859053     -1.9647325939/-1611.60088048
end lt  0.00121754064676     -1.96218957834/-1611.60088048
current end  0.00121725620875     -1.9617311778/-1611.60088048
avg profit  0.00121675469727     -1.96092294144/-1611.60088048
dlr period  0.00121575893565     -1.95931817115/-1611.60088048
jan qtr  0.00121321987903     -1.95522622526/-1611.60088048
feb mths  0.00121263175169     -1.95427839873/-1611.60088048
net tax  0.00121110384314     -1.95181601996/-1611.60088048
note result  0.00121006016055     -1.95013402017/-1611.60088048
dlr profit  0.00120949729259     -1.94922690168/-1611.60088048
earnings end  0.00120865790453     -1.94787414314/-1611.60088048
credit result  0.00120848122768     -1.94758941058/-1611.60088048
operation sale  0.00120743924418     -1.94591014906/-1611.60088048
dlr share  0.00120610282104     -1.94375636834/-1611.60088048
current result  0.00120038437616     -1.93454051754/-1611.60088048
net quarter  0.00119911311203     -1.93249174714/-1611.60088048
dlrs quarter  0.00119818553625     -1.9309968652/-1611.60088048
profit shrs  0.00119523227294     -1.92623738346/-1611.60088048
shr tax  0.0011935887831     -1.92358873378/-1611.60088048
end qtr  0.00119218393143     -1.92132467358/-1611.60088048
earnings gain  0.00119196460114     -1.92097120071/-1611.60088048
dlrs gain  0.00119108242159     -1.91954947936/-1611.60088048
current oper  0.00118678526091     -1.91262417142/-1611.60088048
credit include  0.00118506617562     -1.90985369207/-1611.60088048
dlr dlrs  0.0011830629106     -1.90662522838/-1611.60088048
avg jan  0.0011821091547     -1.90508815454/-1611.60088048
dlrs profit  0.00118107412355     -1.90342009743/-1611.60088048
jan shrs  0.00118053469635     -1.90255075607/-1611.60088048
