Topic 0
Topic coherence: -6081.16678486
AVG: -2.51808148441
SD:  0.804358043586
nil share  0.000726289375598     -4.41668682708/-6081.16678486
dlr nil  0.000724467876096     -4.40560998481/-6081.16678486
fourth shr  0.000722562545382     -4.39402335096/-6081.16678486
report restate  0.000722090299083     -4.39115154245/-6081.16678486
end restate  0.00072156057908     -4.38793022676/-6081.16678486
mths revenue  0.00072058977984     -4.38202663467/-6081.16678486
pretax stock  0.000718521298141     -4.36944785247/-6081.16678486
restate system  0.000716894295627     -4.35955377882/-6081.16678486
excludes revenue  0.000716426465648     -4.35670882669/-6081.16678486
current dec  0.000713769830697     -4.34055338647/-6081.16678486
fourth jan  0.000713448130966     -4.33859707675/-6081.16678486
month nil  0.000712994299548     -4.3358372522/-6081.16678486
dec month  0.000712994299548     -4.3358372522/-6081.16678486
rev revenue  0.000712609890025     -4.33349959378/-6081.16678486
avg report  0.000709244445314     -4.31303376319/-6081.16678486
nil prior  0.000704175111601     -4.28220629939/-6081.16678486
fourth rev  0.000704175111601     -4.28220629939/-6081.16678486
current restate  0.000700607437606     -4.26051067879/-6081.16678486
billion nil  0.000699704788421     -4.25502151855/-6081.16678486
excludes industry  0.000697531642194     -4.2418062539/-6081.16678486
feb pretax  0.00069191873803     -4.20767324753/-6081.16678486
avg revenue  0.00069191873803     -4.20767324753/-6081.16678486
feb revenue  0.00069191873803     -4.20767324753/-6081.16678486
adjust restate  0.000690443910863     -4.19870457755/-6081.16678486
dlrs nil  0.000690334136408     -4.19803702078/-6081.16678486
dec earnings  0.000690334136408     -4.19803702078/-6081.16678486
operate rev  0.000688502102921     -4.18689611959/-6081.16678486
mths operate  0.000687591063877     -4.18135593921/-6081.16678486
adjust company  0.000687325277288     -4.17973964663/-6081.16678486
dec share  0.000684962696496     -4.1653723988/-6081.16678486
dlr restate  0.000684810674551     -4.16444792799/-6081.16678486
dec investment  0.000684536680385     -4.16278172378/-6081.16678486
corp nil  0.000679995583584     -4.13516655674/-6081.16678486
revenue shrs  0.000677464727718     -4.11977600011/-6081.16678486
current nil  0.00067707563052     -4.11740983515/-6081.16678486
company feb  0.000676235089634     -4.11229836584/-6081.16678486
fourth pretax  0.000676000841551     -4.11087386417/-6081.16678486
corp excludes  0.000675935077852     -4.11047394415/-6081.16678486
adjust group  0.000675872421297     -4.11009291919/-6081.16678486
cost restate  0.000674375370719     -4.10098910494/-6081.16678486
dec prior  0.000674193767026     -4.0998847426/-6081.16678486
nil result  0.000673624959379     -4.09642572843/-6081.16678486
dec result  0.000673624959379     -4.09642572843/-6081.16678486
month pretax  0.000672685841204     -4.09071479417/-6081.16678486
credit dec  0.000672182776544     -4.08765557407/-6081.16678486
restate year  0.000670158903005     -4.07534806153/-6081.16678486
company dec  0.00066923649612     -4.06973875142/-6081.16678486
corp dec  0.000668103020177     -4.06284589516/-6081.16678486
restate sale  0.000667158216932     -4.05710038905/-6081.16678486
fourth nil  0.000665806798496     -4.04888218815/-6081.16678486
dec dlrs  0.00066387040461     -4.03710665397/-6081.16678486
billion discontinue  0.000663010588244     -4.03187796724/-6081.16678486
dec dlr  0.000662852488342     -4.03091653537/-6081.16678486
corp restate  0.000660627090691     -4.01738352109/-6081.16678486
mths report  0.000660120334891     -4.01430185455/-6081.16678486
lt restate  0.000658001838477     -4.00141892452/-6081.16678486
adjust corp  0.000657012832523     -3.99540461437/-6081.16678486
company discontinue  0.000656074103029     -3.98969604375/-6081.16678486
excludes result  0.000654256466485     -3.97864269277/-6081.16678486
fiscal shr  0.000654007641582     -3.97712954703/-6081.16678486
ct pretax  0.000653577208876     -3.97451201396/-6081.16678486
dec excludes  0.000649750920896     -3.95124371858/-6081.16678486
fiscal mths  0.000647933862331     -3.94019388239/-6081.16678486
investment split  0.000647842480208     -3.93963817246/-6081.16678486
operate qtr  0.000647281653897     -3.93622769412/-6081.16678486
dec sale  0.000647201379486     -3.93573953205/-6081.16678486
current excludes  0.000647094285945     -3.93508827836/-6081.16678486
loss split  0.0006468798894     -3.93378449721/-6081.16678486
restate share  0.000644654238152     -3.92024994077/-6081.16678486
profit restate  0.000644394026144     -3.91866754815/-6081.16678486
earnings nil  0.00064302708455     -3.91035494833/-6081.16678486
credit split  0.000642201431969     -3.90533401728/-6081.16678486
corp pretax  0.000640044997257     -3.89222037813/-6081.16678486
qtr revenue  0.00063925849553     -3.88743752996/-6081.16678486
dlrs restate  0.000639157679509     -3.88682445092/-6081.16678486
dividend half  0.000638856731033     -3.88499433304/-6081.16678486
pretax rev  0.000637499566849     -3.87674119128/-6081.16678486
fiscal rev  0.000637499566849     -3.87674119128/-6081.16678486
investment restate  0.000637229628527     -3.87509965132/-6081.16678486
march provision  0.00063717813807     -3.87478652927/-6081.16678486
mths year  0.000636678657775     -3.87174910629/-6081.16678486
dec feb  0.000636588527805     -3.87120101091/-6081.16678486
mln restate  0.000636486737565     -3.87058200748/-6081.16678486
figure jan  0.000636159734532     -3.8685934475/-6081.16678486
ct operate  0.000634839972523     -3.86056775461/-6081.16678486
month split  0.000634567890774     -3.85891318011/-6081.16678486
profit split  0.000631231633053     -3.83862484047/-6081.16678486
adjust profit  0.000631231633053     -3.83862484047/-6081.16678486
fiscal oper  0.000631114910848     -3.83791503327/-6081.16678486
feb year  0.000630312361051     -3.83303459411/-6081.16678486
nil sale  0.000629406507471     -3.82752594741/-6081.16678486
credit restate  0.000629039038878     -3.8252913096/-6081.16678486
full restate  0.000628873409728     -3.82428409112/-6081.16678486
pretax split  0.000628693789692     -3.82319179172/-6081.16678486
group split  0.000628565369438     -3.82241084674/-6081.16678486
dec mln  0.000628541127951     -3.82226343021/-6081.16678486
dividend excludes  0.000628243879352     -3.8204558119/-6081.16678486
provision rev  0.000626886715168     -3.81220267015/-6081.16678486
fiscal shrs  0.000626462191647     -3.80962107181/-6081.16678486
dec year  0.000626201093742     -3.8080332919/-6081.16678486
dlr excludes  0.000626158288165     -3.80777298405/-6081.16678486
cost mths  0.000625975676123     -3.80666248977/-6081.16678486
avg operate  0.000625243193278     -3.80220813942/-6081.16678486
mln nil  0.000623951747474     -3.7943546421/-6081.16678486
lt nil  0.000623394873735     -3.79096820001/-6081.16678486
adjust lt  0.000623394873735     -3.79096820001/-6081.16678486
split tax  0.000622499887503     -3.78552563946/-6081.16678486
restate stock  0.000621864408814     -3.78166118756/-6081.16678486
industry pretax  0.000620243245761     -3.77180262465/-6081.16678486
asset dec  0.000619045160493     -3.76451686832/-6081.16678486
dec lt  0.000618662399595     -3.76218923546/-6081.16678486
nil report  0.000618499746637     -3.76120011569/-6081.16678486
excludes share  0.000618287151744     -3.75990729069/-6081.16678486
dividend nil  0.000618274637599     -3.75983119009/-6081.16678486
dividend fiscal  0.000618274637599     -3.75983119009/-6081.16678486
prior provision  0.000616917473415     -3.75157804833/-6081.16678486
adjust loss  0.000616898544825     -3.75146294042/-6081.16678486
mths pretax  0.000616006434371     -3.74603786795/-6081.16678486
operate shrs  0.000615849339965     -3.74508255067/-6081.16678486
feb income  0.000614630341597     -3.73766961828/-6081.16678486
feb system  0.000614630341597     -3.73766961828/-6081.16678486
company exclude  0.000614396426725     -3.73624714294/-6081.16678486
excludes full  0.000613200401048     -3.72897391132/-6081.16678486
adjust revenue  0.000613155514429     -3.7287009483/-6081.16678486
asset rev  0.000612150701199     -3.72259051146/-6081.16678486
billion restate  0.000611643030653     -3.71950328219/-6081.16678486
provision split  0.00061116827421     -3.71661620909/-6081.16678486
nil year  0.000610712747773     -3.71384607684/-6081.16678486
corp fourth  0.000610601925264     -3.71317214668/-6081.16678486
dlrs pretax  0.000609495330431     -3.70644275894/-6081.16678486
oper system  0.000609156724639     -3.70438364065/-6081.16678486
dec dividend  0.000608875386458     -3.70267277625/-6081.16678486
dividend restate  0.000608875386458     -3.70267277625/-6081.16678486
cost shr  0.000608579948772     -3.7008761704/-6081.16678486
fourth lt  0.000608487476606     -3.70031383174/-6081.16678486
month provision  0.000608410954078     -3.69984848548/-6081.16678486
adjust asset  0.000607699825967     -3.69552399683/-6081.16678486
asset fiscal  0.000607699825967     -3.69552399683/-6081.16678486
end oper  0.000607577982469     -3.6947830462/-6081.16678486
cost rev  0.000607518222274     -3.69441963449/-6081.16678486
fourth prior  0.000607518222274     -3.69441963449/-6081.16678486
nil operation  0.000607255019105     -3.69281905212/-6081.16678486
current split  0.0006067858276     -3.68996582033/-6081.16678486
dec period  0.000606173870392     -3.68624440648/-6081.16678486
period split  0.000606173870392     -3.68624440648/-6081.16678486
operate shr  0.000605768903792     -3.68378173704/-6081.16678486
avg fiscal  0.000604661099844     -3.67704499647/-6081.16678486
excludes lt  0.000604159802453     -3.67399652342/-6081.16678486
dlrs split  0.000603230110683     -3.66834291271/-6081.16678486
dlr split  0.000603175537105     -3.66801104168/-6081.16678486
half rev  0.000603012676684     -3.6670206603/-6081.16678486
excludes report  0.000602443869037     -3.66356164613/-6081.16678486
excludes fiscal  0.000602443869037     -3.66356164613/-6081.16678486
restate revenue  0.000600322005702     -3.65065824129/-6081.16678486
nil quarter  0.000600127744454     -3.64947690625/-6081.16678486
excludes include  0.000599301889981     -3.64445474745/-6081.16678486
end split  0.000599143204046     -3.64348975182/-6081.16678486
half prior  0.000598627293414     -3.64035241322/-6081.16678486
split year  0.000598262534777     -3.63813425511/-6081.16678486
international mths  0.00059771625437     -3.63481223284/-6081.16678486
excludes sale  0.000595261848703     -3.61988658263/-6081.16678486
cost feb  0.000595261848703     -3.61988658263/-6081.16678486
feb restate  0.000595261848703     -3.61988658263/-6081.16678486
feb operate  0.000595261848703     -3.61988658263/-6081.16678486
corp provision  0.000595174169615     -3.61935339147/-6081.16678486
industry split  0.00059489438011     -3.61765194483/-6081.16678486
ct provision  0.000594641545716     -3.61611441671/-6081.16678486
ct revenue  0.000594641545716     -3.61611441671/-6081.16678486
adjust fiscal  0.000593787021536     -3.61091791264/-6081.16678486
adjust operate  0.000593787021536     -3.61091791264/-6081.16678486
current pretax  0.000593074378484     -3.60658421139/-6081.16678486
corp figure  0.000592737945398     -3.60453830568/-6081.16678486
fiscal group  0.000591871169261     -3.59926729542/-6081.16678486
lt pretax  0.000591820856886     -3.59896133748/-6081.16678486
include nil  0.000591652039667     -3.59793473182/-6081.16678486
end pretax  0.000591120045679     -3.59469958765/-6081.16678486
prior restate  0.00059019251499     -3.58905911883/-6081.16678486
charge nil  0.000589737626383     -3.58629286534/-6081.16678486
adjust charge  0.000589737626383     -3.58629286534/-6081.16678486
excludes period  0.000589715933602     -3.58616094792/-6081.16678486
provision stock  0.00058886569285     -3.5809904921/-6081.16678486
end nil  0.000587250640638     -3.57116909024/-6081.16678486
asset restate  0.000587117732533     -3.57036085388/-6081.16678486
ct fourth  0.000586901664124     -3.56904690585/-6081.16678486
fourth qtr  0.000586180952407     -3.56466413769/-6081.16678486
corp extraordinary  0.000585638621635     -3.56136613381/-6081.16678486
excludes income  0.000584257001301     -3.55296427013/-6081.16678486
dec jan  0.000583792525675     -3.55013971638/-6081.16678486
jan report  0.000583792525675     -3.55013971638/-6081.16678486
jan operate  0.000583792525675     -3.55013971638/-6081.16678486
dividend pretax  0.000583526520808     -3.54852209642/-6081.16678486
ct half  0.000583164182176     -3.54631865477/-6081.16678486
dec operation  0.000583147232001     -3.54621557793/-6081.16678486
pretax prior  0.000582169356624     -3.54026895466/-6081.16678486
nil period  0.000582066083288     -3.53964093228/-6081.16678486
adjust dlrs  0.000581656584596     -3.53715070244/-6081.16678486
dec include  0.000580805771159     -3.53197676403/-6081.16678486
fiscal qtr  0.000580606109145     -3.53076258602/-6081.16678486
pretax share  0.000580379351026     -3.52938363208/-6081.16678486
excludes mln  0.000579306244788     -3.52285789406/-6081.16678486
company provision  0.000579181476045     -3.52209915453/-6081.16678486
fourth group  0.000578347761476     -3.51702919719/-6081.16678486
asset feb  0.000577936141419     -3.51452606697/-6081.16678486
fiscal restate  0.000577446000589     -3.51154543883/-6081.16678486
adjust include  0.000577343703773     -3.51092335483/-6081.16678486
note revenue  0.000576452650512     -3.50550471134/-6081.16678486
discontinue end  0.000576160452985     -3.50372780944/-6081.16678486
adjust operation  0.00057583748962     -3.50176381536/-6081.16678486
lt provision  0.000575788018463     -3.50146297299/-6081.16678486
pretax qtr  0.00057521408094     -3.49797276319/-6081.16678486
corp fiscal  0.000574447765397     -3.49331267057/-6081.16678486
discontinue half  0.000574259724065     -3.49216915987/-6081.16678486
charge dec  0.000574064617702     -3.49098268553/-6081.16678486
company pretax  0.000573342680677     -3.48659246607/-6081.16678486
dec tax  0.000572792178018     -3.48324476759/-6081.16678486
billion pretax  0.000572559798719     -3.48183163032/-6081.16678486
dec oper  0.000572462524462     -3.48124008934/-6081.16678486
company extraordinary  0.000571441594453     -3.47503164367/-6081.16678486
pretax shrs  0.000571131981421     -3.47314883519/-6081.16678486
include restate  0.00057063084817     -3.47010136031/-6081.16678486
adjust investment  0.000570554083775     -3.46963454322/-6081.16678486
corp full  0.000570176301166     -3.46733718417/-6081.16678486
corp half  0.000570176301166     -3.46733718417/-6081.16678486
cost qtr  0.000569993257463     -3.46622406488/-6081.16678486
loss restate  0.000569591492966     -3.46378086796/-6081.16678486
cost jan  0.00056948418978     -3.46312833939/-6081.16678486
ct nil  0.00056900989044     -3.460244046/-6081.16678486
ct restate  0.00056900989044     -3.460244046/-6081.16678486
asset fourth  0.000568827552532     -3.45913521877/-6081.16678486
fiscal lt  0.000568751987925     -3.45867569779/-6081.16678486
dividend fourth  0.000568566928114     -3.45755031821/-6081.16678486
fourth note  0.000568017872088     -3.45421141695/-6081.16678486
period restate  0.000567757747393     -3.45262955529/-6081.16678486
international qtr  0.000567443716054     -3.45071987834/-6081.16678486
include split  0.00056737446202     -3.45029873301/-6081.16678486
excludes prior  0.00056720976393     -3.44929717646/-6081.16678486
prior revenue  0.00056720976393     -3.44929717646/-6081.16678486
sale split  0.00056700242695     -3.4480363257/-6081.16678486
credit fourth  0.000566634958357     -3.4458016879/-6081.16678486
jan share  0.000566474554296     -3.44482624405/-6081.16678486
mths provision  0.000566298724885     -3.44375699608/-6081.16678486
restate tax  0.000565793584504     -3.44068515317/-6081.16678486
excludes figure  0.00056574966886     -3.44041809482/-6081.16678486
excludes year  0.000565731648792     -3.44030851178/-6081.16678486
figure lt  0.00056534373894     -3.43794956727/-6081.16678486
fourth stock  0.000564588115203     -3.4333544933/-6081.16678486
cost ct  0.000564001113578     -3.42978483851/-6081.16678486
billion split  0.000563336327528     -3.42574216367/-6081.16678486
half lt  0.000562833123351     -3.42268209514/-6081.16678486
dec fourth  0.000562556517522     -3.42100000896/-6081.16678486
dec revenue  0.000562556517522     -3.42100000896/-6081.16678486
dec restate  0.000562556517522     -3.42100000896/-6081.16678486
dec operate  0.000562556517522     -3.42100000896/-6081.16678486
dec end  0.000562449003868     -3.4203462005/-6081.16678486
adjust end  0.000562449003868     -3.4203462005/-6081.16678486
ct fiscal  0.000562364860009     -3.41983450766/-6081.16678486
charge feb  0.000562263132739     -3.41921588716/-6081.16678486
avg income  0.000562263132739     -3.41921588716/-6081.16678486
avg pretax  0.000562263132739     -3.41921588716/-6081.16678486
dec pretax  0.00056201824494     -3.41772668361/-6081.16678486
half shr  0.000561983231179     -3.41751375909/-6081.16678486
corp feb  0.000561952481241     -3.41732676359/-6081.16678486
dividend system  0.0005615683346     -3.41499070379/-6081.16678486
dividend revenue  0.0005615683346     -3.41499070379/-6081.16678486
extraordinary restate  0.000561117189936     -3.41224721785/-6081.16678486
fourth mln  0.0005608345947     -3.41052870909/-6081.16678486
adjust provision  0.000560788305572     -3.41024721718/-6081.16678486
quarter restate  0.000560470542909     -3.40831484943/-6081.16678486
adjust dlr  0.000559482743413     -3.40230787595/-6081.16678486
ct figure  0.00055914040127     -3.40022603627/-6081.16678486
dec income  0.000558908135651     -3.39881359031/-6081.16678486
fourth split  0.000558801065353     -3.39816247797/-6081.16678486
fiscal stock  0.00055826263817     -3.39488821247/-6081.16678486
corp discontinue  0.000557989828607     -3.39322921201/-6081.16678486
dlrs excludes  0.000557855420976     -3.39241185679/-6081.16678486
qtr report  0.000557623358084     -3.39100064364/-6081.16678486
income rev  0.000556820490973     -3.38611827484/-6081.16678486
asset oper  0.000556789515782     -3.38592990953/-6081.16678486
fourth oper  0.000556789515782     -3.38592990953/-6081.16678486
half oper  0.000556789515782     -3.38592990953/-6081.16678486
mln pretax  0.000556774088968     -3.3858360965/-6081.16678486
income jan  0.000556321796689     -3.38308563172/-6081.16678486
full jan  0.000556321796689     -3.38308563172/-6081.16678486
fiscal jan  0.000556321796689     -3.38308563172/-6081.16678486
jan system  0.000556321796689     -3.38308563172/-6081.16678486
cost shrs  0.000556172388727     -3.38217705698/-6081.16678486
ct dec  0.000555977955211     -3.38099467434/-6081.16678486
dec exclude  0.000555977955211     -3.38099467434/-6081.16678486
dec gain  0.000555604647158     -3.37872452581/-6081.16678486
half qtr  0.000555257243494     -3.37661190619/-6081.16678486
avg cost  0.000554953390359     -3.37476412459/-6081.16678486
pretax year  0.000554855478997     -3.37416870927/-6081.16678486
dividend operate  0.000554855478997     -3.37416870927/-6081.16678486
feb quarter  0.000554700051645     -3.37322352962/-6081.16678486
feb share  0.000553654392602     -3.36686470258/-6081.16678486
prior split  0.000553498314813     -3.36591556752/-6081.16678486
adjust prior  0.000553498314813     -3.36591556752/-6081.16678486
end extraordinary  0.000552867140686     -3.36207729238/-6081.16678486
mths pct  0.000552587275769     -3.36037538714/-6081.16678486
asset pretax  0.000552369615741     -3.35905176021/-6081.16678486
discontinue international  0.000552301537857     -3.35863776724/-6081.16678486
full stock  0.000552171492673     -3.35784694079/-6081.16678486
nil reflect  0.000551824201885     -3.35573500759/-6081.16678486
nil split  0.000551824201885     -3.35573500759/-6081.16678486
adjust nil  0.000551824201885     -3.35573500759/-6081.16678486
nil revenue  0.000551824201885     -3.35573500759/-6081.16678486
nil operate  0.000551824201885     -3.35573500759/-6081.16678486
billion prior  0.000551791789916     -3.35553790499/-6081.16678486
fourth march  0.000550924218933     -3.35026206115/-6081.16678486
dec qtr  0.00055062476457     -3.34844102922/-6081.16678486
fourth net  0.0005497300904     -3.34300036638/-6081.16678486
international shr  0.000549644285612     -3.34247857315/-6081.16678486
gain nil  0.000549624274401     -3.34235688164/-6081.16678486
operation pretax  0.000549470403213     -3.34142116528/-6081.16678486
operation split  0.000549470403213     -3.34142116528/-6081.16678486
operation restate  0.000549470403213     -3.34142116528/-6081.16678486
dlr pretax  0.000548869891732     -3.33776935481/-6081.16678486
corp exclude  0.000548481855395     -3.33540964112/-6081.16678486
extraordinary feb  0.000547954796845     -3.33220451018/-6081.16678486
feb full  0.000547954796845     -3.33220451018/-6081.16678486
feb international  0.000547954796845     -3.33220451018/-6081.16678486
asset prior  0.000547048777325     -3.32669485436/-6081.16678486
prior reflect  0.000547048777325     -3.32669485436/-6081.16678486
corp split  0.00054664449408     -3.32423634053/-6081.16678486
charge split  0.000546593888717     -3.32392860087/-6081.16678486
dlrs feb  0.00054658785525     -3.32389191036/-6081.16678486
fiscal note  0.000545035121027     -3.31444947457/-6081.16678486
industry provision  0.000544676772149     -3.31227029527/-6081.16678486
asset jan  0.00054413532413     -3.30897765957/-6081.16678486
jan provision  0.00054413532413     -3.30897765957/-6081.16678486
ct international  0.000543903386111     -3.30756720579/-6081.16678486
extraordinary split  0.000543791482652     -3.30688670219/-6081.16678486
adjust extraordinary  0.000543791482652     -3.30688670219/-6081.16678486
provision share  0.000543685150849     -3.30624008077/-6081.16678486
fourth include  0.000543413301878     -3.30458692183/-6081.16678486
exclude lt  0.0005425444147     -3.29930307398/-6081.16678486
oper split  0.000542481179887     -3.29891853254/-6081.16678486
adjust oper  0.000542481179887     -3.29891853254/-6081.16678486
oper pct  0.000542481179887     -3.29891853254/-6081.16678486
shr system  0.00054190440402     -3.29541106229/-6081.16678486
full split  0.000541615771542     -3.29365584006/-6081.16678486
march revenue  0.000541152505284     -3.29083864068/-6081.16678486
discontinue lt  0.000541082697281     -3.29041412656/-6081.16678486
operate prior  0.000540842677522     -3.28895452638/-6081.16678486
net restate  0.000540330839259     -3.28584195254/-6081.16678486
exclude split  0.000540304946531     -3.28568449454/-6081.16678486
adjust result  0.000540273869875     -3.28549551221/-6081.16678486
provision shr  0.000540025044971     -3.28398236647/-6081.16678486
income mths  0.000539931638478     -3.28341434601/-6081.16678486
mths system  0.000539931638478     -3.28341434601/-6081.16678486
mln provision  0.000539649043243     -3.28169583725/-6081.16678486
corp reflect  0.000539493709785     -3.28075122859/-6081.16678486
company prior  0.000538959180724     -3.27750066822/-6081.16678486
mln split  0.000538747988238     -3.27621637148/-6081.16678486
jan year  0.000538585583539     -3.27522876142/-6081.16678486
adjust ct  0.000538183083196     -3.2727810897/-6081.16678486
adjust mln  0.00053785184364     -3.27076676672/-6081.16678486
adjust report  0.000537817899553     -3.27056034706/-6081.16678486
current provision  0.000537744168259     -3.27011197477/-6081.16678486
net pretax  0.00053731346787     -3.26749281387/-6081.16678486
group provision  0.000536540959036     -3.2627950588/-6081.16678486
lt reflect  0.000536066644379     -3.25991067227/-6081.16678486
discontinue result  0.000535768324285     -3.25809653802/-6081.16678486
excludes pretax  0.000535768324285     -3.25809653802/-6081.16678486
excludes split  0.000535768324285     -3.25809653802/-6081.16678486
excludes system  0.000535768324285     -3.25809653802/-6081.16678486
earnings rev  0.000534862304765     -3.25258688221/-6081.16678486
cost prior  0.000534862304765     -3.25258688221/-6081.16678486
fourth tax  0.000534674227589     -3.25144315353/-6081.16678486
dlrs provision  0.000534012905953     -3.24742154636/-6081.16678486
adjust mths  0.000533951265721     -3.24704670183/-6081.16678486
quarter split  0.000533452199702     -3.24401179814/-6081.16678486
provision qtr  0.000533299057286     -3.24308051357/-6081.16678486
fiscal net  0.000532888749083     -3.24058536095/-6081.16678486
jan march  0.000532789989603     -3.23998478808/-6081.16678486
ct investment  0.000532655096218     -3.23916447891/-6081.16678486
adjust dec  0.000532575172947     -3.23867845216/-6081.16678486
dec figure  0.000532575172947     -3.23867845216/-6081.16678486
end provision  0.000532467659294     -3.23802464371/-6081.16678486
dec full  0.000532216520401     -3.23649742622/-6081.16678486
march operate  0.000531929034092     -3.23474917402/-6081.16678486
ct system  0.000531301655435     -3.23093397977/-6081.16678486
qtr system  0.000531256271676     -3.23065799357/-6081.16678486
corp oper  0.0005309714854     -3.22892616072/-6081.16678486
asset split  0.000530411429533     -3.22552036759/-6081.16678486
provision restate  0.000529975243265     -3.22286784614/-6081.16678486
international shrs  0.00052980530232     -3.22183440691/-6081.16678486
discontinue dlr  0.000529501398838     -3.21998631915/-6081.16678486
cost oper  0.000529318786797     -3.21887582487/-6081.16678486
adjust rev  0.0005290918135     -3.2174955624/-6081.16678486
fiscal prior  0.0005290918135     -3.2174955624/-6081.16678486
figure rev  0.0005290918135     -3.2174955624/-6081.16678486
dlrs jan  0.000529044487939     -3.21720776777/-6081.16678486
earnings pretax  0.000529044487939     -3.21720776777/-6081.16678486
march split  0.000528966032724     -3.21673066852/-6081.16678486
provision sale  0.000528586303951     -3.21442147452/-6081.16678486
investment mths  0.000528180774456     -3.21195538202/-6081.16678486
extraordinary system  0.000528118473972     -3.21157652239/-6081.16678486
dlrs fourth  0.000528068567408     -3.21127303225/-6081.16678486
gain split  0.000527666088193     -3.20882548901/-6081.16678486
dec note  0.000526995997758     -3.20475055732/-6081.16678486
figure operate  0.000525738256888     -3.19710202532/-6081.16678486
income shr  0.000525716709076     -3.19697098948/-6081.16678486
period pretax  0.000525671519011     -3.19669618116/-6081.16678486
company figure  0.000525558292846     -3.19600763396/-6081.16678486
qtr restate  0.000525275898919     -3.1942903494/-6081.16678486
dlr fourth  0.000524995853249     -3.19258734496/-6081.16678486
feb include  0.000524976494915     -3.19246962371/-6081.16678486
fourth industry  0.000524349430318     -3.18865633931/-6081.16678486
company reflect  0.000524134542594     -3.18734957122/-6081.16678486
feb profit  0.000523698573931     -3.18469837307/-6081.16678486
adjust full  0.000523325591541     -3.18243020495/-6081.16678486
discontinue mln  0.000523320232589     -3.18239761627/-6081.16678486
charge restate  0.000523062081631     -3.18082775723/-6081.16678486
adjust net  0.000523005131976     -3.18048143688/-6081.16678486
company split  0.000522723013525     -3.17876582753/-6081.16678486
excludes feb  0.000522605931194     -3.17805383035/-6081.16678486
feb nil  0.000522605931194     -3.17805383035/-6081.16678486
avg dec  0.000522605931194     -3.17805383035/-6081.16678486
feb fiscal  0.000522605931194     -3.17805383035/-6081.16678486
avg provision  0.000522605931194     -3.17805383035/-6081.16678486
avg international  0.000522605931194     -3.17805383035/-6081.16678486
figure shr  0.000522326029634     -3.17635170228/-6081.16678486
jan restate  0.000522177137922     -3.17544626694/-6081.16678486
adjust sale  0.000521873448349     -3.17359948/-6081.16678486
end exclude  0.000521854807612     -3.17348612257/-6081.16678486
half net  0.00052164045919     -3.17218263407/-6081.16678486
company fourth  0.000521323497615     -3.17025513786/-6081.16678486
corp jan  0.00052129562843     -3.1700856607/-6081.16678486
extraordinary lt  0.00052122983842     -3.16968558068/-6081.16678486
half share  0.000520282368585     -3.16392385858/-6081.16678486
fiscal mln  0.000520079888791     -3.16269254519/-6081.16678486
dividend international  0.000519482106217     -3.15905732966/-6081.16678486
half split  0.000519143863808     -3.15700042115/-6081.16678486
operate split  0.000519143863808     -3.15700042115/-6081.16678486
earnings shr  0.000519003853474     -3.15614899496/-6081.16678486
restate shr  0.000519003853474     -3.15614899496/-6081.16678486
feb tax  0.000518486532645     -3.15300308072/-6081.16678486
