Topic 0
Topic coherence: -260.523787219
AVG: -1.37117782747
SD:  0.508055674785
qtr year  0.00382715829024     -0.997065772059/-260.523787219
mln shr  0.00380705596264     -0.991828637541/-260.523787219
ct mln  0.00380065325708     -0.990160580441/-260.523787219
corp lt  0.00379850348324     -0.989600513218/-260.523787219
ct note  0.00356654148529     -0.929168895021/-260.523787219
loss net  0.00340831326467     -0.88794667974/-260.523787219
note rev  0.00336446450079     -0.876523033709/-260.523787219
loss qtr  0.00330130381045     -0.860068171458/-260.523787219
ct dlrs  0.00319183715351     -0.831549503419/-260.523787219
ct rev  0.00319183715351     -0.831549503419/-260.523787219
loss shr  0.00316660698787     -0.824976445114/-260.523787219
lt net  0.00314173646504     -0.818497082316/-260.523787219
shr year  0.00302022428862     -0.786840269923/-260.523787219
loss rev  0.00291683936574     -0.759906038272/-260.523787219
mln year  0.00289497747262     -0.754210495079/-260.523787219
net note  0.00287522103083     -0.749063472044/-260.523787219
ct lt  0.00286917777135     -0.747489059197/-260.523787219
loss note  0.00281123652662     -0.732393986682/-260.523787219
dlrs lt  0.00272886802294     -0.710935032158/-260.523787219
note qtr  0.00269634978158     -0.702463256763/-260.523787219
net rev  0.00268593576799     -0.699750158503/-260.523787219
net year  0.00260122234691     -0.677680297216/-260.523787219
dlrs shr  0.00258932688504     -0.674581246437/-260.523787219
loss profit  0.00258374540579     -0.673127138327/-260.523787219
dlrs year  0.00252828958962     -0.658679579075/-260.523787219
dlrs qtr  0.00251177474841     -0.654377070095/-260.523787219
note shr  0.00237706741811     -0.619282606241/-260.523787219
dlrs net  0.00231863541025     -0.604059678257/-260.523787219
qtr rev  0.00226067132209     -0.588958654488/-260.523787219
lt mln  0.00213809264703     -0.557023993828/-260.523787219
dlrs mln  0.00192789482557     -0.502262461318/-260.523787219
ct qtr  0.00192199992014     -0.500726698228/-260.523787219
rev shr  0.00191957169944     -0.500094088976/-260.523787219
net qtr  0.0016978611026     -0.442333204621/-260.523787219
ct net  0.00118350123952     -0.308330225098/-260.523787219
net shr  0.00100148445974     -0.260910524292/-260.523787219
mln net  0.000906030348454     -0.236042457714/-260.523787219
qtr shr  0.000888117790764     -0.231375810346/-260.523787219
ct shr  0.00043212711282     -0.112579391992/-260.523787219
avg shrs  0.000132670885158     -0.0345639214551/-260.523787219

Topic 1
Topic coherence: -337.79245017
AVG: -1.7778550009
SD:  0.760245414406
declare div  0.0115364016148     -3.89690936762/-337.79245017
corp payout  0.0112989879546     -3.81671282562/-337.79245017
corp declare  0.0112989879546     -3.81671282562/-337.79245017
declare qtly  0.0110132773049     -3.72020192524/-337.79245017
declare prior  0.0109369514701     -3.69441963449/-337.79245017
declare lt  0.0103335444561     -3.49059330076/-337.79245017
declare raise  0.0102112915038     -3.44929717646/-337.79245017
company qtly  0.0100950953617     -3.41004699694/-337.79245017
ct declare  0.00992569193209     -3.35282379738/-337.79245017
company declare  0.00987520465498     -3.33576957634/-337.79245017
lt payout  0.00968899635046     -3.27286981691/-337.79245017
lt quarterly  0.00932604471542     -3.15026749482/-337.79245017
pay payable  0.00924452859364     -3.12273196432/-337.79245017
qtly share  0.00909900371891     -3.07357476032/-337.79245017
div stock  0.00902806295905     -3.04961150723/-337.79245017
lt payable  0.00889255772168     -3.00383886109/-337.79245017
ct raise  0.00867103320138     -2.9290095506/-337.79245017
declare share  0.00866984969668     -2.92860977165/-337.79245017
qtly stock  0.0084667394389     -2.86000066002/-337.79245017
declare march  0.00839380249784     -2.83536311199/-337.79245017
declare pay  0.00839287524169     -2.83504989186/-337.79245017
lt raise  0.0082026045038     -2.77077787312/-337.79245017
ct payable  0.00805745967409     -2.72174904546/-337.79245017
prior raise  0.00797226549296     -2.69297109428/-337.79245017
div share  0.00789906331345     -2.6682439507/-337.79245017
lt qtly  0.00775517404974     -2.61963924376/-337.79245017
ct payout  0.00771364011905     -2.60560939555/-337.79245017
corp raise  0.00770795849482     -2.60369018578/-337.79245017
march payout  0.00766187050005     -2.5881220091/-337.79245017
raise set  0.00762269788999     -2.57488979717/-337.79245017
declare stock  0.00751013347823     -2.53686638872/-337.79245017
div raise  0.00749474541074     -2.5316684157/-337.79245017
ct quarterly  0.00748869161313     -2.52962348857/-337.79245017
march quarterly  0.00744449598941     -2.51469454054/-337.79245017
lt set  0.00733734903795     -2.47850110929/-337.79245017
march payable  0.00724199671256     -2.44629181366/-337.79245017
april raise  0.00712365351559     -2.40631637519/-337.79245017
april declare  0.00712365351559     -2.40631637519/-337.79245017
div lt  0.00708121513931     -2.39198101209/-337.79245017
qtly raise  0.00697735275362     -2.35689708235/-337.79245017
company raise  0.00695679486215     -2.34995278182/-337.79245017
raise share  0.00686677783098     -2.3195457083/-337.79245017
ct set  0.00679459268899     -2.29516211232/-337.79245017
raise stock  0.00672433597633     -2.27142992521/-337.79245017
company div  0.00672289197727     -2.27094215323/-337.79245017
payable set  0.00670451594676     -2.26473486886/-337.79245017
declare set  0.00670451594676     -2.26473486886/-337.79245017
raise record  0.00669521274891     -2.26159231886/-337.79245017
payout raise  0.00663572379988     -2.24149740101/-337.79245017
prior stock  0.00663420976224     -2.24098597053/-337.79245017
lt prior  0.00659529771389     -2.22784177438/-337.79245017
dividend payout  0.00658273055112     -2.22359668168/-337.79245017
dividend raise  0.00654549235293     -2.21101789947/-337.79245017
april payout  0.00646765318014     -2.18472441457/-337.79245017
ct stock  0.00646181566115     -2.18275254473/-337.79245017
dividend lt  0.00641955486049     -2.16847716533/-337.79245017
payout quarterly  0.006396279226     -2.16061483172/-337.79245017
march raise  0.00637813551765     -2.15448602402/-337.79245017
payable raise  0.00636821062475     -2.15113347014/-337.79245017
pay raise  0.0063178456765     -2.13412057086/-337.79245017
payable prior  0.00630696184908     -2.13044409613/-337.79245017
payout set  0.00618836057663     -2.09038148172/-337.79245017
april quarterly  0.00613741345498     -2.07317192867/-337.79245017
lt march  0.00595104483618     -2.01021801629/-337.79245017
declare record  0.00592973090299     -2.00301833057/-337.79245017
april payable  0.00591567579289     -1.99827062049/-337.79245017
quarterly set  0.00587408417473     -1.98422128589/-337.79245017
payout stock  0.00586746744792     -1.98198620553/-337.79245017
lt pay  0.00586491810089     -1.98112505535/-337.79245017
ct qtly  0.00571404657243     -1.93016179209/-337.79245017
lt record  0.00569983574191     -1.92536148083/-337.79245017
company prior  0.00568796696701     -1.92135229827/-337.79245017
april lt  0.0056798329785     -1.91860469837/-337.79245017
ct march  0.00558475101392     -1.88648672858/-337.79245017
ct dividend  0.00555329059328     -1.87585963601/-337.79245017
ct div  0.00534779276446     -1.80644402091/-337.79245017
company ct  0.00534195946657     -1.80447357692/-337.79245017
company payout  0.00532772312652     -1.79966464874/-337.79245017
payable qtly  0.00529130789292     -1.78736385776/-337.79245017
declare payout  0.00525806349559     -1.77613415132/-337.79245017
prior quarterly  0.00519987244889     -1.75647765508/-337.79245017
prior share  0.00519987244889     -1.75647765508/-337.79245017
pay payout  0.0051715451372     -1.74690890306/-337.79245017
pay quarterly  0.005156004956     -1.74165954718/-337.79245017
quarterly raise  0.00508206575346     -1.71668344279/-337.79245017
div payable  0.0050317429813     -1.69968479028/-337.79245017
corp set  0.00499592753276     -1.68758660217/-337.79245017
april ct  0.00499586599403     -1.68756581485/-337.79245017
payable payout  0.00498683122736     -1.68451393887/-337.79245017
dividend quarterly  0.00497462168725     -1.68038964841/-337.79245017
declare dividend  0.00497462168725     -1.68038964841/-337.79245017
ct pay  0.00494446890926     -1.67020426765/-337.79245017
payout record  0.00490964671147     -1.65844159214/-337.79245017
lt stock  0.0049064548299     -1.65736339864/-337.79245017
ct prior  0.00485909104755     -1.64136427055/-337.79245017
april stock  0.00476664581439     -1.61013696874/-337.79245017
quarterly record  0.00475448118702     -1.60602784945/-337.79245017
march stock  0.00472667598346     -1.59663546161/-337.79245017
set stock  0.00470945709245     -1.59081905023/-337.79245017
record stock  0.00470451548241     -1.58914981167/-337.79245017
declare quarterly  0.00466588726708     -1.57610149217/-337.79245017
set share  0.00465252461241     -1.5715876883/-337.79245017
pay stock  0.0046318008158     -1.56458734627/-337.79245017
payable record  0.00457130538281     -1.54415244574/-337.79245017
dividend set  0.00456845179966     -1.54318852689/-337.79245017
corp stock  0.00451489298601     -1.525096764/-337.79245017
april qtly  0.00445266729916     -1.50407739678/-337.79245017
april dividend  0.00445266729916     -1.50407739678/-337.79245017
company record  0.0044438321683     -1.50109295628/-337.79245017
payout prior  0.00443229283662     -1.49719505715/-337.79245017
april corp  0.00437911326154     -1.47923139819/-337.79245017
record share  0.00434347009194     -1.4671914046/-337.79245017
corp record  0.00432162203911     -1.4598112973/-337.79245017
corp march  0.00428981982914     -1.44906875087/-337.79245017
april share  0.00426335364053     -1.44012867218/-337.79245017
april prior  0.00422000882928     -1.42548712218/-337.79245017
payout qtly  0.00419670964089     -1.41761683225/-337.79245017
payable quarterly  0.00417507625352     -1.41030923732/-337.79245017
ct share  0.00416894242172     -1.40823727525/-337.79245017
div quarterly  0.00413925590993     -1.3982093957/-337.79245017
corp div  0.00411904833849     -1.39138343063/-337.79245017
april company  0.00411849953426     -1.3911980487/-337.79245017
april div  0.0041019146297     -1.38559579316/-337.79245017
company set  0.00408937781559     -1.381360952/-337.79245017
dividend prior  0.0040876718962     -1.38078470531/-337.79245017
corp payable  0.00404864652072     -1.36760222811/-337.79245017
march set  0.0040202603324     -1.358013588/-337.79245017
pay share  0.00395050498846     -1.33445075946/-337.79245017
april set  0.00394098382976     -1.33123458394/-337.79245017
payout share  0.0039012907517     -1.31782656184/-337.79245017
corp quarterly  0.00386316722297     -1.30494872167/-337.79245017
div payout  0.00384973569352     -1.30041165242/-337.79245017
april march  0.0038333211388     -1.29486693977/-337.79245017
dividend march  0.00381814225106     -1.28973962608/-337.79245017
march share  0.00379249749066     -1.28107701963/-337.79245017
quarterly stock  0.0037541832208     -1.26813474854/-337.79245017
corp prior  0.00374985112279     -1.26667139854/-337.79245017
dividend payable  0.00374540154676     -1.26516836535/-337.79245017
dividend pay  0.00372228768615     -1.25736067774/-337.79245017
prior set  0.00372096896471     -1.2569152236/-337.79245017
company quarterly  0.00371872893211     -1.2561585575/-337.79245017
corp dividend  0.00370259987027     -1.25071028218/-337.79245017
company march  0.0036655505223     -1.23819529215/-337.79245017
march pay  0.00365618355509     -1.23503120135/-337.79245017
corp qtly  0.00363462258911     -1.22774806982/-337.79245017
pay set  0.00361906209413     -1.22249185209/-337.79245017
corp pay  0.00361906209413     -1.22249185209/-337.79245017
corp ct  0.00353592418839     -1.19440849521/-337.79245017
march prior  0.00352631873635     -1.19116384603/-337.79245017
april pay  0.00337266151114     -1.13925959544/-337.79245017
company pay  0.00336301128153     -1.13599982074/-337.79245017
march record  0.0033084764738     -1.11757837442/-337.79245017
qtly quarterly  0.00329832976295     -1.1141508921/-337.79245017
lt share  0.00318147881018     -1.07467952246/-337.79245017
pay qtly  0.00315876494195     -1.06700694925/-337.79245017
quarterly share  0.00314394990924     -1.06200254306/-337.79245017
record set  0.00313583149494     -1.059260204/-337.79245017
corp share  0.00310113212405     -1.04753901848/-337.79245017
dividend record  0.00307806580416     -1.03974738977/-337.79245017
dividend stock  0.00306761288454     -1.03621647244/-337.79245017
pay prior  0.00304265603207     -1.0277862361/-337.79245017
div set  0.00303508779494     -1.02522974273/-337.79245017
div march  0.00303508779494     -1.02522974273/-337.79245017
div dividend  0.00296607773016     -1.00191866387/-337.79245017
march qtly  0.00294302971584     -0.994133218638/-337.79245017
corp lt  0.00292961110504     -0.989600513218/-337.79245017
qtly record  0.00288432580725     -0.97430348152/-337.79245017
company dividend  0.00287941210034     -0.972643668425/-337.79245017
company payable  0.00286051638128     -0.966260837183/-337.79245017
company lt  0.00281128232561     -0.949629944888/-337.79245017
qtly set  0.00280531196753     -0.947613203003/-337.79245017
prior record  0.0027790561305     -0.938744179484/-337.79245017
declare payable  0.00276423479864     -0.933737645478/-337.79245017
div pay  0.00271938269689     -0.918586944135/-337.79245017
div record  0.00257308662572     -0.869169235803/-337.79245017
payable stock  0.00249286346254     -0.842070456952/-337.79245017
company corp  0.00247653777766     -0.836555763855/-337.79245017
dividend qtly  0.00239741740892     -0.80982950064/-337.79245017
company share  0.00236975906011     -0.800486719227/-337.79245017
pay record  0.00222641245221     -0.752065317321/-337.79245017
ct lt  0.00221286490808     -0.747489059197/-337.79245017
company stock  0.00218222387584     -0.737138749841/-337.79245017
payable share  0.00208946522362     -0.705805577432/-337.79245017
prior qtly  0.0020275587523     -0.684894038803/-337.79245017
dividend share  0.00196409182745     -0.663455390753/-337.79245017
april record  0.00194035858795     -0.655438481632/-337.79245017
share stock  0.00161390155722     -0.545163761347/-337.79245017
ct record  0.00151899628397     -0.513105476563/-337.79245017
div prior  0.00106091306737     -0.358368424445/-337.79245017
div qtly  0.00103948669358     -0.351130757145/-337.79245017

Topic 2
Topic coherence: -258.06171936
AVG: -1.35821957558
SD:  0.460486876388
dlrs level  0.0104187578598     -2.6886825669/-258.06171936
pct west  0.0103019877549     -2.65854867286/-258.06171936
billion west  0.00994157872312     -2.56554089844/-258.06171936
dollar pct  0.00903522573219     -2.33164588726/-258.06171936
bank west  0.00888603201165     -2.29314469921/-258.06171936
u.s. west  0.00835756466755     -2.15676750777/-258.06171936
foreign pct  0.00833286425815     -2.15039327765/-258.06171936
market west  0.00832784323259     -2.14909754316/-258.06171936
major pct  0.00827119120046     -2.13447782235/-258.06171936
interest west  0.00824297372834     -2.12719597298/-258.06171936
exchange west  0.00806917161717     -2.08234430134/-258.06171936
billion cut  0.00802824684082     -2.07178318319/-258.06171936
cut u.s.  0.00801905224151     -2.06941040908/-258.06171936
bank level  0.00800576851704     -2.06598238831/-258.06171936
billion level  0.00799203123146     -2.06243732077/-258.06171936
level pct  0.00787414827128     -2.03201624138/-258.06171936
cut pct  0.00779218192983     -2.01086386638/-258.06171936
billion dollar  0.00774757817743     -1.99935334534/-258.06171936
rise west  0.0077377588201     -1.99681934511/-258.06171936
pct week  0.00743927067451     -1.91979098105/-258.06171936
billion exchange  0.00736136248678     -1.89968586017/-258.06171936
billion major  0.0073156836632     -1.88789790442/-258.06171936
cut exchange  0.00723463710579     -1.86698289047/-258.06171936
interest u.s.  0.00722273773367     -1.86391211804/-258.06171936
interest level  0.00718761492066     -1.85484826452/-258.06171936
foreign west  0.00716975677335     -1.85023976033/-258.06171936
bank major  0.00713693566938     -1.8417698898/-258.06171936
rate west  0.00712838266937     -1.83956268791/-258.06171936
bank cut  0.00705500783976     -1.82062745323/-258.06171936
cut rise  0.00705214489566     -1.81988863695/-258.06171936
billion week  0.00702418974684     -1.81267448318/-258.06171936
level u.s.  0.00693385274625     -1.78936196149/-258.06171936
cut interest  0.0069151355363     -1.78453176611/-258.06171936
exchange level  0.0069095928327     -1.78310140648/-258.06171936
dollar u.s.  0.00682407084331     -1.76103145486/-258.06171936
interest rise  0.00681516893771     -1.7587342138/-258.06171936
exchange pct  0.00676166993644     -1.74492816954/-258.06171936
exchange week  0.00673540431697     -1.73815001862/-258.06171936
cut market  0.00671192410448     -1.73209067462/-258.06171936
level week  0.00670715222906     -1.73085923624/-258.06171936
billion interest  0.00670108251053     -1.72929287424/-258.06171936
bank currency  0.00669896529282     -1.7287465014/-258.06171936
exchange major  0.00669305370968     -1.72722094809/-258.06171936
interest major  0.00666056364773     -1.71883650684/-258.06171936
major rise  0.0065918537053     -1.70110510096/-258.06171936
level month  0.0065292344371     -1.68494546494/-258.06171936
cut west  0.00652218249339     -1.68312562823/-258.06171936
interest pct  0.00652065701897     -1.68273196167/-258.06171936
foreign u.s.  0.00647249272621     -1.67030260147/-258.06171936
foreign rise  0.00638070969905     -1.64661691568/-258.06171936
major u.s.  0.00637487945411     -1.64511235264/-258.06171936
bank week  0.00633232441091     -1.63413052502/-258.06171936
interest market  0.00631382507944     -1.62935655574/-258.06171936
interest week  0.00621661339874     -1.60426994228/-258.06171936
month pct  0.00619703054885     -1.59921635836/-258.06171936
bank exchange  0.00618707585042     -1.59664743177/-258.06171936
bank month  0.00616124214143     -1.58998074041/-258.06171936
major market  0.00615655541459     -1.58877127563/-258.06171936
foreign level  0.00614557688157     -1.58593813652/-258.06171936
cut dollar  0.00613551984997     -1.58334280165/-258.06171936
billion foreign  0.0061259487577     -1.58087286912/-258.06171936
level market  0.00612366942942     -1.58028466175/-258.06171936
foreign rate  0.00609658307271     -1.57329470997/-258.06171936
bank foreign  0.00607215679285     -1.56699122219/-258.06171936
cut level  0.00602501853629     -1.55482664265/-258.06171936
rate week  0.00598090158681     -1.54344174682/-258.06171936
cut major  0.00595388148377     -1.53646889257/-258.06171936
exchange rise  0.00594813108293     -1.53498493424/-258.06171936
bank dollar  0.0059361764549     -1.53189990238/-258.06171936
week west  0.0059248421354     -1.5289749484/-258.06171936
month u.s.  0.00589497359811     -1.52126702231/-258.06171936
u.s. week  0.00586950773211     -1.51469525715/-258.06171936
exchange interest  0.00582836307727     -1.50407739678/-258.06171936
cut foreign  0.00581048805779     -1.49946453851/-258.06171936
interest month  0.00580035542415     -1.49684969365/-258.06171936
rise week  0.00579597111475     -1.49571827123/-258.06171936
dollar west  0.00577153010338     -1.48941098182/-258.06171936
major rate  0.00575941033277     -1.48628333298/-258.06171936
currency cut  0.00575780454147     -1.48586893971/-258.06171936
bank interest  0.00574653411212     -1.48296047334/-258.06171936
exchange month  0.00572857107338     -1.47832490067/-258.06171936
billion month  0.00570433310653     -1.47207000928/-258.06171936
bank u.s.  0.00563255407169     -1.45354658813/-258.06171936
level rise  0.0056231699118     -1.45112489569/-258.06171936
cut rate  0.00559384937793     -1.44355838831/-258.06171936
currency rate  0.00554989757976     -1.43221611171/-258.06171936
level major  0.00552413662929     -1.42556819653/-258.06171936
level west  0.00552308386714     -1.42529651892/-258.06171936
dollar exchange  0.0055207870922     -1.42470380923/-258.06171936
level rate  0.00547773456331     -1.41359359961/-258.06171936
pct u.s.  0.00544010462963     -1.40388275422/-258.06171936
market week  0.00542627277603     -1.4003132823/-258.06171936
rise u.s.  0.00531837174827     -1.37246815755/-258.06171936
billion pct  0.00529549673079     -1.36656499121/-258.06171936
major west  0.0052950744585     -1.3664560189/-258.06171936
dollar week  0.0052943857764     -1.36627829641/-258.06171936
foreign week  0.00527588941804     -1.36150509437/-258.06171936
foreign major  0.00523614504917     -1.35124859421/-258.06171936
month rate  0.00518852087609     -1.33895861822/-258.06171936
bank rise  0.00517738806379     -1.33608566554/-258.06171936
market month  0.00515345571209     -1.32990964171/-258.06171936
major week  0.00511800170523     -1.32076031974/-258.06171936
cut week  0.00511185558601     -1.31917424165/-258.06171936
dollar interest  0.00510982508639     -1.31865024742/-258.06171936
market pct  0.00507479412884     -1.30961009829/-258.06171936
dlrs west  0.00497639837419     -1.28421792066/-258.06171936
foreign interest  0.00496879477475     -1.28225572272/-258.06171936
month week  0.00495569089313     -1.2788741125/-258.06171936
dollar rate  0.00493180172493     -1.27270923268/-258.06171936
billion market  0.00492854201839     -1.2718680272/-258.06171936
pct rise  0.00492573567521     -1.27114381746/-258.06171936
dollar level  0.00489083789835     -1.26213803716/-258.06171936
dollar major  0.0048696047384     -1.2566585714/-258.06171936
billion rate  0.00485798916947     -1.25366103771/-258.06171936
currency west  0.00479500633988     -1.23740758041/-258.06171936
billion u.s.  0.00479199791496     -1.2366312211/-258.06171936
exchange foreign  0.00468421055164     -1.2088154288/-258.06171936
month west  0.00468194979357     -1.20823201369/-258.06171936
