Topic 0
Topic coherence: -11066.1177317
AVG: -2.76307558844
SD:  0.904004531847
make shrs  0.000427061406563     -4.72591180368/-11066.1177317
dlr stg  0.000426894402397     -4.72406371593/-11066.1177317
company restate  0.00042671369056     -4.72206393746/-11066.1177317
feb technology  0.000426391530047     -4.7184988713/-11066.1177317
feb turnover  0.000426391530047     -4.7184988713/-11066.1177317
feb restructuring  0.000426391530047     -4.7184988713/-11066.1177317
pre-tax rev  0.000425893644886     -4.71298921548/-11066.1177317
adjust pre-tax  0.00042558106786     -4.70953020131/-11066.1177317
adjust operating  0.00042558106786     -4.70953020131/-11066.1177317
adjust dilute  0.00042558106786     -4.70953020131/-11066.1177317
adjust preferred  0.00042558106786     -4.70953020131/-11066.1177317
ct pre-tax  0.000424968415152     -4.70275051433/-11066.1177317
oper report  0.000423383611783     -4.68521289366/-11066.1177317
oper revenue  0.000423383611783     -4.68521289366/-11066.1177317
tax technology  0.000422264514779     -4.67282883446/-11066.1177317
loan technology  0.000421926065214     -4.66908351173/-11066.1177317
nil stock  0.000420845868247     -4.65712992492/-11066.1177317
income technology  0.000420344033164     -4.6515765588/-11066.1177317
industry restate  0.000419954990059     -4.64727136201/-11066.1177317
dilute industry  0.000419954990059     -4.64727136201/-11066.1177317
dilute pct  0.000419357717232     -4.64066187058/-11066.1177317
pre-tax prior  0.000419196809198     -4.63888124333/-11066.1177317
dlrs stg  0.000418177340298     -4.62759968047/-11066.1177317
report shr  0.00041801696649     -4.62582496502/-11066.1177317
dilute international  0.000417673787241     -4.62202730305/-11066.1177317
dilute profit  0.000416750918481     -4.61181472871/-11066.1177317
dilute system  0.000416665385178     -4.6108682071/-11066.1177317
dilute march  0.000415956629167     -4.60302502964/-11066.1177317
march turnover  0.000415956629167     -4.60302502964/-11066.1177317
billion excludes  0.000415670799495     -4.59986200484/-11066.1177317
gain turnover  0.000415242270284     -4.59511985013/-11066.1177317
fourth shrs  0.000413131437303     -4.57176112386/-11066.1177317
corp pre-tax  0.000412606262064     -4.56594947283/-11066.1177317
avg pre-tax  0.000412461560787     -4.56434819147/-11066.1177317
jan turnover  0.0004122259259     -4.56174062806/-11066.1177317
jan restructuring  0.0004122259259     -4.56174062806/-11066.1177317
end excludes  0.000412048795634     -4.55978048369/-11066.1177317
company nil  0.000410238033856     -4.53974238067/-11066.1177317
international pre-tax  0.00040906099438     -4.52671712325/-11066.1177317
current dilute  0.000408713792219     -4.52287494326/-11066.1177317
dilute technology  0.000408123163135     -4.51633897228/-11066.1177317
preferred pretax  0.000408123163135     -4.51633897228/-11066.1177317
dilute year  0.000407875923779     -4.51360299246/-11066.1177317
extraordinary technology  0.000407628006125     -4.51085950652/-11066.1177317
resource store  0.000407296387668     -4.50718977763/-11066.1177317
report rev  0.000407130120964     -4.50534985071/-11066.1177317
dilute prior  0.000407130120964     -4.50534985071/-11066.1177317
mths technology  0.000406629477422     -4.49980967033/-11066.1177317
mths store  0.000406629477422     -4.49980967033/-11066.1177317
pre-tax qtr  0.000405708039727     -4.48961293231/-11066.1177317
loan turnover  0.00040545040851     -4.48676195494/-11066.1177317
company oper  0.000404405950491     -4.47520385953/-11066.1177317
revenue shr  0.000403527454091     -4.46548231494/-11066.1177317
industry store  0.000403479333355     -4.46494980521/-11066.1177317
fiscal nil  0.000402521227792     -4.45434729625/-11066.1177317
dilute nil  0.000402521227792     -4.45434729625/-11066.1177317
nil restructuring  0.000402521227792     -4.45434729625/-11066.1177317
month restate  0.000402455531004     -4.45362028786/-11066.1177317
rev store  0.000401651720744     -4.44472522889/-11066.1177317
credit technology  0.000401616052329     -4.44433051801/-11066.1177317
international store  0.000401198130537     -4.43970574626/-11066.1177317
report shrs  0.000401064749069     -4.43822973123/-11066.1177317
shrs turnover  0.000401064749069     -4.43822973123/-11066.1177317
dec quarter  0.000401038049135     -4.43793426661/-11066.1177317
quarter turnover  0.000401038049135     -4.43793426661/-11066.1177317
avg fourth  0.000400394872554     -4.43081679884/-11066.1177317
feb provision  0.000400394872554     -4.43081679884/-11066.1177317
feb resource  0.000400394872554     -4.43081679884/-11066.1177317
feb stg  0.000400394872554     -4.43081679884/-11066.1177317
current pre-tax  0.000400100999357     -4.42756476346/-11066.1177317
current technology  0.000400100999357     -4.42756476346/-11066.1177317
dec stock  0.00039948437691     -4.42074114685/-11066.1177317
nil share  0.00039911800454     -4.41668682708/-11066.1177317
split technology  0.00039849236169     -4.40976338965/-11066.1177317
march pre-tax  0.000398411540714     -4.4088690152/-11066.1177317
dlr nil  0.000398117035407     -4.40560998481/-11066.1177317
oper technology  0.00039738695429     -4.39753082121/-11066.1177317
fourth shr  0.000397069998485     -4.39402335096/-11066.1177317
report restate  0.000396810484844     -4.39115154245/-11066.1177317
end restate  0.000396519387662     -4.38793022676/-11066.1177317
end preferred  0.000396519387662     -4.38793022676/-11066.1177317
prior restructuring  0.000396486547625     -4.38756681505/-11066.1177317
mths revenue  0.000395985904083     -4.38202663467/-11066.1177317
pretax stock  0.000394849210754     -4.36944785247/-11066.1177317
restate system  0.000393955123606     -4.35955377882/-11066.1177317
pre-tax system  0.000393955123606     -4.35955377882/-11066.1177317
store system  0.000393955123606     -4.35955377882/-11066.1177317
excludes revenue  0.000393698036866     -4.35670882669/-11066.1177317
excludes pre-tax  0.000393698036866     -4.35670882669/-11066.1177317
excludes technology  0.000393698036866     -4.35670882669/-11066.1177317
excludes make  0.000393698036866     -4.35670882669/-11066.1177317
dilute quarter  0.000392425256273     -4.34262408681/-11066.1177317
current dec  0.000392238135515     -4.34055338647/-11066.1177317
fourth jan  0.000392061351771     -4.33859707675/-11066.1177317
jan loan  0.000392061351771     -4.33859707675/-11066.1177317
expect jan  0.000392061351771     -4.33859707675/-11066.1177317
jan technology  0.000392061351771     -4.33859707675/-11066.1177317
american jan  0.000392061351771     -4.33859707675/-11066.1177317
dec dilute  0.000391943303514     -4.33729074083/-11066.1177317
month nil  0.000391811957665     -4.3358372522/-11066.1177317
dec month  0.000391811957665     -4.3358372522/-11066.1177317
month technology  0.000391811957665     -4.3358372522/-11066.1177317
rev revenue  0.000391600712992     -4.33349959378/-11066.1177317
loan store  0.000391520439251     -4.33261127511/-11066.1177317
asset store  0.000390754260988     -4.32413265625/-11066.1177317
dlr pre-tax  0.000390254171565     -4.31859860782/-11066.1177317
pct pre-tax  0.000389788818803     -4.31344895937/-11066.1177317
avg report  0.000389751299214     -4.31303376319/-11066.1177317
industry pre-tax  0.000389549364095     -4.31079912539/-11066.1177317
industry preferred  0.000389549364095     -4.31079912539/-11066.1177317
exclude stg  0.00038832818432     -4.29728540622/-11066.1177317
dilute end  0.000387475253035     -4.28784676821/-11066.1177317
nil prior  0.000386965546836     -4.28220629939/-11066.1177317
fourth rev  0.000386965546836     -4.28220629939/-11066.1177317
operating rev  0.000386965546836     -4.28220629939/-11066.1177317
restructuring stg  0.000386715571771     -4.2794400459/-11066.1177317
company dilute  0.00038652924358     -4.2773781162/-11066.1177317
gain technology  0.000386464903294     -4.27666611902/-11066.1177317
current restate  0.000385005001943     -4.26051067879/-11066.1177317
figure preferred  0.000384775771345     -4.257973986/-11066.1177317
billion nil  0.000384508968883     -4.25502151855/-11066.1177317
preferred system  0.000384434122816     -4.25419326316/-11066.1177317
note technology  0.000384300909883     -4.25271911317/-11066.1177317
ct technology  0.000384124359929     -4.25076539058/-11066.1177317
dlrs pre-tax  0.000383768480321     -4.24682718495/-11066.1177317
excludes industry  0.000383314759227     -4.2418062539/-11066.1177317
reflect technology  0.00038283697623     -4.236519051/-11066.1177317
shr technology  0.000382695969717     -4.23495865633/-11066.1177317
restructuring shr  0.000382695969717     -4.23495865633/-11066.1177317
period turnover  0.00038249982654     -4.23278811284/-11066.1177317
month preferred  0.000382290956876     -4.23047673655/-11066.1177317
pre-tax stock  0.000382219493109     -4.22968591009/-11066.1177317
qtr resource  0.000381697526539     -4.22390976658/-11066.1177317
resource turnover  0.000381299730175     -4.21950770518/-11066.1177317
billion technology  0.000380820051459     -4.21419952403/-11066.1177317
dilute group  0.000380456496111     -4.21017637775/-11066.1177317
feb pretax  0.000380230298425     -4.20767324753/-11066.1177317
avg revenue  0.000380230298425     -4.20767324753/-11066.1177317
feb revenue  0.000380230298425     -4.20767324753/-11066.1177317
ct restructuring  0.000380107435146     -4.20631362801/-11066.1177317
dilute loss  0.000379490600476     -4.19948766294/-11066.1177317
loan pre-tax  0.000379453751017     -4.19907988249/-11066.1177317
adjust restate  0.000379419836238     -4.19870457755/-11066.1177317
adjust resource  0.000379419836238     -4.19870457755/-11066.1177317
adjust turnover  0.000379419836238     -4.19870457755/-11066.1177317
adjust restructuring  0.000379419836238     -4.19870457755/-11066.1177317
dlrs nil  0.000379359511851     -4.19803702078/-11066.1177317
dec earnings  0.000379359511851     -4.19803702078/-11066.1177317
qtr technology  0.000378734443765     -4.19111994375/-11066.1177317
operate rev  0.000378352753974     -4.18689611959/-11066.1177317
split stg  0.000378327787562     -4.18661983833/-11066.1177317
current turnover  0.000378308166255     -4.18640270664/-11066.1177317
mths operate  0.000377852110432     -4.18135593921/-11066.1177317
interest mths  0.000377852110432     -4.18135593921/-11066.1177317
adjust company  0.000377706052653     -4.17973964663/-11066.1177317
dilute half  0.000377453791115     -4.17694809076/-11066.1177317
half preferred  0.000377453791115     -4.17694809076/-11066.1177317
loan oper  0.000377222380161     -4.1743872699/-11066.1177317
oper pre-tax  0.000377222380161     -4.1743872699/-11066.1177317
data operating  0.000377222380161     -4.1743872699/-11066.1177317
data dilute  0.000377222380161     -4.1743872699/-11066.1177317
data turnover  0.000377222380161     -4.1743872699/-11066.1177317
dec share  0.000376407742968     -4.1653723988/-11066.1177317
dlr restate  0.000376324202305     -4.16444792799/-11066.1177317
dlr technology  0.000376324202305     -4.16444792799/-11066.1177317
interest store  0.000376290764403     -4.16407790024/-11066.1177317
dec investment  0.000376173634214     -4.16278172378/-11066.1177317
dilute investment  0.000376173634214     -4.16278172378/-11066.1177317
preferred revenue  0.000376056352007     -4.16148386506/-11066.1177317
pre-tax technology  0.000375821329955     -4.15888308336/-11066.1177317
dilute sale  0.000375821329955     -4.15888308336/-11066.1177317
provision technology  0.000374038906721     -4.13915857801/-11066.1177317
corp nil  0.000373678164014     -4.13516655674/-11066.1177317
january restructuring  0.000372830788083     -4.12578939493/-11066.1177317
revenue shrs  0.000372287382079     -4.11977600011/-11066.1177317
expect pre-tax  0.000372281820244     -4.11971445218/-11066.1177317
net technology  0.000372111130371     -4.11782557795/-11066.1177317
current nil  0.000372073561387     -4.11740983515/-11066.1177317
company feb  0.000371611658718     -4.11229836584/-11066.1177317
fourth pretax  0.000371482932302     -4.11087386417/-11066.1177317
corp excludes  0.000371446793159     -4.11047394415/-11066.1177317
adjust group  0.000371412361484     -4.11009291919/-11066.1177317
dilute stock  0.000371140420478     -4.107083588/-11066.1177317
march preferred  0.00037109564916     -4.10658814333/-11066.1177317
data operate  0.000370845802085     -4.10382330618/-11066.1177317
cost restate  0.00037058968686     -4.10098910494/-11066.1177317
dec prior  0.000370489890132     -4.0998847426/-11066.1177317
rev technology  0.000370489890132     -4.0998847426/-11066.1177317
restructuring rev  0.000370489890132     -4.0998847426/-11066.1177317
qtr restructuring  0.000370387042954     -4.09874662362/-11066.1177317
nil result  0.000370177313105     -4.09642572843/-11066.1177317
dec result  0.000370177313105     -4.09642572843/-11066.1177317
mths resource  0.00036998924659     -4.09434456222/-11066.1177317
month pretax  0.000369661239231     -4.09071479417/-11066.1177317
credit dec  0.000369384789967     -4.08765557407/-11066.1177317
credit pre-tax  0.000369384789967     -4.08765557407/-11066.1177317
loss store  0.000368411527845     -4.07688534085/-11066.1177317
restate year  0.000368272610173     -4.07534806153/-11066.1177317
company dec  0.000367765719658     -4.06973875142/-11066.1177317
ct operating  0.000367307054696     -4.06466311095/-11066.1177317
march technology  0.000367249710101     -4.06402852891/-11066.1177317
corp dec  0.000367142840305     -4.06284589516/-11066.1177317
dilute turnover  0.000366925701406     -4.06044301055/-11066.1177317
dilute restructuring  0.000366925701406     -4.06044301055/-11066.1177317
figure pre-tax  0.000366641977694     -4.05730329054/-11066.1177317
figure restructuring  0.000366641977694     -4.05730329054/-11066.1177317
restate sale  0.000366623642312     -4.05710038905/-11066.1177317
preferred report  0.00036640485888     -4.05467930583/-11066.1177317
current preferred  0.000366241478022     -4.05287131402/-11066.1177317
discontinue turnover  0.00036614330753     -4.0517849478/-11066.1177317
fourth nil  0.00036588099696     -4.04888218815/-11066.1177317
nil technology  0.00036588099696     -4.04888218815/-11066.1177317
american nil  0.00036588099696     -4.04888218815/-11066.1177317
full store  0.000365749555587     -4.04742764243/-11066.1177317
expect preferred  0.000365048686672     -4.03967174451/-11066.1177317
dec dlrs  0.000364816889884     -4.03710665397/-11066.1177317
end turnover  0.000364764991463     -4.03653233992/-11066.1177317
restate technology  0.000364557899705     -4.03424063815/-11066.1177317
stock technology  0.00036444358479     -4.03297561585/-11066.1177317
pre-tax shrs  0.000364424518237     -4.03276462312/-11066.1177317
billion discontinue  0.000364344394755     -4.03187796724/-11066.1177317
dec dlr  0.000364257514072     -4.03091653537/-11066.1177317
feb pre-tax  0.000363754641721     -4.02535169074/-11066.1177317
feb operating  0.000363754641721     -4.02535169074/-11066.1177317
avg resource  0.000363754641721     -4.02535169074/-11066.1177317
feb interest  0.000363754641721     -4.02535169074/-11066.1177317
december feb  0.000363754641721     -4.02535169074/-11066.1177317
shr store  0.000363600827338     -4.02364956266/-11066.1177317
march operating  0.000363560792677     -4.02320653439/-11066.1177317
march restructuring  0.000363560792677     -4.02320653439/-11066.1177317
corp restate  0.000363034590675     -4.01738352109/-11066.1177317
mths report  0.000362756113018     -4.01430185455/-11066.1177317
mths operating  0.000362756113018     -4.01430185455/-11066.1177317
mths restructuring  0.000362756113018     -4.01430185455/-11066.1177317
interest qtr  0.000362745936102     -4.01418923559/-11066.1177317
lt pre-tax  0.000362409731875     -4.01046876004/-11066.1177317
ct store  0.000362331526827     -4.00960333377/-11066.1177317
dilute revenue  0.000362126382747     -4.00733318523/-11066.1177317
revenue turnover  0.000362126382747     -4.00733318523/-11066.1177317
asset technology  0.000361976893998     -4.00567892514/-11066.1177317
american store  0.000361961931513     -4.00551334852/-11066.1177317
industry turnover  0.000361953267889     -4.00541747583/-11066.1177317
pre-tax split  0.000361852130858     -4.00429828154/-11066.1177317
resource split  0.000361852130858     -4.00429828154/-11066.1177317
restructuring split  0.000361852130858     -4.00429828154/-11066.1177317
jan operating  0.000361655725807     -4.00212484013/-11066.1177317
jan resource  0.000361655725807     -4.00212484013/-11066.1177317
interest jan  0.000361655725807     -4.00212484013/-11066.1177317
lt restate  0.000361591935089     -4.00141892452/-11066.1177317
extraordinary store  0.000361466774504     -4.00003388275/-11066.1177317
adjust corp  0.000361048446369     -3.99540461437/-11066.1177317
credit dilute  0.000360771997106     -3.99234539427/-11066.1177317
period technology  0.000360706993438     -3.99162605603/-11066.1177317
company discontinue  0.000360532586087     -3.98969604375/-11066.1177317
interest rev  0.000359846316792     -3.98210170694/-11066.1177317
international operating  0.000359672065072     -3.98017341688/-11066.1177317
international turnover  0.000359672065072     -3.98017341688/-11066.1177317
net store  0.000359565046168     -3.9789891331/-11066.1177317
excludes result  0.000359533739766     -3.97864269277/-11066.1177317
fiscal shr  0.000359397002947     -3.97712954703/-11066.1177317
shr stg  0.000359397002947     -3.97712954703/-11066.1177317
dilute lt  0.000359182034189     -3.97475067744/-11066.1177317
ct pretax  0.000359160467141     -3.97451201396/-11066.1177317
dilute dlrs  0.000358908516157     -3.9717238947/-11066.1177317
preferred year  0.000358605975302     -3.96837594198/-11066.1177317
quarter stg  0.000358565734937     -3.96793063737/-11066.1177317
pct technology  0.000358190225967     -3.96377521089/-11066.1177317
pre-tax report  0.000358184109706     -3.96370752762/-11066.1177317
report technology  0.000358184109706     -3.96370752762/-11066.1177317
operating qtr  0.000357988736263     -3.96154550211/-11066.1177317
profit store  0.000357959969215     -3.96122716257/-11066.1177317
dlrs technology  0.000357771822828     -3.9591451125/-11066.1177317
operating shr  0.00035736622247     -3.95465669118/-11066.1177317
data dividend  0.000357305723687     -3.95398720453/-11066.1177317
dividend store  0.000357305723687     -3.95398720453/-11066.1177317
dilute mln  0.000357225824541     -3.95310303117/-11066.1177317
shrs technology  0.000357191384665     -3.95272191545/-11066.1177317
shrs store  0.000357191384665     -3.95272191545/-11066.1177317
dec excludes  0.000357057806033     -3.95124371858/-11066.1177317
excludes store  0.000357057806033     -3.95124371858/-11066.1177317
preferred prior  0.000356559920872     -3.94573406277/-11066.1177317
january rev  0.000356559920872     -3.94573406277/-11066.1177317
avg store  0.000356521508149     -3.94530898306/-11066.1177317
fiscal mths  0.00035605927733     -3.94019388239/-11066.1177317
investment split  0.000356009060086     -3.93963817246/-11066.1177317
investment store  0.000356009060086     -3.93963817246/-11066.1177317
operate qtr  0.000355700869046     -3.93622769412/-11066.1177317
dec sale  0.000355656755826     -3.93573953205/-11066.1177317
current excludes  0.000355597904682     -3.93508827836/-11066.1177317
loss split  0.000355480087289     -3.93378449721/-11066.1177317
corp dilute  0.000355339226284     -3.93222571275/-11066.1177317
mln technology  0.000355303072681     -3.93182563272/-11066.1177317
dec preferred  0.000355303072681     -3.93182563272/-11066.1177317
dec store  0.000355303072681     -3.93182563272/-11066.1177317
pct restructuring  0.000355274943209     -3.93151434868/-11066.1177317
dilute full  0.000355105982247     -3.92964460678/-11066.1177317
full preferred  0.000355105982247     -3.92964460678/-11066.1177317
dilute operating  0.000354859013173     -3.92691161792/-11066.1177317
period resource  0.000354472388569     -3.92263318454/-11066.1177317
restate share  0.000354257024534     -3.92024994077/-11066.1177317
profit restate  0.000354114030156     -3.91866754815/-11066.1177317
include turnover  0.000353908078505     -3.91638846294/-11066.1177317
dilute dlr  0.000353613940732     -3.91313349971/-11066.1177317
dlr store  0.000353613940732     -3.91313349971/-11066.1177317
pre-tax shr  0.000353436649968     -3.91117157924/-11066.1177317
earnings nil  0.000353362854358     -3.91035494833/-11066.1177317
sale turnover  0.000353111068382     -3.90756865508/-11066.1177317
preferred quarter  0.000353087334717     -3.90730601555/-11066.1177317
billion dilute  0.00035303391117     -3.90671482428/-11066.1177317
credit split  0.000352909133263     -3.90533401728/-11066.1177317
january turnover  0.000352666213955     -3.90264584362/-11066.1177317
loss turnover  0.000352517004515     -3.90099467439/-11066.1177317
fourth turnover  0.000352422639877     -3.89995042419/-11066.1177317
group technology  0.000352112539679     -3.89651881889/-11066.1177317
month pre-tax  0.000351885330912     -3.89400449993/-11066.1177317
month resource  0.000351885330912     -3.89400449993/-11066.1177317
corp pretax  0.00035172410709     -3.89222037813/-11066.1177317
corp store  0.00035172410709     -3.89222037813/-11066.1177317
ct resource  0.000351687953488     -3.89182029811/-11066.1177317
figure operating  0.00035154598028     -3.89024920588/-11066.1177317
figure resource  0.00035154598028     -3.89024920588/-11066.1177317
qtr revenue  0.000351291900575     -3.88743752996/-11066.1177317
dlrs restate  0.000351236499119     -3.88682445092/-11066.1177317
dividend half  0.000351071118818     -3.88499433304/-11066.1177317
technology year  0.000351071118818     -3.88499433304/-11066.1177317
resource shrs  0.000350494548977     -3.8786139433/-11066.1177317
data profit  0.000350425112731     -3.87784555363/-11066.1177317
share technology  0.000350411085474     -3.87769032635/-11066.1177317
pretax rev  0.000350325316003     -3.87674119128/-11066.1177317
fiscal rev  0.000350325316003     -3.87674119128/-11066.1177317
data prior  0.000350325316003     -3.87674119128/-11066.1177317
investment restate  0.000350176976721     -3.87509965132/-11066.1177317
march provision  0.000350148681156     -3.87478652927/-11066.1177317
mths year  0.000349874201609     -3.87174910629/-11066.1177317
dec feb  0.000349824672461     -3.87120101091/-11066.1177317
avg technology  0.000349824672461     -3.87120101091/-11066.1177317
avg interest  0.000349824672461     -3.87120101091/-11066.1177317
feb preferred  0.000349824672461     -3.87120101091/-11066.1177317
january mths  0.000349824672461     -3.87120101091/-11066.1177317
avg december  0.000349824672461     -3.87120101091/-11066.1177317
change feb  0.000349824672461     -3.87120101091/-11066.1177317
mln restate  0.000349768735642     -3.87058200748/-11066.1177317
pct store  0.000349712207073     -3.86995645568/-11066.1177317
loss pre-tax  0.000349648003924     -3.86924597607/-11066.1177317
figure jan  0.000349589037574     -3.8685934475/-11066.1177317
jan pre-tax  0.000349589037574     -3.8685934475/-11066.1177317
jan service  0.000349589037574     -3.8685934475/-11066.1177317
jan stg  0.000349589037574     -3.8685934475/-11066.1177317
fiscal technology  0.000349555325233     -3.86822038277/-11066.1177317
dilute fiscal  0.000349555325233     -3.86822038277/-11066.1177317
fiscal preferred  0.000349555325233     -3.86822038277/-11066.1177317
dilute operation  0.00034923442916     -3.86466930904/-11066.1177317
december store  0.00034913747578     -3.86359641152/-11066.1177317
ct operate  0.000348863788386     -3.86056775461/-11066.1177317
month split  0.000348714271227     -3.85891318011/-11066.1177317
month store  0.000348714271227     -3.85891318011/-11066.1177317
dilute period  0.000348640305204     -3.8580946634/-11066.1177317
include stg  0.000348429678285     -3.85576384112/-11066.1177317
dilute operate  0.000348135540512     -3.8525088779/-11066.1177317
operating split  0.000347922161598     -3.85014760171/-11066.1177317
system turnover  0.000347793891984     -3.84872815506/-11066.1177317
dilute tax  0.00034756093822     -3.84615026128/-11066.1177317
ct interest  0.000347484129096     -3.84530028248/-11066.1177317
march store  0.000347085135973     -3.84088497759/-11066.1177317
profit split  0.000346880896584     -3.83862484047/-11066.1177317
adjust profit  0.000346880896584     -3.83862484047/-11066.1177317
profit technology  0.000346880896584     -3.83862484047/-11066.1177317
fiscal oper  0.000346816754198     -3.83791503327/-11066.1177317
oper service  0.000346816754198     -3.83791503327/-11066.1177317
american oper  0.000346816754198     -3.83791503327/-11066.1177317
december oper  0.000346816754198     -3.83791503327/-11066.1177317
end pre-tax  0.000346631197812     -3.83586164446/-11066.1177317
end technology  0.000346631197812     -3.83586164446/-11066.1177317
note restructuring  0.000346551880745     -3.83498391247/-11066.1177317
note store  0.000346551880745     -3.83498391247/-11066.1177317
international preferred  0.000346424106054     -3.83356994269/-11066.1177317
feb year  0.000346375728783     -3.83303459411/-11066.1177317
dilute reflect  0.000346196745397     -3.83105394289/-11066.1177317
reflect turnover  0.000346196745397     -3.83105394289/-11066.1177317
reflect restructuring  0.000346196745397     -3.83105394289/-11066.1177317
company data  0.000346107459817     -3.83006589815/-11066.1177317
data lt  0.000345934075171     -3.82814720325/-11066.1177317
interest preferred  0.00034588513844     -3.82760566362/-11066.1177317
nil sale  0.00034587793481     -3.82752594741/-11066.1177317
preferred sale  0.00034587793481     -3.82752594741/-11066.1177317
credit restate  0.000345675999691     -3.8252913096/-11066.1177317
net stg  0.000345635076908     -3.82483845327/-11066.1177317
full restate  0.000345584981458     -3.82428409112/-11066.1177317
pretax split  0.000345486274809     -3.82319179172/-11066.1177317
data pretax  0.000345486274809     -3.82319179172/-11066.1177317
pretax technology  0.000345486274809     -3.82319179172/-11066.1177317
preferred technology  0.000345486274809     -3.82319179172/-11066.1177317
group split  0.000345415703991     -3.82241084674/-11066.1177317
dec mln  0.00034540238256     -3.82226343021/-11066.1177317
dividend excludes  0.000345239035453     -3.8204558119/-11066.1177317
pre-tax year  0.000345239035453     -3.8204558119/-11066.1177317
dividend restructuring  0.000345239035453     -3.8204558119/-11066.1177317
provision rev  0.000344493232638     -3.81220267015/-11066.1177317
prior service  0.000344493232638     -3.81220267015/-11066.1177317
fiscal shrs  0.000344259944108     -3.80962107181/-11066.1177317
restructuring shrs  0.000344259944108     -3.80962107181/-11066.1177317
charge dilute  0.000344243257574     -3.80943641665/-11066.1177317
