Topic 0
Topic coherence: -13664.449494
AVG: -2.76049484728
SD:  0.894132565472
american expense  0.000300844455239     -4.11087386417/-13664.449494
corp excludes  0.000300815188051     -4.11047394415/-13664.449494
adjust group  0.000300787303652     -4.11009291919/-13664.449494
dilute stock  0.000300567072958     -4.107083588/-13664.449494
march preferred  0.000300530815027     -4.10658814333/-13664.449494
data operate  0.000300328477043     -4.10382330618/-13664.449494
cost restate  0.000300121062816     -4.10098910494/-13664.449494
dec prior  0.000300040242704     -4.0998847426/-13664.449494
rev technology  0.000300040242704     -4.0998847426/-13664.449494
restructuring rev  0.000300040242704     -4.0998847426/-13664.449494
item rev  0.000300040242704     -4.0998847426/-13664.449494
qtr restructuring  0.000299956952193     -4.09874662362/-13664.449494
shr u.s.  0.000299884568098     -4.09775753482/-13664.449494
nil result  0.000299787103038     -4.09642572843/-13664.449494
dec result  0.000299787103038     -4.09642572843/-13664.449494
mths resource  0.000299634797876     -4.09434456222/-13664.449494
international item  0.000299419237766     -4.09139905199/-13664.449494
month pretax  0.000299369161997     -4.09071479417/-13664.449494
credit dec  0.000299145280303     -4.08765557407/-13664.449494
credit pre-tax  0.000299145280303     -4.08765557407/-13664.449494
expense oil  0.000298611248264     -4.08035832025/-13664.449494
loss store  0.000298357086587     -4.07688534085/-13664.449494
restate year  0.000298244584483     -4.07534806153/-13664.449494
expense system  0.000297990175759     -4.07187170637/-13664.449494
company dec  0.000297834080561     -4.06973875142/-13664.449494
ct operating  0.000297462631973     -4.06466311095/-13664.449494
dlrs item  0.000297451106972     -4.06450562815/-13664.449494
march technology  0.000297416191606     -4.06402852891/-13664.449494
item march  0.000297416191606     -4.06402852891/-13664.449494
group item  0.000297382847756     -4.06357290356/-13664.449494
corp dec  0.000297329643389     -4.06284589516/-13664.449494
dilute turnover  0.000297153794035     -4.06044301055/-13664.449494
dilute restructuring  0.000297153794035     -4.06044301055/-13664.449494
figure pre-tax  0.000296924021148     -4.05730329054/-13664.449494
figure restructuring  0.000296924021148     -4.05730329054/-13664.449494
restate sale  0.000296909172289     -4.05710038905/-13664.449494
preferred report  0.000296731991113     -4.05467930583/-13664.449494
current preferred  0.000296599677564     -4.05287131402/-13664.449494
discontinue turnover  0.000296520174455     -4.0517849478/-13664.449494
fourth nil  0.000296307742944     -4.04888218815/-13664.449494
nil technology  0.000296307742944     -4.04888218815/-13664.449494
american nil  0.000296307742944     -4.04888218815/-13664.449494
debt nil  0.000296307742944     -4.04888218815/-13664.449494
full store  0.000296201295501     -4.04742764243/-13664.449494
expect preferred  0.000295633698692     -4.03967174451/-13664.449494
dec dlrs  0.000295445978686     -4.03710665397/-13664.449494
end turnover  0.000295403948889     -4.03653233992/-13664.449494
restate technology  0.000295236236185     -4.03424063815/-13664.449494
restate unit  0.000295236236185     -4.03424063815/-13664.449494
cent restate  0.000295236236185     -4.03424063815/-13664.449494
stock technology  0.000295143658558     -4.03297561585/-13664.449494
pre-tax shrs  0.000295128217561     -4.03276462312/-13664.449494
shrs u.s.  0.000295128217561     -4.03276462312/-13664.449494
billion discontinue  0.000295063329774     -4.03187796724/-13664.449494
dec dlr  0.000294992969686     -4.03091653537/-13664.449494
feb pre-tax  0.000294585719864     -4.02535169074/-13664.449494
feb operating  0.000294585719864     -4.02535169074/-13664.449494
avg resource  0.000294585719864     -4.02535169074/-13664.449494
feb interest  0.000294585719864     -4.02535169074/-13664.449494
december feb  0.000294585719864     -4.02535169074/-13664.449494
avg u.s.  0.000294585719864     -4.02535169074/-13664.449494
feb item  0.000294585719864     -4.02535169074/-13664.449494
shr store  0.000294461153698     -4.02364956266/-13664.449494
item shr  0.000294461153698     -4.02364956266/-13664.449494
march operating  0.000294428731735     -4.02320653439/-13664.449494
march restructuring  0.000294428731735     -4.02320653439/-13664.449494
corp restate  0.000294002588457     -4.01738352109/-13664.449494
cent expense  0.000293797389753     -4.01457959375/-13664.449494
mths report  0.000293777064075     -4.01430185455/-13664.449494
mths operating  0.000293777064075     -4.01430185455/-13664.449494
mths restructuring  0.000293777064075     -4.01430185455/-13664.449494
interest qtr  0.000293768822326     -4.01418923559/-13664.449494
expense qtr  0.000293768822326     -4.01418923559/-13664.449494
lt pre-tax  0.000293496548236     -4.01046876004/-13664.449494
ct store  0.000293433214087     -4.00960333377/-13664.449494
dilute revenue  0.000293267078706     -4.00733318523/-13664.449494
revenue turnover  0.000293267078706     -4.00733318523/-13664.449494
asset technology  0.000293146015644     -4.00567892514/-13664.449494
american store  0.000293133898315     -4.00551334852/-13664.449494
industry turnover  0.000293126882103     -4.00541747583/-13664.449494
expense industry  0.000293126882103     -4.00541747583/-13664.449494
pre-tax split  0.000293044976549     -4.00429828154/-13664.449494
resource split  0.000293044976549     -4.00429828154/-13664.449494
restructuring split  0.000293044976549     -4.00429828154/-13664.449494
jan operating  0.000292885918447     -4.00212484013/-13664.449494
jan resource  0.000292885918447     -4.00212484013/-13664.449494
interest jan  0.000292885918447     -4.00212484013/-13664.449494
lt restate  0.000292834257705     -4.00141892452/-13664.449494
extraordinary store  0.000292732896741     -4.00003388275/-13664.449494
adjust corp  0.000292394114824     -3.99540461437/-13664.449494
cent corp  0.000292394114824     -3.99540461437/-13664.449494
debt turnover  0.000292374596861     -3.99513791214/-13664.449494
credit dilute  0.00029217023313     -3.99234539427/-13664.449494
current expense  0.000292163009856     -3.9922466922/-13664.449494
oper unit  0.000292149765334     -3.9920657131/-13664.449494
period technology  0.000292117590085     -3.99162605603/-13664.449494
company discontinue  0.00029197634676     -3.98969604375/-13664.449494
oil qtr  0.000291817170553     -3.98752098851/-13664.449494
item mln  0.000291698019429     -3.98589285399/-13664.449494
expense march  0.000291558457805     -3.98398582124/-13664.449494
interest rev  0.000291420573414     -3.98210170694/-13664.449494
product rev  0.000291420573414     -3.98210170694/-13664.449494
debt rev  0.000291420573414     -3.98210170694/-13664.449494
international operating  0.000291279456126     -3.98017341688/-13664.449494
international turnover  0.000291279456126     -3.98017341688/-13664.449494
net store  0.000291192787155     -3.9789891331/-13664.449494
excludes result  0.000291167433749     -3.97864269277/-13664.449494
fiscal shr  0.000291056697803     -3.97712954703/-13664.449494
shr stg  0.000291056697803     -3.97712954703/-13664.449494
dilute lt  0.000290882605932     -3.97475067744/-13664.449494
ct pretax  0.000290865139916     -3.97451201396/-13664.449494
dilute dlrs  0.000290661098088     -3.9717238947/-13664.449494
preferred year  0.000290416086189     -3.96837594198/-13664.449494
quarter stg  0.000290383497638     -3.96793063737/-13664.449494
pct technology  0.000290079392706     -3.96377521089/-13664.449494
pre-tax report  0.000290074439468     -3.96370752762/-13664.449494
report technology  0.000290074439468     -3.96370752762/-13664.449494
operating qtr  0.000289916216811     -3.96154550211/-13664.449494
profit store  0.000289892919894     -3.96122716257/-13664.449494
item net  0.000289849949401     -3.96063999443/-13664.449494
dlrs technology  0.000289740550048     -3.9591451125/-13664.449494
december expense  0.000289723094447     -3.95890659133/-13664.449494
ct expense  0.000289614124764     -3.9574175806/-13664.449494
operating shr  0.000289412075686     -3.95465669118/-13664.449494
data dividend  0.00028936308091     -3.95398720453/-13664.449494
dividend store  0.00028936308091     -3.95398720453/-13664.449494
dilute mln  0.000289298374801     -3.95310303117/-13664.449494
shrs technology  0.00028927048376     -3.95272191545/-13664.449494
shrs store  0.00028927048376     -3.95272191545/-13664.449494
expense shrs  0.00028927048376     -3.95272191545/-13664.449494
dec excludes  0.000289162305464     -3.95124371858/-13664.449494
excludes store  0.000289162305464     -3.95124371858/-13664.449494
excludes financial  0.000289162305464     -3.95124371858/-13664.449494
data item  0.000289162305464     -3.95124371858/-13664.449494
item reflect  0.00028898617396     -3.94883697855/-13664.449494
preferred prior  0.000288759094503     -3.94573406277/-13664.449494
january rev  0.000288759094503     -3.94573406277/-13664.449494
item prior  0.000288759094503     -3.94573406277/-13664.449494
avg store  0.000288727986062     -3.94530898306/-13664.449494
cent stg  0.000288556652868     -3.94296780928/-13664.449494
business ct  0.000288384136075     -3.94061046228/-13664.449494
fiscal mths  0.000288353649675     -3.94019388239/-13664.449494
debt mths  0.000288353649675     -3.94019388239/-13664.449494
investment split  0.000288312981374     -3.93963817246/-13664.449494
investment store  0.000288312981374     -3.93963817246/-13664.449494
investment item  0.000288312981374     -3.93963817246/-13664.449494
operate qtr  0.000288063393688     -3.93622769412/-13664.449494
dec sale  0.000288027668716     -3.93573953205/-13664.449494
current excludes  0.000287980008275     -3.93508827836/-13664.449494
current item  0.000287980008275     -3.93508827836/-13664.449494
loss split  0.000287884594175     -3.93378449721/-13664.449494
corp dilute  0.000287770518268     -3.93222571275/-13664.449494
mln technology  0.00028774123937     -3.93182563272/-13664.449494
dec preferred  0.00028774123937     -3.93182563272/-13664.449494
dec store  0.00028774123937     -3.93182563272/-13664.449494
cent lt  0.00028774123937     -3.93182563272/-13664.449494
pct restructuring  0.000287718458793     -3.93151434868/-13664.449494
expense pct  0.000287718458793     -3.93151434868/-13664.449494
dilute full  0.000287581626212     -3.92964460678/-13664.449494
full preferred  0.000287581626212     -3.92964460678/-13664.449494
dilute operating  0.00028738161897     -3.92691161792/-13664.449494
ct debt  0.000287174478712     -3.92408116033/-13664.449494
period resource  0.000287068512073     -3.92263318454/-13664.449494
item report  0.000286959816048     -3.92114791321/-13664.449494
restate share  0.000286894100087     -3.92024994077/-13664.449494
profit restate  0.000286778296474     -3.91866754815/-13664.449494
include turnover  0.000286611507083     -3.91638846294/-13664.449494
dilute dlr  0.000286373300397     -3.91313349971/-13664.449494
dlr store  0.000286373300397     -3.91313349971/-13664.449494
pre-tax shr  0.000286229721947     -3.91117157924/-13664.449494
debt shr  0.000286229721947     -3.91117157924/-13664.449494
earnings nil  0.000286169958771     -3.91035494833/-13664.449494
sale turnover  0.000285966050574     -3.90756865508/-13664.449494
preferred quarter  0.00028594682993     -3.90730601555/-13664.449494
billion dilute  0.000285903565013     -3.90671482428/-13664.449494
credit split  0.00028580251396     -3.90533401728/-13664.449494
january turnover  0.000285605786411     -3.90264584362/-13664.449494
loss turnover  0.000285484949547     -3.90099467439/-13664.449494
fourth turnover  0.000285408528598     -3.89995042419/-13664.449494
end item  0.000285293747337     -3.89838200144/-13664.449494
group technology  0.000285157394785     -3.89651881889/-13664.449494
month pre-tax  0.000284973390375     -3.89400449993/-13664.449494
