Topic 0
Topic coherence: -778.256214578
AVG: -1.78909474616
SD:  0.677947815648
billion ct  0.00325560755764     -2.53369681396/-778.256214578
gain jan  0.00325269058956     -2.53142666542/-778.256214578
jan profit  0.00324059140518     -2.52201039999/-778.256214578
avg company  0.00323964556496     -2.52127429396/-778.256214578
end mths  0.00322784141427     -2.51208764032/-778.256214578
lt tax  0.00322572425992     -2.51043995179/-778.256214578
company shrs  0.00320244096416     -2.49231958218/-778.256214578
jan note  0.00320242887514     -2.49231017382/-778.256214578
feb oper  0.00319291591027     -2.48490664979/-778.256214578
billion rev  0.0031893712904     -2.48214802735/-778.256214578
feb net  0.00318007320721     -2.47491173632/-778.256214578
shrs year  0.00316436860801     -2.4626895344/-778.256214578
avg year  0.00316024364817     -2.45947925877/-778.256214578
billion oper  0.00315014596252     -2.45162067215/-778.256214578
share tax  0.00312335616199     -2.43077134341/-778.256214578
corp mths  0.00312290273946     -2.4304184645/-778.256214578
avg dlrs  0.00312284702339     -2.43037510313/-778.256214578
dlr qtr  0.00311800930275     -2.42661011697/-778.256214578
dlrs shrs  0.00311244272455     -2.4222778929/-778.256214578
dlr shr  0.00308989875215     -2.40473290628/-778.256214578
quarter rev  0.0030775682937     -2.39513665036/-778.256214578
company rev  0.00304869238442     -2.37266379451/-778.256214578
jan loss  0.00303016936104     -2.35824813645/-778.256214578
ct operation  0.00303010907984     -2.35820122223/-778.256214578
corp gain  0.00302185230665     -2.35177533718/-778.256214578
dlr rev  0.00301117369308     -2.34346463981/-778.256214578
ct jan  0.00299966952706     -2.33451145111/-778.256214578
mln tax  0.00298679941013     -2.32449520263/-778.256214578
ct tax  0.00297836018483     -2.3179273231/-778.256214578
ct oper  0.00296993442424     -2.31136992255/-778.256214578
jan oper  0.00296875088972     -2.31044882945/-778.256214578
feb shr  0.00296303199691     -2.30599806559/-778.256214578
dlrs mths  0.00296263656037     -2.30569031465/-778.256214578
lt operation  0.00295843488513     -2.30242033478/-778.256214578
oper profit  0.00294594542365     -2.29270033376/-778.256214578
dlr jan  0.00293537436677     -2.28447334305/-778.256214578
quarter shr  0.00293050054068     -2.28068025761/-778.256214578
corp quarter  0.00292817265534     -2.27886856638/-778.256214578
operation shr  0.00292515781412     -2.27652224746/-778.256214578
dlr lt  0.00292294326066     -2.27479875747/-778.256214578
gain lt  0.00291678054435     -2.2700025852/-778.256214578
company shr  0.00290926164577     -2.26415095565/-778.256214578
lt quarter  0.00290454308151     -2.26047870369/-778.256214578
mths sale  0.00290390097033     -2.25997897668/-778.256214578
feb qtr  0.00288492369562     -2.2452097947/-778.256214578
end tax  0.00288436228153     -2.2447728707/-778.256214578
dlr net  0.00288386785183     -2.24438807771/-778.256214578
net oper  0.00288386785183     -2.24438807771/-778.256214578
operation shrs  0.00287952105222     -2.2410051539/-778.256214578
dlr shrs  0.00287952105222     -2.2410051539/-778.256214578
mths quarter  0.00287237769295     -2.23544579016/-778.256214578
feb rev  0.00287117971456     -2.23451345603/-778.256214578
jan quarter  0.0028711147828     -2.23446292248/-778.256214578
dlrs tax  0.00286500045345     -2.22970440767/-778.256214578
operation qtr  0.00286145411371     -2.22694444672/-778.256214578
avg lt  0.00285477218543     -2.22174419451/-778.256214578
avg dlr  0.00285227262924     -2.21979889937/-778.256214578
lt shrs  0.002843108651     -2.21266697636/-778.256214578
corp operation  0.00283618026023     -2.20727491319/-778.256214578
avg operation  0.00283479040192     -2.20619324732/-778.256214578
mln operation  0.00283124726299     -2.20343577743/-778.256214578
jan net  0.00282638563325     -2.19965218387/-778.256214578
mths tax  0.00280730435095     -2.18480205734/-778.256214578
company mths  0.00280730435095     -2.18480205734/-778.256214578
mths operation  0.00280730435095     -2.18480205734/-778.256214578
avg sale  0.00280475742467     -2.18281989613/-778.256214578
mln quarter  0.00278408880005     -2.16673441058/-778.256214578
lt mths  0.00276794547776     -2.15417076968/-778.256214578
net operation  0.00275227236501     -2.14197307228/-778.256214578
company jan  0.00275150067458     -2.14137249941/-778.256214578
jan operation  0.00275150067458     -2.14137249941/-778.256214578
sale shrs  0.00274874703213     -2.13922946006/-778.256214578
avg mln  0.00274083661402     -2.13307312801/-778.256214578
corp end  0.00273729118014     -2.13031387205/-778.256214578
dlr end  0.0027347838398     -2.12836251885/-778.256214578
gain mln  0.00272747506672     -2.12267442078/-778.256214578
dlrs operation  0.00272478592185     -2.12058157707/-778.256214578
include mths  0.00272331159987     -2.11943417683/-778.256214578
mln shrs  0.00272305191645     -2.11923207659/-778.256214578
operation rev  0.00272260373132     -2.11888327373/-778.256214578
operation year  0.00272144699114     -2.1179830335/-778.256214578
operation share  0.00272105704493     -2.11767955543/-778.256214578
end operation  0.00272074081602     -2.11743344832/-778.256214578
billion qtr  0.00271853763835     -2.11571881161/-778.256214578
include shrs  0.00271667115157     -2.11426620667/-778.256214578
mths oper  0.00271548502122     -2.11334309336/-778.256214578
oper quarter  0.00270578034834     -2.10579037138/-778.256214578
corp dlr  0.00270313836863     -2.10373423425/-778.256214578
company qtr  0.00269789584687     -2.09965420911/-778.256214578
billion jan  0.00269562561554     -2.09788738747/-778.256214578
oper qtr  0.00269278679884     -2.09567806073/-778.256214578
qtr tax  0.00268769798471     -2.09171765951/-778.256214578
avg feb  0.00268731260162     -2.09141773273/-778.256214578
operation tax  0.00268053046193     -2.08613949036/-778.256214578
avg include  0.00267753338831     -2.08380699919/-778.256214578
dlr mln  0.00267750554196     -2.0837853276/-778.256214578
mln mths  0.00267325082322     -2.08047406629/-778.256214578
feb shrs  0.00266624278426     -2.07502001642/-778.256214578
sale tax  0.00264918149828     -2.06174196458/-778.256214578
gain share  0.00262780922824     -2.0451088626/-778.256214578
tax year  0.00262559684049     -2.04338705808/-778.256214578
billion shr  0.00262253916655     -2.04100740434/-778.256214578
company operation  0.00261906861872     -2.03830642893/-778.256214578
ct quarter  0.00261294430864     -2.03354014654/-778.256214578
jan shr  0.00260996232337     -2.03121939797/-778.256214578
billion corp  0.00260581055712     -2.02798826009/-778.256214578
billion lt  0.00260048102419     -2.02384051797/-778.256214578
gain year  0.00259605705938     -2.02039753986/-778.256214578
dlr note  0.00259442437315     -2.01912689166/-778.256214578
billion feb  0.0025832735191     -2.01044867019/-778.256214578
ct end  0.00258152651151     -2.00908905068/-778.256214578
dlr year  0.00257760655322     -2.00603831878/-778.256214578
oper shr  0.00256085097404     -1.99299818515/-778.256214578
company dlr  0.00254738096807     -1.9825150693/-778.256214578
dlr sale  0.00254633271124     -1.98169925691/-778.256214578
rev tax  0.00254366257451     -1.9796212064/-778.256214578
end shr  0.00253304628106     -1.97135901005/-778.256214578
jan rev  0.00252453184067     -1.9647325939/-778.256214578
end lt  0.00252126425924     -1.96218957834/-778.256214578
avg profit  0.00251963672723     -1.96092294144/-778.256214578
jan qtr  0.00251231688053     -1.95522622526/-778.256214578
feb mths  0.00251109899557     -1.95427839873/-778.256214578
net tax  0.00250793502629     -1.95181601996/-778.256214578
dlr profit  0.00250460820636     -1.94922690168/-778.256214578
operation sale  0.00250034643168     -1.94591014906/-778.256214578
dlr share  0.0024975789874     -1.94375636834/-778.256214578
net quarter  0.00248310480654     -1.93249174714/-778.256214578
dlrs quarter  0.00248118399704     -1.9309968652/-778.256214578
profit shrs  0.00247506842525     -1.92623738346/-778.256214578
shr tax  0.00247166511202     -1.92358873378/-778.256214578
end qtr  0.00246875596699     -1.92132467358/-778.256214578
dlrs gain  0.00246647497753     -1.91954947936/-778.256214578
dlr dlrs  0.00244986829873     -1.90662522838/-778.256214578
avg jan  0.00244789327583     -1.90508815454/-778.256214578
dlrs profit  0.00244574994941     -1.90342009743/-778.256214578
jan shrs  0.00244463291193     -1.90255075607/-778.256214578
quarter shrs  0.00244463291193     -1.90255075607/-778.256214578
note operation  0.00244081795356     -1.89958174101/-778.256214578
avg quarter  0.002422448407     -1.88528552724/-778.256214578
ct gain  0.00241305627085     -1.87797603892/-778.256214578
oper rev  0.00240956789801     -1.87526119107/-778.256214578
qtr quarter  0.00240199165729     -1.86936493465/-778.256214578
loss oper  0.00239885233522     -1.86692173774/-778.256214578
avg end  0.00239749764465     -1.86586744138/-778.256214578
quarter year  0.00239042232238     -1.86036102786/-778.256214578
quarter share  0.00238997561996     -1.86001337892/-778.256214578
mths profit  0.00238350086859     -1.85497436344/-778.256214578
end rev  0.0023809492565     -1.85298855546/-778.256214578
jan mths  0.00237950350875     -1.8518633933/-778.256214578
end share  0.00237934170641     -1.85173746962/-778.256214578
dlr loss  0.00237202622753     -1.84604415272/-778.256214578
end shrs  0.00235852924963     -1.83554004579/-778.256214578
note oper  0.00235760812351     -1.83482317366/-778.256214578
avg billion  0.00234900419573     -1.8281271134/-778.256214578
oper tax  0.00234234999191     -1.82294843792/-778.256214578
dlr operation  0.00233467646213     -1.81697646568/-778.256214578
billion loss  0.00233023640164     -1.81352096101/-778.256214578
include quarter  0.00232567411561     -1.80997033356/-778.256214578
company ct  0.00231861120171     -1.80447357692/-778.256214578
oper operation  0.00231411724134     -1.80097612433/-778.256214578
quarter sale  0.00230946495648     -1.79735545473/-778.256214578
dlr quarter  0.00230227454104     -1.79175946923/-778.256214578
billion shrs  0.00230037797407     -1.7902834542/-778.256214578
include operation  0.00229192182899     -1.78370240674/-778.256214578
note quarter  0.00228746645389     -1.78023498338/-778.256214578
avg oper  0.00227953193164     -1.77405989213/-778.256214578
oper shrs  0.00227783487153     -1.77273914455/-778.256214578
end quarter  0.00227648368459     -1.77168757491/-778.256214578
end note  0.00226359721234     -1.7616585978/-778.256214578
avg tax  0.002257184866     -1.75666814942/-778.256214578
billion share  0.00224219766892     -1.74500427015/-778.256214578
dlr tax  0.00224031832661     -1.74354166032/-778.256214578
lt profit  0.00223967363368     -1.74303992403/-778.256214578
dlrs rev  0.00222352956525     -1.73047570245/-778.256214578
billion mths  0.00221934745362     -1.72722094809/-778.256214578
dlrs end  0.00221835189315     -1.72644614697/-778.256214578
gain mths  0.00221752357271     -1.72580150144/-778.256214578
dlr include  0.00221346404656     -1.72264214998/-778.256214578
end mln  0.00221092169303     -1.72066354754/-778.256214578
gain net  0.00219761250825     -1.71030559178/-778.256214578
operation profit  0.00218834594603     -1.70309383214/-778.256214578
profit quarter  0.0021767175962     -1.69404399662/-778.256214578
gain sale  0.00217408471321     -1.69199493907/-778.256214578
end gain  0.00217274817526     -1.69095477011/-778.256214578
loss mths  0.00217092385461     -1.68953498123/-778.256214578
include lt  0.00216106409455     -1.68186156169/-778.256214578
end include  0.00216083181971     -1.68168079235/-778.256214578
gain profit  0.00215947003674     -1.68062097629/-778.256214578
rev share  0.00215805101519     -1.67951661395/-778.256214578
share shr  0.00214874520007     -1.6722743055/-778.256214578
end net  0.00214456871856     -1.66902393281/-778.256214578
shrs tax  0.00214022191894     -1.66564100899/-778.256214578
avg loss  0.00213069686505     -1.6582280766/-778.256214578
gain qtr  0.00212506534155     -1.65384530845/-778.256214578
include tax  0.00212272584763     -1.65202458276/-778.256214578
dlr gain  0.00212099928025     -1.65068087097/-778.256214578
mln profit  0.00211940902771     -1.64944324705/-778.256214578
billion company  0.00211931571104     -1.64937062277/-778.256214578
share shrs  0.00211045401109     -1.64247394971/-778.256214578
loss tax  0.00210888099488     -1.64124974007/-778.256214578
gain shr  0.00210576715063     -1.63882637143/-778.256214578
loss shrs  0.00210456191892     -1.63788839237/-778.256214578
billion net  0.00208457933062     -1.62233681883/-778.256214578
rev year  0.0020803858602     -1.61907322442/-778.256214578
billion note  0.0020700377895     -1.61101977409/-778.256214578
avg share  0.00206228171651     -1.60498356208/-778.256214578
operation quarter  0.00206194424471     -1.60472092256/-778.256214578
ct shrs  0.00206053470892     -1.60362394257/-778.256214578
note tax  0.00205319713052     -1.59791342658/-778.256214578
avg ct  0.00204408745861     -1.5908237678/-778.256214578
ct profit  0.00203594211351     -1.58448460236/-778.256214578
ct sale  0.00203391381966     -1.58290607006/-778.256214578
avg note  0.0020332754309     -1.58240924005/-778.256214578
billion operation  0.0020314803741     -1.58101222594/-778.256214578
gain rev  0.00203126561257     -1.58084508644/-778.256214578
mths note  0.00202342922267     -1.5747463673/-778.256214578
note shrs  0.00201690675239     -1.56967021427/-778.256214578
end sale  0.00201325960111     -1.56683179612/-778.256214578
company net  0.00201013361978     -1.56439898173/-778.256214578
ct include  0.00200386746496     -1.5595223078/-778.256214578
corp year  0.00200280149934     -1.55869271343/-778.256214578
qtr share  0.00199724639665     -1.55436942024/-778.256214578
billion mln  0.00199706817577     -1.55423071873/-778.256214578
billion gain  0.0019923996537     -1.55059741241/-778.256214578
billion sale  0.00198943251516     -1.54828821841/-778.256214578
loss operation  0.00198917074931     -1.54808449751/-778.256214578
gain shrs  0.00197998744068     -1.54093753049/-778.256214578
profit year  0.00196326226009     -1.52792105476/-778.256214578
include mln  0.00195752893652     -1.52345906006/-778.256214578
ct mths  0.00194580379646     -1.51433389694/-778.256214578
loss lt  0.00194474999799     -1.51351377174/-778.256214578
avg gain  0.00194414903269     -1.51304606676/-778.256214578
loss quarter  0.00193892672262     -1.50898177149/-778.256214578
end loss  0.00193514196617     -1.50603626126/-778.256214578
end profit  0.00193475409483     -1.50573439798/-778.256214578
profit tax  0.00193475409483     -1.50573439798/-778.256214578
gain oper  0.0019326249744     -1.50407739678/-778.256214578
gain operation  0.00191810590595     -1.49277784152/-778.256214578
lt sale  0.00191433617843     -1.48984402765/-778.256214578
dlrs loss  0.00188894148871     -1.47008045256/-778.256214578
gain loss  0.0018832936227     -1.46568496574/-778.256214578
loss mln  0.00187848621341     -1.46194356959/-778.256214578
end year  0.00187699336615     -1.46078175192/-778.256214578
avg net  0.00187496612987     -1.45920404269/-778.256214578
net shrs  0.00187114194881     -1.45622785002/-778.256214578
quarter tax  0.00186821895201     -1.45395300959/-778.256214578
billion include  0.00186639720331     -1.45253522235/-778.256214578
lt rev  0.00186549489814     -1.45183299774/-778.256214578
sale year  0.00185742179793     -1.44555005733/-778.256214578
include year  0.00185592856837     -1.44438794215/-778.256214578
company note  0.00185226030249     -1.44153309143/-778.256214578
share year  0.00184848833979     -1.43859753801/-778.256214578
billion end  0.00184061729995     -1.43247185235/-778.256214578
billion quarter  0.00182139166243     -1.41750938047/-778.256214578
mln rev  0.00181269265819     -1.41073932636/-778.256214578
ct share  0.00180947771296     -1.40823727525/-778.256214578
dlrs include  0.00179390881472     -1.39612068344/-778.256214578
mths net  0.00178618788505     -1.39011182194/-778.256214578
gain include  0.00178048340786     -1.38567227712/-778.256214578
dlrs sale  0.00177791625737     -1.38367437629/-778.256214578
company gain  0.00177480955657     -1.38125656709/-778.256214578
billion profit  0.00177280136187     -1.37969367709/-778.256214578
note profit  0.00176915436841     -1.37685538176/-778.256214578
mln sale  0.00176154465622     -1.37093307596/-778.256214578
sale shr  0.00175957742695     -1.36940206756/-778.256214578
lt note  0.00175716283542     -1.36752289669/-778.256214578
include sale  0.00175572539871     -1.36640420264/-778.256214578
billion dlrs  0.00175489484585     -1.36575781971/-778.256214578
billion year  0.00175273543619     -1.36407724573/-778.256214578
gain note  0.00175051265862     -1.36234735527/-778.256214578
net share  0.00174399781142     -1.35727713495/-778.256214578
gain tax  0.00174292395301     -1.35644139797/-778.256214578
note sale  0.00172953384344     -1.34602046198/-778.256214578
include net  0.00172681942873     -1.34390795186/-778.256214578
dlrs note  0.00171470075707     -1.33447652033/-778.256214578
company loss  0.00171353209384     -1.33356700091/-778.256214578
profit qtr  0.00171349484103     -1.33353800868/-778.256214578
loss share  0.00170402583184     -1.32616869343/-778.256214578
corp note  0.00170378300393     -1.3259797111/-778.256214578
loss year  0.00170011702744     -1.32312664212/-778.256214578
include qtr  0.00169929664257     -1.32248817249/-778.256214578
qtr sale  0.00169225594613     -1.31700870673/-778.256214578
note year  0.0016830457385     -1.3098408054/-778.256214578
include shr  0.00167020960481     -1.29985100459/-778.256214578
corp profit  0.00165572579361     -1.28857888851/-778.256214578
net sale  0.00165223811661     -1.28586458221/-778.256214578
loss sale  0.00165144639974     -1.28524842364/-778.256214578
profit shr  0.00164634036327     -1.28127461902/-778.256214578
gain quarter  0.00164590249518     -1.28093384546/-778.256214578
mln note  0.00163623242831     -1.27340805582/-778.256214578
corp mln  0.00163433865658     -1.27193421621/-778.256214578
qtr shrs  0.00163280046293     -1.27073710744/-778.256214578
avg shr  0.0016132670672     -1.25553512082/-778.256214578
mln share  0.00161089904478     -1.25369219266/-778.256214578
avg qtr  0.00160626064398     -1.25008232841/-778.256214578
shr shrs  0.00160179445628     -1.24660649008/-778.256214578
corp net  0.00160171863137     -1.24654747887/-778.256214578
corp shr  0.00159989227401     -1.24512610491/-778.256214578
company tax  0.00159775219592     -1.24346057583/-778.256214578
sale share  0.00159225674933     -1.23918371037/-778.256214578
corp loss  0.00157783383946     -1.22795899113/-778.256214578
company year  0.0015706993187     -1.22240650601/-778.256214578
rev shrs  0.00156009465972     -1.21415336426/-778.256214578
corp include  0.00155530241282     -1.21042376833/-778.256214578
include rev  0.00155413212519     -1.2095129847/-778.256214578
corp rev  0.00155413212519     -1.2095129847/-778.256214578
profit rev  0.00155116120158     -1.20720084494/-778.256214578
net profit  0.00154567889128     -1.20293420288/-778.256214578
include profit  0.00154488781677     -1.20231854423/-778.256214578
corp ct  0.00153472400585     -1.19440849521/-778.256214578
avg rev  0.00153055487861     -1.19116384603/-778.256214578
mths shr  0.00152782157853     -1.18903663825/-778.256214578
corp sale  0.00151771266735     -1.18116931531/-778.256214578
note share  0.00151228362831     -1.17694413194/-778.256214578
corp qtr  0.00151135028807     -1.17621775409/-778.256214578
profit sale  0.00150652903134     -1.17246558108/-778.256214578
company mln  0.00150142086125     -1.16849011597/-778.256214578
company include  0.00149504009637     -1.16352424605/-778.256214578
mln qtr  0.00148699766189     -1.15726517143/-778.256214578
billion tax  0.00148396782044     -1.15490717849/-778.256214578
lt qtr  0.00148212915312     -1.15347622422/-778.256214578
mths qtr  0.00144401992127     -1.1238174777/-778.256214578
corp dlrs  0.00143638566152     -1.11787606761/-778.256214578
profit share  0.00143308482007     -1.11530716724/-778.256214578
mths rev  0.00143220670524     -1.11462376891/-778.256214578
ct loss  0.00141789194642     -1.1034832189/-778.256214578
include share  0.0014132333263     -1.09985761884/-778.256214578
mths shrs  0.00139279230805     -1.08394926936/-778.256214578
avg mths  0.00138889056242     -1.08091271157/-778.256214578
company end  0.00138090977999     -1.07470161805/-778.256214578
lt share  0.00138088138884     -1.07467952246/-778.256214578
lt year  0.00137531224216     -1.07034529944/-778.256214578
billion dlr  0.00136678940111     -1.06371234543/-778.256214578
dlrs share  0.00135381007839     -1.05361110686/-778.256214578
corp share  0.00134600790699     -1.04753901848/-778.256214578
company profit  0.00132724435791     -1.03293616981/-778.256214578
include loss  0.00132650775386     -1.03236290313/-778.256214578
include note  0.00130763922264     -1.01767835144/-778.256214578
ct year  0.0013073443713     -1.01744888156/-778.256214578
lt shr  0.00128645585172     -1.00119226138/-778.256214578
qtr year  0.00128115362702     -0.997065772059/-778.256214578
company dlrs  0.00127622228441     -0.993227924022/-778.256214578
mln shr  0.00127442430778     -0.991828637541/-778.256214578
ct mln  0.00127228098137     -0.990160580441/-778.256214578
corp lt  0.00127156133762     -0.989600513218/-778.256214578
company lt  0.00122020219961     -0.949629944888/-778.256214578
company sale  0.00120051625657     -0.934309237377/-778.256214578
ct note  0.00119391130789     -0.929168895021/-778.256214578
loss net  0.00114094389882     -0.88794667974/-778.256214578
note rev  0.00112626538316     -0.876523033709/-778.256214578
loss qtr  0.0011051221376     -0.860068171458/-778.256214578
company corp  0.00107491048344     -0.836555763855/-778.256214578
ct dlrs  0.00106847781983     -0.831549503419/-778.256214578
ct rev  0.00106847781983     -0.831549503419/-778.256214578
loss shr  0.0010600319402     -0.824976445114/-778.256214578
lt net  0.00105170645217     -0.818497082316/-778.256214578
company quarter  0.00103177223578     -0.802983154524/-778.256214578
shr year  0.00101102985776     -0.786840269923/-778.256214578
loss rev  0.000976421420142     -0.759906038272/-778.256214578
mln year  0.000969103080646     -0.754210495079/-778.256214578
net note  0.000962489547803     -0.749063472044/-778.256214578
ct lt  0.000960466547129     -0.747489059197/-778.256214578
loss note  0.000941070527885     -0.732393986682/-778.256214578
dlrs lt  0.000913497404635     -0.710935032158/-778.256214578
note qtr  0.000902611818068     -0.702463256763/-778.256214578
net rev  0.000899125693308     -0.699750158503/-778.256214578
net year  0.000870767601366     -0.677680297216/-778.256214578
dlrs shr  0.000866785556995     -0.674581246437/-778.256214578
loss profit  0.000864917138749     -0.673127138327/-778.256214578
dlrs year  0.000846353124764     -0.658679579075/-778.256214578
dlrs qtr  0.000840824728204     -0.654377070095/-778.256214578
note shr  0.000795731013311     -0.619282606241/-778.256214578
company share  0.000781796897677     -0.608438294154/-778.256214578
dlrs net  0.00077617070952     -0.604059678257/-778.256214578
qtr rev  0.000756767043368     -0.588958654488/-778.256214578
lt mln  0.000715733435075     -0.557023993828/-778.256214578
dlrs mln  0.000645369033887     -0.502262461318/-778.256214578
ct qtr  0.000643395695208     -0.500726698228/-778.256214578
rev shr  0.000642582840469     -0.500094088976/-778.256214578
net qtr  0.000568364500451     -0.442333204621/-778.256214578
ct net  0.000396180871187     -0.308330225098/-778.256214578
net shr  0.000335250164927     -0.260910524292/-778.256214578
mln net  0.000303296592167     -0.236042457714/-778.256214578
qtr shr  0.000297300305494     -0.231375810346/-778.256214578
ct shr  0.000144655949908     -0.112579391992/-778.256214578
avg shrs  4.44120082919e-05     -0.0345639214551/-778.256214578

Topic 1
Topic coherence: -919.292289904
AVG: -2.11331560897
SD:  0.934574074161
effective qtly  0.00590122431903     -5.42495001748/-919.292289904
div effective  0.00574703365487     -5.28320372874/-919.292289904
dlrs regular  0.00571105550593     -5.25012929381/-919.292289904
board div  0.00499303279119     -4.59005654818/-919.292289904
company regular  0.00497517925753     -4.57364393234/-919.292289904
regular share  0.00480444236897     -4.41668682708/-919.292289904
pct regular  0.00479835138115     -4.41108742894/-919.292289904
raise regular  0.00477276581479     -4.38756681505/-919.292289904
board qtly  0.00470616122459     -4.32633772881/-919.292289904
corp regular  0.0043700829053     -4.01738352109/-919.292289904
lt regular  0.00436256107452     -4.01046876004/-919.292289904
regular stock  0.0043488717788     -3.99788429603/-919.292289904
holder qtly  0.00426509899383     -3.92087262071/-919.292289904
declare div  0.00423903192751     -3.89690936762/-919.292289904
div holder  0.00423903192751     -3.89690936762/-919.292289904
div split  0.00415196200584     -3.81686665994/-919.292289904
corp payout  0.0041517946659     -3.81671282562/-919.292289904
corp declare  0.0041517946659     -3.81671282562/-919.292289904
effective payable  0.00415117289206     -3.81614123372/-919.292289904
holder increase  0.00412052880064     -3.78797035676/-919.292289904
effective record  0.00410073764242     -3.76977649759/-919.292289904
effective prior  0.00408094149111     -3.75157804833/-919.292289904
regular shareholder  0.00407037297891     -3.74186249654/-919.292289904
declare qtly  0.00404681075443     -3.72020192524/-919.292289904
regular split  0.00404291023639     -3.71661620909/-919.292289904
declare prior  0.00401876495111     -3.69441963449/-919.292289904
effective payout  0.00390672711759     -3.59142411796/-919.292289904
holder prior  0.00390415448737     -3.58905911883/-919.292289904
ct holder  0.00389496112126     -3.58060772825/-919.292289904
dlrs holder  0.00387477224946     -3.56204825406/-919.292289904
pct qtly  0.00386509043925     -3.55314784058/-919.292289904
increase qtly  0.00386509043925     -3.55314784058/-919.292289904
dividend effective  0.00380945442407     -3.50200208078/-919.292289904
declare lt  0.00379704402951     -3.49059330076/-919.292289904
declare effective  0.0037796736559     -3.47462485022/-919.292289904
ct regular  0.00376403031332     -3.460244046/-919.292289904
effective share  0.0037620590688     -3.45843189611/-919.292289904
declare raise  0.0037521223819     -3.44929717646/-919.292289904
effective regular  0.00374941455592     -3.44680789291/-919.292289904
effective lt  0.00372867850056     -3.4277453971/-919.292289904
effective set  0.00372263282869     -3.42218765755/-919.292289904
company qtly  0.00370942629933     -3.41004699694/-919.292289904
qtly split  0.00370942629933     -3.41004699694/-919.292289904
board regular  0.00367623651585     -3.37953588488/-919.292289904
prior split  0.00366142042578     -3.36591556752/-919.292289904
holder lt  0.00365916437249     -3.36384159512/-919.292289904
ct declare  0.00364717928585     -3.35282379738/-919.292289904
holder pct  0.00364112839095     -3.34726125635/-919.292289904
corp holder  0.00364052786381     -3.34670919638/-919.292289904
board ct  0.00363715347011     -3.34360714227/-919.292289904
company declare  0.00362862781835     -3.33576957634/-919.292289904
corp split  0.00361608204163     -3.32423634053/-919.292289904
dlrs effective  0.00361570737279     -3.32389191036/-919.292289904
effective pay  0.00359521509906     -3.30505352111/-919.292289904
april effective  0.00358518928332     -3.295836866/-919.292289904
effective quarterly  0.00357783930058     -3.28908008354/-919.292289904
qtly shareholder  0.00357327467016     -3.28488385399/-919.292289904
lt payout  0.00356020588104     -3.27286981691/-919.292289904
effective stock  0.00354001257009     -3.25430626185/-919.292289904
holder raise  0.00353814224043     -3.25258688221/-919.292289904
ct effective  0.00353256882211     -3.24746328172/-919.292289904
