Topic 0
Topic coherence: -4297.71018531
AVG: -2.42808485046
SD:  0.779030263797
extraordinary split  0.000769453164501     -3.30688670219/-4297.71018531
adjust extraordinary  0.000769453164501     -3.30688670219/-4297.71018531
exclude lt  0.000767688590371     -3.29930307398/-4297.71018531
oper split  0.000767599114482     -3.29891853254/-4297.71018531
adjust oper  0.000767599114482     -3.29891853254/-4297.71018531
full split  0.000766374580426     -3.29365584006/-4297.71018531
discontinue lt  0.000765620291897     -3.29041412656/-4297.71018531
exclude split  0.00076451979144     -3.28568449454/-4297.71018531
adjust result  0.000764475818645     -3.28549551221/-4297.71018531
income mths  0.000763991568634     -3.28341434601/-4297.71018531
corp reflect  0.000763371909024     -3.28075122859/-4297.71018531
company prior  0.000762615561985     -3.27750066822/-4297.71018531
mln split  0.000762316729193     -3.27621637148/-4297.71018531
jan year  0.000762086930063     -3.27522876142/-4297.71018531
adjust ct  0.0007615174008     -3.2727810897/-4297.71018531
adjust mln  0.000761048704005     -3.27076676672/-4297.71018531
adjust report  0.000761000673858     -3.27056034706/-4297.71018531
net pretax  0.000760286913958     -3.26749281387/-4297.71018531
lt reflect  0.000758522685735     -3.25991067227/-4297.71018531
discontinue result  0.000758100569266     -3.25809653802/-4297.71018531
excludes pretax  0.000758100569266     -3.25809653802/-4297.71018531
excludes split  0.000758100569266     -3.25809653802/-4297.71018531
earnings rev  0.000756818571278     -3.25258688221/-4297.71018531
cost prior  0.000756818571278     -3.25258688221/-4297.71018531
adjust mths  0.000755529470772     -3.24704670183/-4297.71018531
quarter split  0.00075482330317     -3.24401179814/-4297.71018531
fiscal net  0.000754026032754     -3.24058536095/-4297.71018531
jan march  0.000753886290229     -3.23998478808/-4297.71018531
ct investment  0.000753695419012     -3.23916447891/-4297.71018531
adjust dec  0.000753582329315     -3.23867845216/-4297.71018531
dec full  0.000753074843735     -3.23649742622/-4297.71018531
corp oper  0.000751313146187     -3.22892616072/-4297.71018531
asset split  0.000750520679271     -3.22552036759/-4297.71018531
discontinue dlr  0.000749233005558     -3.21998631915/-4297.71018531
cost oper  0.000748974613475     -3.21887582487/-4297.71018531
adjust rev  0.00074865345118     -3.2174955624/-4297.71018531
fiscal prior  0.00074865345118     -3.2174955624/-4297.71018531
dlrs jan  0.000748586486536     -3.21720776777/-4297.71018531
earnings pretax  0.000748586486536     -3.21720776777/-4297.71018531
march split  0.000748475474107     -3.21673066852/-4297.71018531
investment mths  0.000747364350674     -3.21195538202/-4297.71018531
gain split  0.000746636080764     -3.20882548901/-4297.71018531
dec note  0.000745687917318     -3.20475055732/-4297.71018531
income shr  0.000743877751555     -3.19697098948/-4297.71018531
period pretax  0.000743813808592     -3.19669618116/-4297.71018531
feb include  0.000742830364557     -3.19246962371/-4297.71018531
company reflect  0.000741639020267     -3.18734957122/-4297.71018531
feb profit  0.000741022134055     -3.18469837307/-4297.71018531
adjust full  0.000740494372056     -3.18243020495/-4297.71018531
discontinue mln  0.000740486789255     -3.18239761627/-4297.71018531
adjust net  0.000740040928715     -3.18048143688/-4297.71018531
company split  0.000739641737221     -3.17876582753/-4297.71018531
excludes feb  0.000739476068259     -3.17805383035/-4297.71018531
feb nil  0.000739476068259     -3.17805383035/-4297.71018531
avg dec  0.000739476068259     -3.17805383035/-4297.71018531
feb fiscal  0.000739476068259     -3.17805383035/-4297.71018531
adjust sale  0.000738439620905     -3.17359948/-4297.71018531
end exclude  0.000738413244667     -3.17348612257/-4297.71018531
corp jan  0.000737622018241     -3.1700856607/-4297.71018531
extraordinary lt  0.000737528926803     -3.16968558068/-4297.71018531
fiscal mln  0.000735901772995     -3.16269254519/-4297.71018531
earnings shr  0.000734379206339     -3.15614899496/-4297.71018531
feb tax  0.000733647208576     -3.15300308072/-4297.71018531
income qtr  0.000732429642307     -3.14777033376/-4297.71018531
income split  0.000732366545513     -3.14749916203/-4297.71018531
adjust income  0.000732366545513     -3.14749916203/-4297.71018531
pretax shr  0.000732063942996     -3.14619866411/-4297.71018531
oper reflect  0.000731731018873     -3.14476785271/-4297.71018531
asset discontinue  0.00072957321009     -3.13549421593/-4297.71018531
discontinue split  0.00072957321009     -3.13549421593/-4297.71018531
full pretax  0.000728559343361     -3.13113691056/-4297.71018531
pretax reflect  0.000728305184901     -3.13004461116/-4297.71018531
adjust pretax  0.000728305184901     -3.13004461116/-4297.71018531
discontinue year  0.000727668571519     -3.12730863134/-4297.71018531
investment qtr  0.000727200612222     -3.12529747791/-4297.71018531
group qtr  0.000727200612222     -3.12529747791/-4297.71018531
income stock  0.000725196616242     -3.11668488397/-4297.71018531
income shrs  0.000725147522024     -3.11647389125/-4297.71018531
full shrs  0.000725147522024     -3.11647389125/-4297.71018531
dec shrs  0.000725147522024     -3.11647389125/-4297.71018531
adjust march  0.000724792468525     -3.11494797421/-4297.71018531
excludes jan  0.000724763074014     -3.11482164512/-4297.71018531
corp income  0.000724691911566     -3.11451580954/-4297.71018531
nil qtr  0.000724629513728     -3.11424764172/-4297.71018531
exclude feb  0.000723422665747     -3.10906095886/-4297.71018531
avg investment  0.000723422665747     -3.10906095886/-4297.71018531
result split  0.00072313259875     -3.10781433497/-4297.71018531
feb lt  0.000722511971644     -3.10514705954/-4297.71018531
excludes group  0.000722232473657     -3.10394585819/-4297.71018531
adjust excludes  0.000722232473657     -3.10394585819/-4297.71018531
cost excludes  0.000722232473657     -3.10394585819/-4297.71018531
billion exclude  0.000721859286654     -3.10234200861/-4297.71018531
dec net  0.000721416427708     -3.10043872921/-4297.71018531
adjust earnings  0.000721180488789     -3.09942473211/-4297.71018531
discontinue share  0.000720134875004     -3.0949309871/-4297.71018531
adjust tax  0.00071954094752     -3.0923784589/-4297.71018531
investment shr  0.000718636253567     -3.08849034649/-4297.71018531
fiscal split  0.000718523915415     -3.08800754966/-4297.71018531
current dividend  0.000718473392768     -3.08779041797/-4297.71018531
dec split  0.000717714233706     -3.08452777234/-4297.71018531
dec report  0.000717714233706     -3.08452777234/-4297.71018531
cost dec  0.000717714233706     -3.08452777234/-4297.71018531
charge end  0.000717562104216     -3.08387396388/-4297.71018531
dlrs extraordinary  0.000717516128865     -3.08367637514/-4297.71018531
mths nil  0.000717299100596     -3.08274365054/-4297.71018531
dec mths  0.000717299100596     -3.08274365054/-4297.71018531
adjust shr  0.000716471753808     -3.07918795382/-4297.71018531
net nil  0.000716107861801     -3.07762405144/-4297.71018531
oper pretax  0.00071567761636     -3.07577498123/-4297.71018531
adjust year  0.00071493506988     -3.07258373165/-4297.71018531
feb loss  0.000714869516408     -3.07230200183/-4297.71018531
discontinue sale  0.000714856715151     -3.07224698574/-4297.71018531
dec profit  0.000714652583662     -3.07136968776/-4297.71018531
charge corp  0.000714439942984     -3.07045581975/-4297.71018531
exclude mln  0.000714241302872     -3.06960212212/-4297.71018531
discontinue dlrs  0.000713908583017     -3.06817218861/-4297.71018531
dlr extraordinary  0.000713364909948     -3.06583563932/-4297.71018531
pretax result  0.000712554320523     -3.0623519609/-4297.71018531
pretax sale  0.000712070070512     -3.06027079469/-4297.71018531
nil note  0.000711988356009     -3.05991960944/-4297.71018531
lt split  0.000711648718433     -3.05845994557/-4297.71018531
full prior  0.000711641952551     -3.05843086777/-4297.71018531
ct reflect  0.000711593185724     -3.05822128208/-4297.71018531
adjust industry  0.000711550110416     -3.05803615689/-4297.71018531
earnings jan  0.000711463337323     -3.05766323128/-4297.71018531
jan pretax  0.000711463337323     -3.05766323128/-4297.71018531
adjust jan  0.000711463337323     -3.05766323128/-4297.71018531
oper share  0.000711435467538     -3.05754345503/-4297.71018531
charge lt  0.000710833719189     -3.05495731502/-4297.71018531
investment shrs  0.000710130566865     -3.05193537011/-4297.71018531
discontinue period  0.000709020458756     -3.04716444719/-4297.71018531
loss pretax  0.000708405710588     -3.04452243772/-4297.71018531
dec extraordinary  0.000708405710588     -3.04452243772/-4297.71018531
net split  0.000707520833979     -3.04071949451/-4297.71018531
exclude result  0.000707440223534     -3.04037305418/-4297.71018531
adjust qtr  0.000707385919126     -3.04013966957/-4297.71018531
note pretax  0.000706817431068     -3.03769647265/-4297.71018531
fiscal gain  0.000706649611338     -3.03697523209/-4297.71018531
ct excludes  0.00070526131076     -3.03100871856/-4297.71018531
end feb  0.000704631997541     -3.02830411272/-4297.71018531
dlrs prior  0.000704553270828     -3.02796576813/-4297.71018531
dlrs reflect  0.000704553270828     -3.02796576813/-4297.71018531
billion extraordinary  0.000704178730335     -3.02635610163/-4297.71018531
ct group  0.00070370490331     -3.02431973041/-4297.71018531
cost split  0.000703506960256     -3.02346902853/-4297.71018531
extraordinary mln  0.000703135062395     -3.0218707193/-4297.71018531
adjust share  0.000703049621371     -3.02150351854/-4297.71018531
mln prior  0.000702151204497     -3.01764238319/-4297.71018531
income lt  0.000702052222448     -3.01721698703/-4297.71018531
investment rev  0.000701596563262     -3.0152586959/-4297.71018531
feb sale  0.000701245698084     -3.01375077906/-4297.71018531
full sale  0.000701245698084     -3.01375077906/-4297.71018531
avg full  0.000701245698084     -3.01375077906/-4297.71018531
include pretax  0.000700995735723     -3.01267651327/-4297.71018531
fiscal pretax  0.000700899187154     -3.01226157551/-4297.71018531
adjust gain  0.00070060558201     -3.01099974568/-4297.71018531
dec shr  0.000699844535847     -3.00772898984/-4297.71018531
dlrs full  0.000698891627858     -3.00363366747/-4297.71018531
investment prior  0.00069834221586     -3.00127245393/-4297.71018531
ct extraordinary  0.00069758133816     -2.99800242209/-4297.71018531
adjust current  0.000697305893267     -2.99681863977/-4297.71018531
full nil  0.000696039248624     -2.99137496819/-4297.71018531
adjust billion  0.000695817996903     -2.99042409241/-4297.71018531
credit nil  0.000695496707903     -2.9890432854/-4297.71018531
feb mln  0.000694426609776     -2.98444431378/-4297.71018531
discontinue feb  0.000694299449532     -2.98389781591/-4297.71018531
asset avg  0.000694299449532     -2.98389781591/-4297.71018531
lt oper  0.000693590124586     -2.98084934286/-4297.71018531
reflect sale  0.000693445569505     -2.98022808702/-4297.71018531
asset ct  0.000693092156223     -2.97870921915/-4297.71018531
asset month  0.000692860532623     -2.97771376805/-4297.71018531
exclude nil  0.000692352308076     -2.97552956624/-4297.71018531
exclude pretax  0.000692352308076     -2.97552956624/-4297.71018531
industry prior  0.000691966966481     -2.97387347974/-4297.71018531
rev split  0.000691966966481     -2.97387347974/-4297.71018531
ct current  0.000691614804935     -2.97235999148/-4297.71018531
dlrs exclude  0.000691189864128     -2.97053371904/-4297.71018531
asset excludes  0.000691162115986     -2.97041446557/-4297.71018531
fiscal share  0.000691011658789     -2.96976784414/-4297.71018531
excludes profit  0.00069096957808     -2.96958699345/-4297.71018531
group mths  0.000690677865975     -2.96833329937/-4297.71018531
shr split  0.000690025271013     -2.96552863535/-4297.71018531
full lt  0.000689100942649     -2.96155613993/-4297.71018531
exclude share  0.000689064517333     -2.96139959447/-4297.71018531
fiscal investment  0.000688461713767     -2.95880891945/-4297.71018531
exclude year  0.000687682102093     -2.95545837442/-4297.71018531
adjust discontinue  0.000687150257184     -2.95317265914/-4297.71018531
cost discontinue  0.000687150257184     -2.95317265914/-4297.71018531
dec loss  0.000687099668632     -2.9529552442/-4297.71018531
jan nil  0.000686947836948     -2.95230271563/-4297.71018531
group jan  0.000686947836948     -2.95230271563/-4297.71018531
month oper  0.000686554400146     -2.95061183827/-4297.71018531
march oper  0.000686554400146     -2.95061183827/-4297.71018531
group oper  0.000686554400146     -2.95061183827/-4297.71018531
exclude sale  0.000685898463173     -2.94779281126/-4297.71018531
ct income  0.000685797450779     -2.94735868927/-4297.71018531
ct report  0.000685797450779     -2.94735868927/-4297.71018531
nil rev  0.000685761744181     -2.94720523266/-4297.71018531
group rev  0.000685761744181     -2.94720523266/-4297.71018531
mln reflect  0.000685118086658     -2.94443897917/-4297.71018531
industry reflect  0.000684672335475     -2.94252326977/-4297.71018531
dividend dlrs  0.000683734881739     -2.9384943653/-4297.71018531
asset shrs  0.000682724569118     -2.93415233446/-4297.71018531
adjust quarter  0.000682655819805     -2.93385686984/-4297.71018531
charge company  0.000681829239731     -2.93030446823/-4297.71018531
nil tax  0.000681725710454     -2.9298595294/-4297.71018531
cost dividend  0.000681638072765     -2.92948288801/-4297.71018531
credit share  0.000681434914263     -2.92860977165/-4297.71018531
avg march  0.000680999712841     -2.92673940207/-4297.71018531
dividend end  0.000680746218921     -2.92564995866/-4297.71018531
group shr  0.000680603658199     -2.925037274/-4297.71018531
excludes net  0.000680489827523     -2.92454806274/-4297.71018531
prior year  0.000680447880675     -2.92436778735/-4297.71018531
ct exclude  0.000680121997556     -2.92296723615/-4297.71018531
industry rev  0.000679717714853     -2.92122974626/-4297.71018531
prior share  0.000679565972117     -2.92057759995/-4297.71018531
fiscal include  0.000678551163607     -2.91621624708/-4297.71018531
earnings mths  0.000678428614347     -2.91568956588/-4297.71018531
current mths  0.000678428614347     -2.91568956588/-4297.71018531
reflect share  0.000677711922098     -2.9126094303/-4297.71018531
cost net  0.000677506683506     -2.91172737431/-4297.71018531
dlr fiscal  0.000677496814339     -2.9116849595/-4297.71018531
dlrs fiscal  0.000676511355642     -2.90744974362/-4297.71018531
fiscal profit  0.000676422213487     -2.90706663647/-4297.71018531
include oper  0.000675891911277     -2.90478755126/-4297.71018531
extraordinary jan  0.000675595241714     -2.90351255146/-4297.71018531
jan reflect  0.000675595241714     -2.90351255146/-4297.71018531
income nil  0.000675330950402     -2.90237670399/-4297.71018531
charge mln  0.0006752912808     -2.90220621554/-4297.71018531
industry shr  0.000673331752426     -2.89378473049/-4297.71018531
nil shr  0.000673331752426     -2.89378473049/-4297.71018531
reflect shr  0.000673331752426     -2.89378473049/-4297.71018531
adjust credit  0.000673319740241     -2.8937331056/-4297.71018531
exclude include  0.000673262707639     -2.89348799601/-4297.71018531
full oper  0.000673254663455     -2.89345342443/-4297.71018531
nil oper  0.000673254663455     -2.89345342443/-4297.71018531
charge ct  0.0006732169791     -2.893291468/-4297.71018531
full mln  0.000672681735173     -2.89099114472/-4297.71018531
cost lt  0.000672652661729     -2.89086619548/-4297.71018531
industry mths  0.000672537614979     -2.8903717579/-4297.71018531
extraordinary year  0.000672282760576     -2.88927646753/-4297.71018531
qtr split  0.000672197187638     -2.88890869984/-4297.71018531
extraordinary sale  0.000671501167625     -2.88591740755/-4297.71018531
prior sale  0.000671501167625     -2.88591740755/-4297.71018531
jan lt  0.00067127584087     -2.88494901846/-4297.71018531
loss reflect  0.000670271949111     -2.88063458262/-4297.71018531
