Topic 0
Topic coherence: -8435.01540889
AVG: -2.6693086737
SD:  0.87349099971
nil stock  0.000552118721682     -4.65712992492/-8435.01540889
income technology  0.000551460351086     -4.6515765588/-8435.01540889
industry restate  0.000550949955244     -4.64727136201/-8435.01540889
dilute industry  0.000550949955244     -4.64727136201/-8435.01540889
dilute pct  0.000550166377372     -4.64066187058/-8435.01540889
pre-tax prior  0.000549955277905     -4.63888124333/-8435.01540889
report shr  0.000548407411342     -4.62582496502/-8435.01540889
dilute international  0.000547957185494     -4.62202730305/-8435.01540889
dilute profit  0.000546746449787     -4.61181472871/-8435.01540889
dilute system  0.000546634236405     -4.6108682071/-8435.01540889
dilute march  0.000545704400823     -4.60302502964/-8435.01540889
billion excludes  0.000545329413387     -4.59986200484/-8435.01540889
fourth shrs  0.00054199795759     -4.57176112386/-8435.01540889
corp pre-tax  0.000541308966433     -4.56594947283/-8435.01540889
avg pre-tax  0.000541119129037     -4.56434819147/-8435.01540889
end excludes  0.000540577611617     -4.55978048369/-8435.01540889
company nil  0.000538202025794     -4.53974238067/-8435.01540889
international pre-tax  0.000536657836864     -4.52671712325/-8435.01540889
current dilute  0.000536202333252     -4.52287494326/-8435.01540889
dilute technology  0.000535427471481     -4.51633897228/-8435.01540889
dilute year  0.000535103111692     -4.51360299246/-8435.01540889
extraordinary technology  0.000534777862026     -4.51085950652/-8435.01540889
report rev  0.000534124673437     -4.50534985071/-8435.01540889
dilute prior  0.000534124673437     -4.50534985071/-8435.01540889
mths technology  0.000533467866056     -4.49980967033/-8435.01540889
pre-tax qtr  0.0005322590078     -4.48961293231/-8435.01540889
company oper  0.000530550762813     -4.47520385953/-8435.01540889
revenue shr  0.000529398240368     -4.46548231494/-8435.01540889
fiscal nil  0.000528078145721     -4.45434729625/-8435.01540889
dilute nil  0.000528078145721     -4.45434729625/-8435.01540889
month restate  0.000527991956383     -4.45362028786/-8435.01540889
credit technology  0.000526890622313     -4.44433051801/-8435.01540889
report shrs  0.000526167353121     -4.43822973123/-8435.01540889
dec quarter  0.000526132324778     -4.43793426661/-8435.01540889
avg fourth  0.000525288524568     -4.43081679884/-8435.01540889
feb provision  0.000525288524568     -4.43081679884/-8435.01540889
feb resource  0.000525288524568     -4.43081679884/-8435.01540889
current pre-tax  0.000524902984622     -4.42756476346/-8435.01540889
current technology  0.000524902984622     -4.42756476346/-8435.01540889
dec stock  0.000524094021476     -4.42074114685/-8435.01540889
nil share  0.000523613367965     -4.41668682708/-8435.01540889
split technology  0.000522792570717     -4.40976338965/-8435.01540889
march pre-tax  0.000522686539559     -4.4088690152/-8435.01540889
dlr nil  0.000522300170331     -4.40560998481/-8435.01540889
oper technology  0.000521342357784     -4.39753082121/-8435.01540889
fourth shr  0.000520926535159     -4.39402335096/-8435.01540889
report restate  0.000520586072412     -4.39115154245/-8435.01540889
end restate  0.000520204174392     -4.38793022676/-8435.01540889
mths revenue  0.000519504283307     -4.38202663467/-8435.01540889
pretax stock  0.000518013025544     -4.36944785247/-8435.01540889
restate system  0.000516840049187     -4.35955377882/-8435.01540889
pre-tax system  0.000516840049187     -4.35955377882/-8435.01540889
excludes revenue  0.000516502770356     -4.35670882669/-8435.01540889
excludes pre-tax  0.000516502770356     -4.35670882669/-8435.01540889
excludes technology  0.000516502770356     -4.35670882669/-8435.01540889
dilute quarter  0.000514832976148     -4.34262408681/-8435.01540889
current dec  0.000514587487522     -4.34055338647/-8435.01540889
fourth jan  0.000514355560296     -4.33859707675/-8435.01540889
jan loan  0.000514355560296     -4.33859707675/-8435.01540889
expect jan  0.000514355560296     -4.33859707675/-8435.01540889
jan technology  0.000514355560296     -4.33859707675/-8435.01540889
dec dilute  0.000514200689694     -4.33729074083/-8435.01540889
month nil  0.000514028373634     -4.3358372522/-8435.01540889
dec month  0.000514028373634     -4.3358372522/-8435.01540889
month technology  0.000514028373634     -4.3358372522/-8435.01540889
rev revenue  0.000513751236212     -4.33349959378/-8435.01540889
dlr pre-tax  0.000511984673231     -4.31859860782/-8435.01540889
pct pre-tax  0.00051137416475     -4.31344895937/-8435.01540889
avg report  0.000511324941818     -4.31303376319/-8435.01540889
industry pre-tax  0.000511060017845     -4.31079912539/-8435.01540889
dilute end  0.000508338937198     -4.28784676821/-8435.01540889
nil prior  0.00050767024028     -4.28220629939/-8435.01540889
fourth rev  0.00050767024028     -4.28220629939/-8435.01540889
operating rev  0.00050767024028     -4.28220629939/-8435.01540889
company dilute  0.000507097842606     -4.2773781162/-8435.01540889
gain technology  0.000507013432899     -4.27666611902/-8435.01540889
current restate  0.000505098150064     -4.26051067879/-8435.01540889
billion nil  0.000504447391296     -4.25502151855/-8435.01540889
note technology  0.000504174433242     -4.25271911317/-8435.01540889
ct technology  0.000503942812731     -4.25076539058/-8435.01540889
dlrs pre-tax  0.000503475924949     -4.24682718495/-8435.01540889
excludes industry  0.000502880676357     -4.2418062539/-8435.01540889
reflect technology  0.000502253860324     -4.236519051/-8435.01540889
shr technology  0.000502068870185     -4.23495865633/-8435.01540889
pre-tax stock  0.000501443768038     -4.22968591009/-8435.01540889
qtr resource  0.000500758986418     -4.22390976658/-8435.01540889
billion technology  0.000499607803868     -4.21419952403/-8435.01540889
dilute group  0.000499130846081     -4.21017637775/-8435.01540889
feb pretax  0.000498834091411     -4.20767324753/-8435.01540889
avg revenue  0.000498834091411     -4.20767324753/-8435.01540889
feb revenue  0.000498834091411     -4.20767324753/-8435.01540889
dilute loss  0.00049786366229     -4.19948766294/-8435.01540889
loan pre-tax  0.000497815318519     -4.19907988249/-8435.01540889
adjust restate  0.000497770824831     -4.19870457755/-8435.01540889
adjust resource  0.000497770824831     -4.19870457755/-8435.01540889
dlrs nil  0.000497691683688     -4.19803702078/-8435.01540889
dec earnings  0.000497691683688     -4.19803702078/-8435.01540889
qtr technology  0.000496871640488     -4.19111994375/-8435.01540889
operate rev  0.00049637089165     -4.18689611959/-8435.01540889
mths operate  0.000495714084269     -4.18135593921/-8435.01540889
interest mths  0.000495714084269     -4.18135593921/-8435.01540889
adjust company  0.000495522467242     -4.17973964663/-8435.01540889
dilute half  0.00049519151872     -4.17694809076/-8435.01540889
loan oper  0.000494887924626     -4.1743872699/-8435.01540889
oper pre-tax  0.000494887924626     -4.1743872699/-8435.01540889
data operating  0.000494887924626     -4.1743872699/-8435.01540889
data dilute  0.000494887924626     -4.1743872699/-8435.01540889
dec share  0.000493819180746     -4.1653723988/-8435.01540889
dlr restate  0.000493709581562     -4.16444792799/-8435.01540889
dlr technology  0.000493709581562     -4.16444792799/-8435.01540889
dec investment  0.000493512047339     -4.16278172378/-8435.01540889
dilute investment  0.000493512047339     -4.16278172378/-8435.01540889
pre-tax technology  0.000493049850149     -4.15888308336/-8435.01540889
dilute sale  0.000493049850149     -4.15888308336/-8435.01540889
provision technology  0.000490711442406     -4.13915857801/-8435.01540889
corp nil  0.000490238174596     -4.13516655674/-8435.01540889
revenue shrs  0.000488413571334     -4.11977600011/-8435.01540889
expect pre-tax  0.000488406274616     -4.11971445218/-8435.01540889
net technology  0.000488182342099     -4.11782557795/-8435.01540889
current nil  0.000488133054365     -4.11740983515/-8435.01540889
company feb  0.00048752707215     -4.11229836584/-8435.01540889
fourth pretax  0.000487358192594     -4.11087386417/-8435.01540889
corp excludes  0.000487310780704     -4.11047394415/-8435.01540889
adjust group  0.000487265608888     -4.11009291919/-8435.01540889
dilute stock  0.000486908842356     -4.107083588/-8435.01540889
data operate  0.000486522324767     -4.10382330618/-8435.01540889
cost restate  0.000486186320492     -4.10098910494/-8435.01540889
dec prior  0.00048605539455     -4.0998847426/-8435.01540889
rev technology  0.00048605539455     -4.0998847426/-8435.01540889
nil result  0.000485645316559     -4.09642572843/-8435.01540889
dec result  0.000485645316559     -4.09642572843/-8435.01540889
mths resource  0.000485398587169     -4.09434456222/-8435.01540889
month pretax  0.00048496826572     -4.09071479417/-8435.01540889
credit dec  0.000484605584687     -4.08765557407/-8435.01540889
credit pre-tax  0.000484605584687     -4.08765557407/-8435.01540889
restate year  0.000483146486874     -4.07534806153/-8435.01540889
company dec  0.000482481483926     -4.06973875142/-8435.01540889
ct operating  0.000481879749344     -4.06466311095/-8435.01540889
march technology  0.000481804517467     -4.06402852891/-8435.01540889
corp dec  0.000481664312182     -4.06284589516/-8435.01540889
figure pre-tax  0.000481007217398     -4.05730329054/-8435.01540889
restate sale  0.000480983162731     -4.05710038905/-8435.01540889
fourth nil  0.000480008866834     -4.04888218815/-8435.01540889
nil technology  0.000480008866834     -4.04888218815/-8435.01540889
dec dlrs  0.000478612836879     -4.03710665397/-8435.01540889
restate technology  0.000478273060877     -4.03424063815/-8435.01540889
stock technology  0.000478123088145     -4.03297561585/-8435.01540889
pre-tax shrs  0.000478098074234     -4.03276462312/-8435.01540889
billion discontinue  0.000477992958138     -4.03187796724/-8435.01540889
dec dlr  0.000477878977094     -4.03091653537/-8435.01540889
feb pre-tax  0.000477219245681     -4.02535169074/-8435.01540889
feb operating  0.000477219245681     -4.02535169074/-8435.01540889
avg resource  0.000477219245681     -4.02535169074/-8435.01540889
feb interest  0.000477219245681     -4.02535169074/-8435.01540889
march operating  0.00047696493004     -4.02320653439/-8435.01540889
corp restate  0.000476274591846     -4.01738352109/-8435.01540889
mths report  0.000475909249712     -4.01430185455/-8435.01540889
mths operating  0.000475909249712     -4.01430185455/-8435.01540889
interest qtr  0.000475895898348     -4.01418923559/-8435.01540889
lt pre-tax  0.000475454823214     -4.01046876004/-8435.01540889
dilute revenue  0.000475083090069     -4.00733318523/-8435.01540889
asset technology  0.000474886971862     -4.00567892514/-8435.01540889
pre-tax split  0.000474723291829     -4.00429828154/-8435.01540889
resource split  0.000474723291829     -4.00429828154/-8435.01540889
jan operating  0.000474465622897     -4.00212484013/-8435.01540889
jan resource  0.000474465622897     -4.00212484013/-8435.01540889
interest jan  0.000474465622897     -4.00212484013/-8435.01540889
lt restate  0.000474381934182     -4.00141892452/-8435.01540889
adjust corp  0.00047366891709     -3.99540461437/-8435.01540889
credit dilute  0.000473306236057     -3.99234539427/-8435.01540889
period technology  0.000473220956043     -3.99162605603/-8435.01540889
company discontinue  0.000472992146469     -3.98969604375/-8435.01540889
interest rev  0.0004720918118     -3.98210170694/-8435.01540889
international operating  0.000471863206401     -3.98017341688/-8435.01540889
excludes result  0.000471681733809     -3.97864269277/-8435.01540889
fiscal shr  0.000471502345193     -3.97712954703/-8435.01540889
dilute lt  0.000471220322046     -3.97475067744/-8435.01540889
ct pretax  0.000471192027672     -3.97451201396/-8435.01540889
dilute dlrs  0.000470861486574     -3.9717238947/-8435.01540889
pct technology  0.000469919142853     -3.96377521089/-8435.01540889
pre-tax report  0.000469911118769     -3.96370752762/-8435.01540889
report technology  0.000469911118769     -3.96370752762/-8435.01540889
operating qtr  0.000469654803231     -3.96154550211/-8435.01540889
dlrs technology  0.000469370228811     -3.9591451125/-8435.01540889
operating shr  0.000468838111073     -3.95465669118/-8435.01540889
data dividend  0.000468758741135     -3.95398720453/-8435.01540889
dilute mln  0.000468653919352     -3.95310303117/-8435.01540889
shrs technology  0.000468608736777     -3.95272191545/-8435.01540889
dec excludes  0.000468433491469     -3.95124371858/-8435.01540889
fiscal mths  0.0004671234955     -3.94019388239/-8435.01540889
investment split  0.000467057614182     -3.93963817246/-8435.01540889
operate qtr  0.000466653290281     -3.93622769412/-8435.01540889
dec sale  0.000466595416992     -3.93573953205/-8435.01540889
current excludes  0.000466518208635     -3.93508827836/-8435.01540889
loss split  0.000466363640909     -3.93378449721/-8435.01540889
corp dilute  0.000466178841666     -3.93222571275/-8435.01540889
mln technology  0.000466131410807     -3.93182563272/-8435.01540889
dilute full  0.000465872842703     -3.92964460678/-8435.01540889
dilute operating  0.000465548837502     -3.92691161792/-8435.01540889
period resource  0.000465041614554     -3.92263318454/-8435.01540889
restate share  0.000464759072833     -3.92024994077/-8435.01540889
profit restate  0.000464571474762     -3.91866754815/-8435.01540889
dilute dlr  0.000463915394344     -3.91313349971/-8435.01540889
pre-tax shr  0.000463682801945     -3.91117157924/-8435.01540889
earnings nil  0.00046358598755     -3.91035494833/-8435.01540889
billion dilute  0.000463154438363     -3.90671482428/-8435.01540889
credit split  0.000462990738957     -3.90533401728/-8435.01540889
group technology  0.000461945666962     -3.89651881889/-8435.01540889
month pre-tax  0.000461647585827     -3.89400449993/-8435.01540889
month resource  0.000461647585827     -3.89400449993/-8435.01540889
corp pretax  0.000461436072071     -3.89222037813/-8435.01540889
ct resource  0.000461388641212     -3.89182029811/-8435.01540889
figure operating  0.000461202382841     -3.89024920588/-8435.01540889
figure resource  0.000461202382841     -3.89024920588/-8435.01540889
qtr revenue  0.000460869049019     -3.88743752996/-8435.01540889
dlrs restate  0.000460796366397     -3.88682445092/-8435.01540889
dividend half  0.000460579399647     -3.88499433304/-8435.01540889
technology year  0.000460579399647     -3.88499433304/-8435.01540889
resource shrs  0.000459822982565     -3.8786139433/-8435.01540889
data profit  0.000459731887335     -3.87784555363/-8435.01540889
share technology  0.000459713484609     -3.87769032635/-8435.01540889
pretax rev  0.000459600961392     -3.87674119128/-8435.01540889
fiscal rev  0.000459600961392     -3.87674119128/-8435.01540889
data prior  0.000459600961392     -3.87674119128/-8435.01540889
investment restate  0.000459406351201     -3.87509965132/-8435.01540889
march provision  0.000459369229508     -3.87478652927/-8435.01540889
mths year  0.000459009132599     -3.87174910629/-8435.01540889
dec feb  0.000458944154012     -3.87120101091/-8435.01540889
avg technology  0.000458944154012     -3.87120101091/-8435.01540889
avg interest  0.000458944154012     -3.87120101091/-8435.01540889
mln restate  0.000458870769033     -3.87058200748/-8435.01540889
loss pre-tax  0.000458712377928     -3.86924597607/-8435.01540889
figure jan  0.000458635018429     -3.8685934475/-8435.01540889
jan pre-tax  0.000458635018429     -3.8685934475/-8435.01540889
jan service  0.000458635018429     -3.8685934475/-8435.01540889
fiscal technology  0.000458590790326     -3.86822038277/-8435.01540889
dilute fiscal  0.000458590790326     -3.86822038277/-8435.01540889
dilute operation  0.000458169798359     -3.86466930904/-8435.01540889
ct operate  0.000457683545016     -3.86056775461/-8435.01540889
month split  0.000457487389537     -3.85891318011/-8435.01540889
dilute period  0.000457390351574     -3.8580946634/-8435.01540889
dilute operate  0.000456728137549     -3.8525088779/-8435.01540889
operating split  0.00045644820016     -3.85014760171/-8435.01540889
dilute tax  0.000455974301745     -3.84615026128/-8435.01540889
ct interest  0.000455873533844     -3.84530028248/-8435.01540889
profit split  0.000455082137305     -3.83862484047/-8435.01540889
adjust profit  0.000455082137305     -3.83862484047/-8435.01540889
profit technology  0.000455082137305     -3.83862484047/-8435.01540889
fiscal oper  0.000454997987227     -3.83791503327/-8435.01540889
oper service  0.000454997987227     -3.83791503327/-8435.01540889
end pre-tax  0.000454754550943     -3.83586164446/-8435.01540889
end technology  0.000454754550943     -3.83586164446/-8435.01540889
feb year  0.000454419394429     -3.83303459411/-8435.01540889
dilute reflect  0.000454184581436     -3.83105394289/-8435.01540889
company data  0.000454067445344     -3.83006589815/-8435.01540889
data lt  0.000453839977484     -3.82814720325/-8435.01540889
nil sale  0.000453766325474     -3.82752594741/-8435.01540889
credit restate  0.0004535014015     -3.8252913096/-8435.01540889
full restate  0.000453381992295     -3.82428409112/-8435.01540889
pretax split  0.000453252496456     -3.82319179172/-8435.01540889
data pretax  0.000453252496456     -3.82319179172/-8435.01540889
pretax technology  0.000453252496456     -3.82319179172/-8435.01540889
group split  0.00045315991275     -3.82241084674/-8435.01540889
dec mln  0.000453142436016     -3.82226343021/-8435.01540889
dividend excludes  0.000452928136667     -3.8204558119/-8435.01540889
pre-tax year  0.000452928136667     -3.8204558119/-8435.01540889
provision rev  0.000451949698412     -3.81220267015/-8435.01540889
prior service  0.000451949698412     -3.81220267015/-8435.01540889
fiscal shrs  0.000451643641077     -3.80962107181/-8435.01540889
charge dilute  0.000451621749575     -3.80943641665/-8435.01540889
dec year  0.000451455404325     -3.8080332919/-8435.01540889
dlr excludes  0.000451424543937     -3.80777298405/-8435.01540889
cost mths  0.000451292891031     -3.80666248977/-8435.01540889
end resource  0.000451215379797     -3.80600868131/-8435.01540889
avg operate  0.000450764812524     -3.80220813942/-8435.01540889
avg operating  0.000450764812524     -3.80220813942/-8435.01540889
company pre-tax  0.000450242809508     -3.79780503594/-8435.01540889
dilute share  0.000450224147151     -3.79764761867/-8435.01540889
mln nil  0.000449833753486     -3.7943546421/-8435.01540889
month operating  0.000449580898408     -3.79222180562/-8435.01540889
lt nil  0.000449432279165     -3.79096820001/-8435.01540889
adjust lt  0.000449432279165     -3.79096820001/-8435.01540889
split tax  0.00044878704495     -3.78552563946/-8435.01540889
restate stock  0.000448328900927     -3.78166118756/-8435.01540889
current operating  0.000448243116966     -3.78093759853/-8435.01540889
qtr service  0.000447534398402     -3.77495954653/-8435.01540889
resource shr  0.000447223265343     -3.77233513438/-8435.01540889
industry pretax  0.000447160134489     -3.77180262465/-8435.01540889
data technology  0.000446818645739     -3.76892216179/-8435.01540889
asset dec  0.000446296383093     -3.76451686832/-8435.01540889
dec lt  0.000446020434236     -3.76218923546/-8435.01540889
nil report  0.000445903170696     -3.76120011569/-8435.01540889
excludes share  0.000445749901859     -3.75990729069/-8435.01540889
dividend nil  0.000445740879871     -3.75983119009/-8435.01540889
dividend fiscal  0.000445740879871     -3.75983119009/-8435.01540889
dilute dividend  0.000445740879871     -3.75983119009/-8435.01540889
data dlr  0.000445640302675     -3.75898281988/-8435.01540889
investment pre-tax  0.000445442768452     -3.75731661567/-8435.01540889
operating pct  0.00044542431512     -3.75716096153/-8435.01540889
earnings technology  0.000445310895881     -3.7562042685/-8435.01540889
prior provision  0.000444762441617     -3.75157804833/-8435.01540889
loan prior  0.000444762441617     -3.75157804833/-8435.01540889
adjust loss  0.000444748795179     -3.75146294042/-8435.01540889
figure technology  0.000444237287141     -3.74714836224/-8435.01540889
mths pretax  0.000444105634236     -3.74603786795/-8435.01540889
operate shrs  0.000443992378097     -3.74508255067/-8435.01540889
operating shrs  0.000443992378097     -3.74508255067/-8435.01540889
feb income  0.000443113549543     -3.73766961828/-8435.01540889
feb system  0.000443113549543     -3.73766961828/-8435.01540889
expect feb  0.000443113549543     -3.73766961828/-8435.01540889
company exclude  0.000442944910213     -3.73624714294/-8435.01540889
data provision  0.000442642163519     -3.7336934699/-8435.01540889
dilute result  0.000442621625896     -3.73352023474/-8435.01540889
excludes full  0.000442082643665     -3.72897391132/-8435.01540889
adjust revenue  0.000442050282964     -3.7287009483/-8435.01540889
operating stock  0.000441919046451     -3.72759396629/-8435.01540889
resource stock  0.000441919046451     -3.72759396629/-8435.01540889
pre-tax reflect  0.000441693731029     -3.72569342724/-8435.01540889
asset rev  0.000441325869723     -3.72259051146/-8435.01540889
billion restate  0.000440959868108     -3.71950328219/-8435.01540889
include pre-tax  0.000440848361189     -3.71856271961/-8435.01540889
ct data  0.000440718449317     -3.71746691097/-8435.01540889
provision split  0.000440617595692     -3.71661620909/-8435.01540889
march resource  0.000440511564534     -3.71572183464/-8435.01540889
mln pre-tax  0.000440428110652     -3.71501789986/-8435.01540889
nil year  0.000440289187016     -3.71384607684/-8435.01540889
loan resource  0.000440256702174     -3.7135720667/-8435.01540889
corp fourth  0.000440209290284     -3.71317214668/-8435.01540889
dlrs pretax  0.000439411498293     -3.70644275894/-8435.01540889
pre-tax share  0.000439340047384     -3.70584006942/-8435.01540889
international technology  0.000439327777312     -3.70573657118/-8435.01540889
net pre-tax  0.000439275226305     -3.70529330262/-8435.01540889
oper system  0.000439167382759     -3.70438364065/-8435.01540889
dec dividend  0.000438964553917     -3.70267277625/-8435.01540889
dividend restate  0.000438964553917     -3.70267277625/-8435.01540889
cost shr  0.000438751560134     -3.7008761704/-8435.01540889
fourth lt  0.000438684892957     -3.70031383174/-8435.01540889
month provision  0.000438629724563     -3.69984848548/-8435.01540889
data loss  0.000438338940703     -3.69739571915/-8435.01540889
corp data  0.000438281549778     -3.69691162581/-8435.01540889
quarter technology  0.000438173108491     -3.69599692188/-8435.01540889
quarter resource  0.000438173108491     -3.69599692188/-8435.01540889
adjust asset  0.000438117041605     -3.69552399683/-8435.01540889
asset fiscal  0.000438117041605     -3.69552399683/-8435.01540889
end oper  0.000438029199367     -3.6947830462/-8435.01540889
cost rev  0.000437986115662     -3.69441963449/-8435.01540889
fourth prior  0.000437986115662     -3.69441963449/-8435.01540889
lt technology  0.000437897159634     -3.69366928902/-8435.01540889
include technology  0.000437846848238     -3.69324491162/-8435.01540889
nil operation  0.000437796361134     -3.69281905212/-8435.01540889
current split  0.000437458100721     -3.68996582033/-8435.01540889
group resource  0.000437329308282     -3.68887945411/-8435.01540889
dec period  0.000437016914349     -3.68624440648/-8435.01540889
period split  0.000437016914349     -3.68624440648/-8435.01540889
operate shr  0.000436724956443     -3.68378173704/-8435.01540889
ct dilute  0.000436068699286     -3.67824619781/-8435.01540889
avg fiscal  0.000435926292748     -3.67704499647/-8435.01540889
excludes lt  0.000435564885815     -3.67399652342/-8435.01540889
dilute include  0.000434919454346     -3.66855229903/-8435.01540889
dlrs split  0.000434894630879     -3.66834291271/-8435.01540889
dlr split  0.000434855286431     -3.66801104168/-8435.01540889
half rev  0.000434737873322     -3.6670206603/-8435.01540889
half pre-tax  0.000434631389426     -3.66612246699/-8435.01540889
half technology  0.000434631389426     -3.66612246699/-8435.01540889
excludes report  0.000434327795332     -3.66356164613/-8435.01540889
excludes fiscal  0.000434327795332     -3.66356164613/-8435.01540889
excludes loan  0.000434327795332     -3.66356164613/-8435.01540889
excludes operating  0.000434327795332     -3.66356164613/-8435.01540889
ct service  0.000433067186336     -3.65292838983/-8435.01540889
operate technology  0.000432937938511     -3.65183818243/-8435.01540889
restate revenue  0.000432798052443     -3.65065824129/-8435.01540889
nil quarter  0.000432658001123     -3.64947690625/-8435.01540889
billion resource  0.000432587913371     -3.64888571498/-8435.01540889
dilute discontinue  0.000432283720057     -3.6463198397/-8435.01540889
excludes include  0.000432062606977     -3.64445474745/-8435.01540889
dec technology  0.00043202571467     -3.64414356027/-8435.01540889
end split  0.000431948203435     -3.64348975182/-8435.01540889
half prior  0.000431576261187     -3.64035241322/-8435.01540889
prior resource  0.000431576261187     -3.64035241322/-8435.01540889
split year  0.000431313290937     -3.63813425511/-8435.01540889
note pre-tax  0.00043112345354     -3.63653297374/-8435.01540889
period pre-tax  0.000430935918417     -3.63495111209/-8435.01540889
international mths  0.000430919453806     -3.63481223284/-8435.01540889
reflect resource  0.000430394382399     -3.63038324743/-8435.01540889
resource restate  0.00043020378199     -3.62877553004/-8435.01540889
data group  0.000430142051486     -3.6282548323/-8435.01540889
loss technology  0.000429330550879     -3.62140981217/-8435.01540889
excludes sale  0.000429149966794     -3.61988658263/-8435.01540889
cost feb  0.000429149966794     -3.61988658263/-8435.01540889
feb restate  0.000429149966794     -3.61988658263/-8435.01540889
feb operate  0.000429149966794     -3.61988658263/-8435.01540889
resource sale  0.000429149966794     -3.61988658263/-8435.01540889
corp provision  0.000429086755153     -3.61935339147/-8435.01540889
service shr  0.000428948173674     -3.61818445456/-8435.01540889
industry split  0.00042888504282     -3.61765194483/-8435.01540889
ct provision  0.000428702763589     -3.61611441671/-8435.01540889
ct revenue  0.000428702763589     -3.61611441671/-8435.01540889
net resource  0.000428127771903     -3.61126435297/-8435.01540889
adjust fiscal  0.000428086700214     -3.61091791264/-8435.01540889
adjust operate  0.000428086700214     -3.61091791264/-8435.01540889
current pretax  0.00042757292507     -3.60658421139/-8435.01540889
corp figure  0.000427330375933     -3.60453830568/-8435.01540889
exclude pre-tax  0.000427282945075     -3.60413822566/-8435.01540889
dilute exclude  0.000427282945075     -3.60413822566/-8435.01540889
dilute pretax  0.000426798063299     -3.60004824041/-8435.01540889
fiscal group  0.000426705479593     -3.59926729542/-8435.01540889
lt pretax  0.00042666920723     -3.59896133748/-8435.01540889
dilute split  0.000426654012942     -3.59883317343/-8435.01540889
include nil  0.000426547499608     -3.59793473182/-8435.01540889
note resource  0.00042647370351     -3.59731226059/-8435.01540889
end pretax  0.000426163962174     -3.59469958765/-8435.01540889
prior restate  0.000425495265255     -3.58905911883/-8435.01540889
operating prior  0.000425495265255     -3.58905911883/-8435.01540889
charge nil  0.000425167316418     -3.58629286534/-8435.01540889
adjust charge  0.000425167316418     -3.58629286534/-8435.01540889
charge technology  0.000425167316418     -3.58629286534/-8435.01540889
excludes period  0.000425151677155     -3.58616094792/-8435.01540889
dilute gain  0.000424838457874     -3.58351893846/-8435.01540889
provision stock  0.000424538701889     -3.5809904921/-8435.01540889
pre-tax provision  0.00042436707185     -3.57954279008/-8435.01540889
pre-tax sale  0.000424310379366     -3.57906458811/-8435.01540889
dilute note  0.00042421547468     -3.57826406562/-8435.01540889
result technology  0.000423612454922     -3.57317758466/-8435.01540889
end nil  0.000423374341021     -3.57116909024/-8435.01540889
